Season,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,Overall Pick,Combine Participation
2023,CJ Montes,QB,Fordham,Patriot,0.449,0.47,0.342,0.395,0.367,0.724,0.368,0.59,190.586,167.683,22.903,70.377,49.601,72.402,98.548,92.038,300,0
2023,Jay'juan Townsend,WR,South Alabama,SBC,-0.957,-0.957,-0.458,-0.368,-0.957,-0.759,-0.265,-0.957,-0.957,-0.957,0,0,-0.957,0,0,-0.957,300,0
2023,Nahjee Adams,RB,Lafayette,Patriot,0.104,0.245,0.104,-0.226,0.217,0.906,0.147,0,1.766,0,1.766,-2.035,1.083,2.718,1.764,0.002,300,0
2023,Colin Weber,TE,Charlotte,AAC,0.622,0.622,-0.629,0.071,0.973,0.86,0.369,0.994,23.029,23.029,0,0.921,12.644,9.464,8.123,14.906,300,0
2023,Colin Weber,TE,Charlotte,AAC,0.622,0.622,-0.629,0.071,0.973,0.86,0.369,0.994,23.029,23.029,0,0.921,12.644,9.464,8.123,14.906,300,0
2023,Justin Franklin,WR,Gardner-Webb,Big South-OVC,2.112,1.942,2.112,2.103,1.776,1.666,2.112,1.533,2.112,0,2.112,0,0,0,2.112,0,300,0
2023,Jarquez Hunter,RB,Auburn,SEC,0.134,0.136,0.134,0.128,0.047,0.186,0.071,0.333,23.833,2.987,20.845,11.28,2.658,5.405,9.518,14.315,117,0
2023,J.B. Mitchell,WR,Eastern Michigan,MAC,0.505,0.534,-0.758,0.34,0.733,0.148,0.61,0.373,22.72,23.478,-0.758,5.096,13.195,1.335,15.252,7.468,300,0
2023,CJ Johnson II,WR,Northwestern,Big Ten,0.495,0.495,0.659,1.23,0.495,0.275,1.421,0.032,1.485,1.485,0,0,1.485,0,1.421,0.065,300,0
2023,De'Zhaun Stribling,WR,Oklahoma State,B12,1.028,1.028,0.156,0.906,0.41,2.089,0.687,1.445,20.563,20.563,0,7.244,2.872,10.447,7.559,13.004,33,0
2023,Andreas Paaske,TE,Eastern Michigan,MAC,0.229,0.229,-0.319,0.294,-0.331,0.527,0.341,-0.331,1.372,1.372,0,1.176,-0.331,0.527,1.703,-0.331,300,0
2023,Malique Dieudonne,WR,Western Michigan,MAC,0.606,0.606,-0.047,0.415,0.939,0.446,0.239,0.974,15.763,15.763,0,3.737,8.454,3.572,3.106,12.657,300,0
2023,Jameson Tucker,WR,Coastal Carolina,SBC,1.029,1.029,0.227,0.257,1.731,1.904,0.458,2.36,30.865,30.865,0,3.347,17.308,11.426,9.622,21.243,300,0
2023,Jasaiah Gathings,WR,Akron,MAC,0.511,0.511,-0.276,0.234,0.265,1.035,0.122,0.887,28.132,28.132,0,3.973,4.775,17.595,3.299,24.833,300,0
2023,Konata Mumpfield,WR,Pittsburgh,ACC,0.934,0.935,0.91,0.342,1.093,1.187,0.509,1.474,46.682,44.862,1.819,6.835,16.395,15.434,14.255,32.426,242,0
2023,Dorian Singer,WR,USC,PAC,1.061,1.061,0.216,0.321,1.384,1.294,0.902,1.209,26.532,26.532,0,2.248,15.225,9.06,10.819,15.713,300,0
2023,Horatio Fields,WR,Wake Forest,ACC,0.563,0.563,0.299,0.332,0.793,0.644,0.332,0.793,1.125,1.125,0,0.332,0.793,0,0.332,0.793,300,0
2023,Emmanuel Stevenson,TE,Arkansas State,SBC,0.794,0.794,0.005,0.097,1.467,1.041,0.269,1.319,12.699,12.699,0,0.583,5.87,6.246,2.151,10.548,300,0
2023,C.J. Smith,WR,Georgia,SEC,1.099,1.353,-0.167,0.807,0.576,1.799,0.77,1.758,6.596,6.763,-0.167,2.421,0.576,3.599,3.08,3.516,300,0
2023,Ollie Gordon,RB,Oklahoma State,B12,0.194,0.283,0.178,0.195,0.12,0.539,0.159,0.327,61.779,14.164,47.615,30.383,13.437,25.352,39.88,21.899,179,0
2023,Anthony Simpson,WR,Massachusetts,Ind,0.448,0.455,0.409,0.43,0.345,0.788,0.287,0.735,39.878,34.154,5.724,16.769,11.025,13.388,16.364,23.514,300,0
2023,Jay Fair,WR,Auburn,SEC,0.698,0.698,0.001,0.396,0.692,1.268,0.487,1.1,22.321,22.321,0,5.946,6.228,10.147,10.219,12.102,300,0
2023,Dillon Bell,WR,Georgia,SEC,0.629,0.987,0.182,0.651,0.513,1.055,0.459,1.07,33.963,29.603,4.36,14.966,9.744,11.607,17.912,16.05,300,0
2023,Mekhi Miller,WR,Missouri,SEC,1.095,1.095,0.605,0.82,0.37,1.55,1.394,0.983,12.049,12.049,0,1.639,1.109,9.301,4.181,7.867,300,0
2023,Evan Lester,TE,Georgia Southern,SBC,0.947,0.947,0.136,1.405,0.947,0.645,1.9,0.47,2.84,2.84,0,0,2.84,0,1.9,0.939,300,0
2023,Ikeem Wright,TE,Norfolk State,MEAC,2.106,2.106,0.974,1.246,2.323,1.672,1.518,2.106,6.317,6.317,0,0,4.645,1.672,0,6.317,300,0
2023,Lex Henry,RB,Norfolk State,MEAC,-0.226,-0.179,-0.226,-0.225,-0.228,-0.156,-0.191,-0.457,-3.392,0,-3.392,-2.478,-0.914,0,-2.478,-0.914,300,0
2023,Tavian Morris,WR,Norfolk State,MEAC,1.177,1.177,0.332,1.343,0.744,1.585,0.88,1.549,21.19,21.19,0,8.056,5.209,7.925,8.799,12.391,300,0
2023,Davon Wells,WR,Long Island University,NEC,0.811,1.016,0.555,0.442,0.856,1.689,0.536,1.487,36.491,25.395,11.096,10.608,10.273,13.512,17.166,19.325,300,0
2023,Zachary Rhodes,WR,Long Island University,NEC,0.161,0.327,-0.252,-0.29,0.94,0.41,-0.29,0.764,1.13,1.635,-0.505,-1.161,1.881,0.41,-1.161,2.291,300,0
2023,Clarence Freeman IV,WR,Davidson,Pioneer,0.296,0.296,-0.001,-0.218,0.117,1.86,-0.051,1.338,3.551,3.551,0,-0.874,0.704,3.721,-0.463,4.014,300,0
2023,Trey Messer,WR,Davidson,Pioneer,0.616,0.712,0.568,0.446,0.701,0.83,0.616,0.709,1.847,0.712,1.135,0.446,1.401,0,1.847,0,300,0
2023,Will Cox,RB,Davidson,Pioneer,0.177,0.306,0.177,0.051,0.09,0.691,0.128,0.349,3.189,0,3.189,0.305,0.813,2.072,1.795,1.394,300,0
2023,Mark McCurdy,WR,Davidson,Pioneer,0.433,0.62,0.158,0.193,0.29,0.657,0.241,0.717,18.202,15.509,2.693,3.281,2.899,9.193,6.016,12.186,300,0
2023,Collin Guggenheim,RB,Nicholls,Southland,0.309,0.871,0.275,0.011,0.364,0.862,0.28,0.473,48.546,7.835,40.711,0.933,14.555,25.866,37.193,11.352,300,0
2023,Eric Rivers,WR,Florida International,CUSA,0.758,0.785,-0.195,0.565,0.51,0.827,0.603,0.974,27.274,27.469,-0.195,5.085,8.678,6.613,12.665,14.609,300,0
2023,Javon Antonio,WR,Colorado,PAC,1.298,1.298,0.666,0.849,1.325,1.719,0.884,2.437,19.465,19.465,0,4.245,6.624,8.597,9.719,9.747,300,0
2023,Scooter Adams,RB,Northwestern State,Southland,0.128,1.754,-0.094,-0.015,0.21,0.53,0.174,-0.214,3.19,5.263,-2.072,-0.184,2.314,1.06,3.833,-0.642,300,0
2023,Jayden Gibson,WR,Oklahoma,B12,2.24,2.24,0.991,1.947,1.319,3.074,1.874,2.514,31.358,31.358,0,9.735,6.593,9.221,11.242,20.116,300,0
2023,Tyrell Henry,WR,Michigan State,Big Ten,0.643,0.643,0.014,0.85,0.521,0.772,0.689,0.607,16.071,16.071,0,5.948,7.809,2.315,7.578,8.493,300,0
2023,Fred Farrier II,WR,UAB,AAC,0.739,0.739,0.095,1.139,0.369,0.002,0.825,0.328,16.991,16.991,0,12.529,2.95,0.006,15.678,1.313,300,0
2023,Holden Geriner,QB,Auburn,SEC,-0.869,-0.65,-2.618,-0.608,-1.367,0.466,-1.006,-0.801,-7.82,-5.203,-2.618,-1.215,-5.467,0.932,-3.017,-4.803,300,0
2023,Carson Steele,RB,UCLA,PAC,0.064,0.569,0.021,-0.05,0.137,0.696,0.028,0.205,11.327,7.97,3.357,-4.199,8.787,15.304,3.958,7.37,300,0
2023,Ethan Erickson,TE,BYU,B12,-0.251,-0.251,-0.256,-0.088,-0.09,-0.251,0.068,-0.251,-0.251,-0.251,0,0,0,-0.251,0,-0.251,300,0
2023,Chase Roberts,WR,BYU,B12,0.825,0.906,-0.355,0.462,1.357,0.692,0.763,0.916,38.778,39.843,-1.064,8.773,13.571,10.382,21.371,17.407,300,0
2023,Otto Tia,TE,Utah State,Mountain West,1.27,1.27,0.294,1.079,1.243,1.378,1.378,1.243,6.351,6.351,0,0,4.972,1.378,1.378,4.972,300,0
2023,Jency Riley,TE,Jackson State,SWAC,1.225,1.225,0.173,-0.316,0.584,1.903,2.028,0.422,7.35,7.35,0,-0.316,1.168,3.807,6.084,1.266,300,0
2023,Drew Allar,QB,Penn State,Big Ten,0.363,0.314,0.711,0.167,0.263,0.552,0.305,0.457,162.26,123.168,39.091,25.907,40.201,66.806,84.081,78.178,76,0
2023,Devin Farrell,QB,Rhode Island,CAA,0.439,0.597,0.439,-0.555,1.433,0.753,-0.555,1.433,0.879,0,0.879,-0.555,1.433,0,-0.555,1.433,300,0
2023,Derrel Kelley III,RB,Tarleton State,UAC,0.155,0.995,0.117,-0.024,0.161,0.749,0.092,0.38,14.128,3.981,10.147,-1.134,4.817,9.735,6.532,7.597,300,0
2023,Marvin Landy,TE,Florida Atlantic,AAC,0.137,0.137,-0.007,0.223,0.137,0.279,0.327,0.137,0.137,0.137,0,0,0.137,0,0,0.137,300,0
2023,Quincy Burroughs,WR,Wisconsin,Big Ten,0.665,0.665,0.327,1.252,0.47,0.119,0.844,0.128,2.662,2.662,0,1.252,1.409,0,2.533,0.128,300,0
2023,Reese Clark,TE,Temple,AAC,0.412,0.568,-0.468,-0.063,0.392,1.387,0.098,0.727,8.247,9.65,-1.403,-0.378,3.525,4.162,0.981,7.266,300,0
2023,Rashod Dubinion,RB,Arkansas,SEC,0.063,0.488,-0.011,-0.227,0.023,1.275,-0.048,0.389,5.95,6.833,-0.883,-10.001,0.838,15.296,-3.379,9.329,300,0
2023,Noah Thomas,WR,Texas A&M,SEC,1.038,1.038,0.058,0.865,0.937,1.079,0.761,1.201,36.321,36.321,0,6.057,14.997,11.866,9.897,26.424,300,0
2023,Colston Loveland,TE,Michigan,Big Ten,0.965,0.965,0.164,1.036,0.533,1.385,0.933,1.003,51.135,51.135,0,18.639,10.127,18.006,27.064,24.071,10,0
2023,Omar Cooper Jr.,WR,Indiana,Big Ten,1.187,1.187,0.398,0.815,1.404,0.843,0.815,1.357,18.999,18.999,0,4.074,4.213,5.059,4.074,14.926,30,0
2023,Reggie Branch,RB,East Texas A&M,Southland,0.294,-0.146,0.351,-0.033,0.353,0.929,0.127,0.713,10.306,-0.583,10.889,-0.56,4.236,4.644,3.175,7.131,300,0
2023,Jarrell Wiley,RB,Incarnate Word,Southland,0.126,0.031,0.141,0.124,-0.171,1.029,0.072,0.303,8.601,0.276,8.325,4.596,-3.583,9.262,3.751,4.85,300,0
2023,Harrison Saint Germain,TE,Virginia Tech,ACC,1.367,1.367,0.895,-0.362,1.9,2.564,0.769,2.564,4.102,4.102,0,-0.362,1.9,2.564,1.538,2.564,300,0
2023,Braelen Morgan,RB,Southern,SWAC,-0.742,-0.341,-0.742,-4.442,2.456,0.834,-0.742,-0.725,-1.484,0,-1.484,-4.442,0,0,-1.484,0,300,0
2023,Gregory Perkins,TE,Norfolk State,MEAC,1.521,1.521,0.806,1.16,0.052,2.989,1.17,1.521,3.041,3.041,0,0,0.052,2.989,0,3.041,300,0
2023,Ron Tiavaasue,TE,New Mexico State,CUSA,2.155,1.59,3.003,1.473,1.028,2.585,2.652,0.168,10.777,4.771,6.006,0,2.056,5.169,10.608,0.168,300,0
2023,Kyle Morlock,TE,Florida State,ACC,0.555,0.555,0.024,-0.281,0.662,1.477,-0.047,1.376,14.439,14.439,0,-2.527,6.625,10.342,-0.698,15.137,300,0
2023,Draycen Hall,RB,Northern Arizona,Big Sky,0.286,-0.018,0.54,-0.228,0.243,0.446,0.325,0.23,6.301,-0.176,6.478,-2.051,1.699,1.784,4.229,2.072,300,0
2023,Carlos Davis,QB,Massachusetts,Ind,0.303,0.336,0.119,0.183,0.389,0.553,0.307,0.296,31.856,29.947,1.909,8.252,12.831,13.266,21.186,10.67,300,0
2023,Parker Wroble,WR,Mercer,SoCon,-0.02,0.019,-0.052,-0.08,0.15,0.286,-0.076,0.205,-0.798,0.339,-1.137,-1.762,1.504,2.002,-2.436,1.638,300,0
2023,Michael Pettway,WR,Jacksonville State,CUSA,0.803,0.803,0.233,0.884,0.857,0.326,0.778,0.838,13.643,13.643,0,4.419,8.571,0.653,7.78,5.863,300,0
2023,Tre Boone III,RB,Tennessee State,Big South-OVC,-0.042,-0.043,-0.042,-0.107,-0.007,-0.06,-0.018,-0.059,-0.425,-0.128,-0.297,-0.32,-0.045,-0.06,-0.072,-0.353,300,0
2023,Claude Coleman,WR,Arkansas-Pine Bluff,SWAC,0.184,0.184,0.064,0.329,0.171,0.132,0.302,0.066,1.104,1.104,0,0.329,0.512,0.264,0.906,0.198,300,0
2023,Zach Pyron,QB,Georgia Tech,ACC,-0.363,-0.747,-0.286,-0.275,-0.804,-0.095,-0.363,-0.36,-2.177,-0.747,-1.43,-1.373,-0.804,0,-2.177,0,300,0
2023,Worth Warner,TE,Presbyterian,Pioneer,1.403,1.403,0.528,1.222,0.956,1.531,1.517,1.313,35.072,35.072,0,9.779,4.778,16.839,16.685,18.387,300,0
2023,Kevin Diaz,TE,Arkansas State,SBC,0.309,0.309,-0.017,-0.469,1.088,0.358,0.291,0.364,1.238,1.238,0,-0.938,2.176,0,0.874,0.364,300,0
2023,Justin Smith-Brown,WR,South Carolina State,MEAC,1.158,1.166,1.053,0.863,1.175,2.154,0.962,1.597,15.048,13.995,1.053,6.04,4.7,4.308,8.66,6.387,300,0
2023,Jyrin Johnson,TE,Texas Southern,SWAC,0.54,0.54,-1.056,0.859,0.207,0.458,0.719,0.219,15.124,15.124,0,10.304,2.075,2.745,12.934,2.19,300,0
2023,Donovan Payne,WR,Alabama A&M,SWAC,1.291,1.291,0.608,0.731,1.571,1.328,0.731,1.571,3.874,3.874,0,0.731,3.143,0,0.731,3.143,300,0
2023,Darius Stewart,RB,Northern Colorado,Big Sky,0.061,-0.166,0.094,0.196,-0.053,-0.044,0,0.156,1.877,-0.662,2.54,2.739,-0.64,-0.222,0.008,1.869,300,0
2023,Ryan Morrow,RB,Alabama A&M,SWAC,-0.1,0.029,-0.115,-0.325,0.164,0.112,-0.252,0.226,-6.024,0.172,-6.196,-9.098,2.953,1.348,-10.32,4.296,300,0
2023,Bryson Clark,TE,Alabama A&M,SWAC,0.344,0.344,-0.087,-0.484,0.586,0.809,0.159,0.806,2.409,2.409,0,-0.969,1.759,1.618,0.796,1.613,300,0
2023,Desmond Moultrie,RB,Jackson State,SWAC,-0.045,-0.169,-0.004,-0.09,-0.143,0.792,-0.058,-0.007,-1.805,-1.695,-0.11,-1.895,-2.287,2.377,-1.732,-0.073,300,0
2023,DePhabian Fant,RB,Mississippi Valley State,SWAC,0.416,-0.758,0.469,0.69,-0.013,-0.002,0.458,0.265,9.569,-0.758,10.327,9.666,-0.092,-0.005,8.246,1.323,300,0
2023,Jakobe Thomas,RB,Mississippi Valley State,SWAC,0.059,2.288,-0.271,-0.664,0.138,0.694,-0.438,0.965,1.843,9.152,-7.309,-9.958,1.519,2.083,-8.769,10.612,98,0
2023,Rashad Eades,WR,Mississippi Valley State,SWAC,1.434,1.434,0.904,1.508,1.403,1.514,0.785,3.057,10.037,10.037,0,1.508,7.015,1.514,3.923,6.114,300,0
2023,Sylvester Campbell,TE,Northwestern State,Southland,0.021,0.021,-0.051,0.021,0.068,0.301,0.021,0.221,0.043,0.043,0,0.043,0,0,0.043,0,300,0
2023,Dontrell Green II,WR,Mississippi Valley State,SWAC,0.74,0.74,0.341,1.238,-0.255,0.699,1.238,-0.255,2.22,2.22,0,2.475,-0.255,0,2.475,-0.255,300,0
2023,Kobe Dillon,RB,Southern,SWAC,0.138,1.006,0.071,0.114,-0.118,0.239,0.126,0.162,3.856,2.011,1.845,1.705,-0.941,0.955,2.401,1.456,300,0
2023,C'ing Blanton,WR,Texas Southern,SWAC,0.363,0.363,0.074,0.097,0.923,0.055,0.005,0.81,3.265,3.265,0,0.387,2.768,0.11,0.024,3.24,300,0
2023,Thomas Castellanos,QB,Boston College,ACC,0.349,0.242,0.507,0.05,0.193,0.719,0.211,0.576,165.895,68.97,96.925,9.056,29.734,88.476,62.801,103.093,300,0
2023,Owen McCown,QB,UTSA,AAC,0.467,0.483,0.373,-0.446,1.036,0.996,-0.036,1.208,21.941,19.331,2.611,-7.143,15.544,14.934,-1.004,22.945,300,0
2023,Tommy Mellott,QB,Montana State,Big Sky,0.634,0.668,0.591,0.544,0.462,1.054,0.567,0.76,99.498,58.114,41.385,41.89,18.922,36.894,58.449,41.049,213,0
2023,Elijah Elliott,RB,Montana State,Big Sky,0.215,0.277,0.215,-0.539,1.157,0.505,-0.207,1.058,1.932,0,1.932,-2.696,4.628,0,-1.241,3.174,300,0
2023,Aidan Garrigan,WR,Montana State,Big Sky,1.01,1.01,0.431,0.582,1.322,3.695,0.582,2.509,9.092,9.092,0,4.075,1.322,3.695,4.075,5.017,300,0
2023,Xander Werner,QB,Northern Arizona,Big Sky,0.47,0.47,0.206,0.66,0.267,0.52,0.638,-0.119,4.229,4.229,0,2.642,1.067,0.52,4.467,-0.238,300,0
2023,Colter May,RB,Weber State,Big Sky,0.243,0.093,0.318,-0.212,0.47,0.766,-0.059,0.847,0.729,0.093,0.636,-0.212,0.941,0,-0.119,0.847,300,0
2023,Jack Neri,TE,Monmouth,CAA,-0.076,-0.076,-0.326,-0.041,-0.44,1.093,-0.129,0.115,-1.74,-1.74,0,-0.494,-1.32,5.466,-2.316,0.577,300,0
2023,Tony Muskett,QB,Virginia,ACC,0.185,0.226,0.024,-0.04,0.452,0.274,0.105,0.326,37.38,36.381,1,-3.788,21.226,14.802,13.605,23.775,300,0
2023,Dymere Miller,WR,Monmouth,CAA,1.042,1.028,1.385,0.922,1.016,1.22,1.052,1.022,101.11,95.569,5.541,45.162,27.44,15.862,68.397,32.713,300,0
2023,Jaden Shirden,RB,Monmouth,CAA,0.271,0.633,0.237,0.239,0.106,0.537,0.256,0.312,54.426,10.757,43.669,23.199,6.798,20.398,37.907,16.519,300,1
2023,Austin Castorina,RB,Monmouth,CAA,0.38,0.38,0.362,0.38,0.219,0.552,0.38,0.352,0.38,0.38,0,0.38,0,0,0.38,0,300,0
2023,Jamir Barnes,RB,Monmouth,CAA,-0.163,-0.839,0.175,0.387,-0.437,-0.217,0.387,-0.437,-0.488,-0.839,0.351,0.387,-0.875,0,0.387,-0.875,300,0
2023,Anthony Chiccitt,QB,Robert Morris,Big South-OVC,0.537,0.554,0.389,0.184,0.276,0.927,0.354,0.731,80.576,74.736,5.84,10.11,12.158,42.642,27.238,53.338,300,0
2023,Victor Venn,RB,Liberty,CUSA,0.988,0.988,0.924,0.988,0.643,1.123,0.988,0.81,1.977,1.977,0,1.977,0,0,1.977,0,300,0
2023,Marlon Gunn,RB,East Carolina,AAC,-0.151,0.072,-0.225,-0.317,-0.207,0.545,-0.135,-0.207,-4.216,0.507,-4.723,-4.116,-2.279,2.179,-2.976,-1.239,300,0
2023,Katin Houser,QB,Michigan State,Big Ten,0.105,0.151,-0.146,-0.069,0.201,0.142,-0.012,0.256,21.364,26.028,-4.664,-4.788,14.254,8.491,-1.391,22.754,300,0
2023,Mata'ava Ta'ase,TE,BYU,B12,-0.033,-0.033,-0.072,-0.033,0.039,0.257,-0.033,0.184,-0.033,-0.033,0,-0.033,0,0,-0.033,0,300,0
2023,Ryan Burger,QB,App State,SBC,0.494,0.382,0.98,0.34,0.578,0.66,0.172,1.203,7.907,4.966,2.941,2.378,2.889,2.64,1.89,6.017,300,0
2023,Houston Thomas,TE,UTSA,AAC,0.635,0.635,-0.146,0.305,0.177,2.313,0.652,0.59,6.99,6.99,0,1.831,0.532,4.626,5.219,1.771,300,0
2023,Rocco Becht,QB,Iowa State,B12,0.437,0.495,0.03,0.237,0.183,0.762,0.445,0.427,171.12,169.656,1.465,31.502,21.1,102.108,92.617,78.503,300,0
2023,Tevin Carter,QB,Memphis,AAC,0.96,3.532,-4.183,0.114,6.892,0.172,1.354,0.172,2.881,7.064,-4.183,0,6.892,0.172,2.709,0.172,300,0
2023,Conner Harrell,QB,North Carolina,ACC,-0.023,-0.271,0.846,0.336,-1.197,0.42,0.255,-0.481,-1.019,-9.478,8.459,6.056,-13.172,5.455,7.151,-8.17,300,0
2023,Tayven Jackson,QB,Indiana,Big Ten,0.2,0.246,-0.097,0.145,0.142,0.622,0.136,0.303,28.208,30.052,-1.844,8.577,5.388,23.621,11.82,16.388,300,0
2023,Noah Fifita,QB,Arizona,PAC,0.462,0.472,0.297,0.245,0.246,0.956,0.36,0.611,158.036,152.092,5.944,33.809,24.876,95.646,73.086,84.951,300,0
2023,Cooper Barkate,WR,Harvard,Ivy,0.56,0.585,0.43,0.286,0.272,1.382,0.269,1.081,37.507,32.777,4.73,9.427,4.891,19.354,11.565,25.942,300,0
2023,Quincy Craig,RB,Portland State,Big Sky,0.379,1.221,0.122,0.042,0.356,1.546,0.239,0.67,29.193,21.985,7.208,1.508,10.677,17.009,12.44,16.753,300,0
2023,Garrett Oakley,TE,Kansas State,B12,1.087,1.087,0.218,0.758,1.324,1.692,0.745,1.658,8.697,8.697,0,3.031,3.973,1.692,3.723,4.974,300,0
2023,Jalen Moss,WR,Fresno State,Mountain West,1.136,1.165,-0.471,0.899,0.874,1.903,0.865,1.497,63.614,64.085,-0.471,19.783,18.359,22.834,27.675,35.939,300,0
2023,Sutton Smith,RB,Memphis,AAC,0.051,0.131,0.017,0,-0.121,1.51,-0.012,0.543,3.616,2.76,0.856,-0.005,-2.42,6.041,-0.728,4.344,300,0
2023,Bryce Archie,QB,South Florida,AAC,-0.57,-0.57,-0.481,-0.109,-1.041,-0.047,-0.109,-0.801,-5.134,-5.134,0,-0.326,-3.124,-0.093,-0.326,-4.808,300,0
2023,Xavier Harris,RB,Montana,Big Sky,0.106,-0.326,0.17,0.148,0.328,-0.606,0.128,-0.038,4.151,-1.628,5.779,3.245,3.936,-3.03,4.34,-0.188,300,0
2023,Jaylon Glover,RB,Utah,PAC,0.019,0.525,-0.017,-0.131,0.047,0.331,-0.129,0.509,2.588,4.728,-2.141,-7.57,2.15,9.261,-13.201,15.788,300,0
2023,Camden Brown,WR,Auburn,SEC,0.536,0.536,0.165,0.41,0.87,0.082,0.41,0.713,6.431,6.431,0,2.868,3.481,0.082,2.868,3.563,300,0
2023,Mason Taylor,TE,LSU,SEC,0.418,0.388,1.674,0.393,0.316,0.606,0.355,0.58,17.974,16.3,1.674,9.043,3.473,5.457,11.015,6.959,42,0
2023,Xavier Townsend,WR,UCF,B12,0.674,0.77,0.416,0.408,0.35,1.049,0.601,0.797,32.374,26.967,5.407,8.567,3.845,15.739,18.029,14.345,300,0
2023,Damien Martinez,RB,Oregon State,PAC,0.229,0.677,0.192,0.119,0.324,0.283,0.143,0.542,47.702,10.825,36.876,13.468,23.353,5.953,23.325,24.377,223,0
2023,Isaiah Bond,WR,Alabama,SEC,0.589,0.599,-0.103,0.444,0.412,0.723,0.487,0.858,40.651,40.754,-0.103,15.544,9.884,5.784,24.346,16.305,300,0
2023,Eric Weatherly,WR,Bucknell,Patriot,0.784,1.097,-0.31,0.456,0.537,1.767,0.602,1.081,49.412,53.754,-4.341,10.951,11.287,30.039,23.478,25.934,300,0
2023,DJ Riles,WR,Middle Tennessee,CUSA,0.675,1.213,0.29,0.722,-0.281,0.548,0.772,0.307,16.195,12.132,4.063,10.824,-1.124,2.192,14.659,1.537,300,0
2023,Aaron Fontes,WR,Montana,Big Sky,0.854,1.136,-0.415,0.42,0.724,1.448,0.339,1.756,46.962,51.111,-4.148,7.147,15.195,24.621,11.852,35.11,300,0
2023,Hank Beatty,WR,Illinois,Big Ten,0.634,0.782,-0.407,0.467,0.972,0.285,0.439,0.958,5.069,5.476,-0.407,1.868,2.916,0.285,2.194,2.875,300,0
2023,Jaylen Ward,WR,Middle Tennessee,CUSA,0.093,0.093,0.033,0.158,0.093,0.303,0.093,0.33,0.093,0.093,0,0,0.093,0,0.093,0,300,0
2023,De'Andre Coleman,WR,Coastal Carolina,SBC,3.232,3.232,1.887,2.182,3.232,3.156,2.199,3.232,3.232,3.232,0,0,3.232,0,0,3.232,300,0
2023,Blaine Hipa,QB,Princeton,Ivy,0.478,0.248,0.938,1.201,-0.386,0.495,0.478,0.729,1.434,0.496,0.938,2.402,0,0,1.434,0,300,0
2023,Makhi Hughes,RB,Tulane,AAC,0.167,0.372,0.158,0.006,0.126,0.612,0.12,0.352,44.327,4.088,40.239,0.808,11.114,25.078,25.315,19.012,300,0
2023,Javen Jacobs,RB,Arizona State,PAC,-0.651,-0.651,-0.554,-0.466,-0.651,-0.479,-0.469,-0.651,-0.651,-0.651,0,0,-0.651,0,0,-0.651,300,0
2023,Jaylen Sulton,RB,Alabama State,SWAC,-0.162,0.098,-0.216,-0.088,-0.187,0.277,-0.296,0.039,-5.675,0.59,-6.265,-1.239,-2.806,1.383,-6.221,0.546,300,0
2023,Joseph Himon II,RB,Northwestern,Big Ten,0.141,0.796,-0.196,-0.035,0.058,3.629,-0.069,1.432,7.074,13.532,-6.458,-1.11,0.925,7.259,-2.953,10.026,300,0
2023,Blake Haggerty,WR,Northern Colorado,Big Sky,0.607,0.607,-0.074,0.288,0.19,1.332,0.724,0.412,24.274,24.274,0,3.167,2.275,21.309,18.091,6.182,300,0
2023,Nate Kurisky,TE,Louisville,ACC,0.746,0.746,-0.634,0.349,0.884,0.747,0.813,0.572,13.433,13.433,0,1.745,5.301,4.483,10.575,2.858,300,0
2023,Josh Kattus,TE,Kentucky,SEC,1.189,1.189,-0.321,1.029,1.455,1.124,1.189,1.154,9.513,9.513,0,5.147,4.366,0,9.513,0,300,0
2023,Rodney Harris II,WR,Ohio,MAC,0.519,0.519,0.311,0.519,0.394,0.779,0.519,0.682,1.037,1.037,0,1.037,0,0,1.037,0,300,0
2023,Kaleb Johnson,RB,Iowa,Big Ten,-0.143,-0.329,-0.136,-0.158,-0.17,0.065,-0.146,-0.129,-17.12,-1.317,-15.804,-11.035,-7.472,0.327,-14.163,-2.958,83,0
2023,AJ Bianco,QB,Nevada,Mountain West,0.195,0.179,0.383,0.086,0.212,0.302,0.187,0.203,15.786,9.85,9.569,2.402,6.134,7.249,8.058,7.728,300,0
2023,Devon Tauaefa,TE,Hawaii,Mountain West,1.085,1.085,0.121,0.504,0.757,1.957,1.146,0.845,5.427,5.427,0,1.512,0,3.915,4.582,0.845,300,0
2023,Alex Broome,RB,Boston College,ACC,0.178,0.839,0.097,0.066,0.07,1.247,0.115,0.367,11.404,5.871,5.532,2.46,1.461,7.483,5.532,5.872,300,0
2023,Mudia Reuben,WR,Stanford,PAC,0.906,0.945,0.62,0.547,1.323,0.773,0.703,1.279,15.41,14.17,1.24,3.827,9.262,2.32,7.734,7.675,300,0
2023,Jaxon Dailey,QB,Arkansas State,SBC,-0.225,-0.283,0.555,-0.334,-0.148,-0.2,-0.185,-0.29,-6.523,-7.632,1.109,-3.343,-1.781,-1.399,-3.33,-3.193,300,0
