Accuracy,Average Ordinal Error,Round 1 Precision,Round 1 Recall,Round 1 F1,Undrafted Precision,Undrafted Recall,Undrafted F1,Alpha,Round 1 Precision + Recall,Round 1 Balanced Score
0.25732899022801303,1.0716612377850163,0.5,0.28125,0.36,0.2608695652173913,0.07228915662650602,0.11320754716981132,0.01,0.78125,0.36
0.254071661237785,1.0716612377850163,0.5,0.28125,0.36,0.2727272727272727,0.07228915662650602,0.11428571428571428,0.1,0.78125,0.36
0.247557003257329,1.0879478827361564,0.5,0.28125,0.36,0.25,0.07228915662650602,0.11214953271028037,0.5,0.78125,0.36
0.247557003257329,1.0879478827361564,0.5,0.28125,0.36,0.25,0.07228915662650602,0.11214953271028037,1.0,0.78125,0.36
0.247557003257329,1.0944625407166124,0.5,0.28125,0.36,0.2692307692307692,0.08433734939759036,0.12844036697247707,2.0,0.78125,0.36
0.24104234527687296,1.0977198697068404,0.5,0.28125,0.36,0.24,0.07228915662650602,0.1111111111111111,5.0,0.78125,0.36
0.24429967426710097,1.0846905537459284,0.47368421052631576,0.28125,0.35294117647058826,0.23809523809523808,0.060240963855421686,0.09615384615384616,10.0,0.7549342105263157,0.35294117647058826
