Accuracy,Average Ordinal Error,Round 1 Precision,Round 1 Recall,Round 1 F1,Undrafted Precision,Undrafted Recall,Undrafted F1,Alpha,Round 1 Precision + Recall,Round 1 Balanced Score
0.26384364820846906,1.0749185667752443,0.5,0.3125,0.38461538461538464,0.3333333333333333,0.08433734939759036,0.1346153846153846,0.5,0.8125,0.38461538461538464
0.24429967426710097,1.0521172638436482,0.5294117647058824,0.28125,0.3673469387755102,0.26666666666666666,0.04819277108433735,0.08163265306122448,2.0,0.8106617647058824,0.3673469387755102
0.247557003257329,1.0553745928338762,0.5294117647058824,0.28125,0.3673469387755102,0.3,0.07228915662650602,0.11650485436893204,0.1,0.8106617647058824,0.3673469387755102
0.24429967426710097,1.0716612377850163,0.5333333333333333,0.25,0.3404255319148936,0.3125,0.060240963855421686,0.10101010101010101,1.0,0.7833333333333333,0.3404255319148936
0.23127035830618892,1.0749185667752443,0.38461538461538464,0.15625,0.2222222222222222,0.3333333333333333,0.07228915662650602,0.1188118811881188,5.0,0.5408653846153846,0.2222222222222222
0.22149837133550487,1.0684039087947883,0.3,0.09375,0.14285714285714285,0.3076923076923077,0.04819277108433735,0.08333333333333333,0.01,0.39375,0.14285714285714285
0.22149837133550487,1.1237785016286646,0.14285714285714285,0.03125,0.05128205128205128,0.25,0.04819277108433735,0.08080808080808081,10.0,0.17410714285714285,0.05128205128205128
