Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2024,CB,Secondary,Kentucky,SEC,70.75,190,8.75,31.25,75.0,4.48,42.0,15,135.0,6.95,3.94,1,1641,7.33,63.962,60.477,61.626,52.112,5.2417,0,0,Rounds 2-3,0,0.29904270020211626,13,7.024793388429752,27.659574468085108
2023,RB,Skill,Auburn,SEC,71.625,210,9.5,32.0,76.625,4.56,32.5,20,119.0,7.23,4.68,1,1596,6.205,55.022,47.067,62.103,45.36,5.1417,0,0,Rounds 2-3,0,0.2983461969044729,13,7.43801652892562,27.659574468085108
2023,WR,Skill,Purdue,Big Ten,71.375,175,9.0,31.625,74.0,4.43,36.5,13,124.0,6.91,4.29,1,1460,4.283,58.947,63.872,51.004,46.438,4.852,0,0,Rounds 4-5,1,0.29815169102699707,14,7.851239669421488,29.78723404255319
2025,WR,Skill,Colorado,Big 12,68.125,174,8.625,30.375,74.5,4.46,38.0,27,128.0,6.65,4.41,1,1701,12.691,74.938,72.644,69.84,45.06,3.9318,0,0,Rounds 6-7,0,0.297220745301631,14,8.264462809917356,29.78723404255319
2023,EDGE,DL,San Jose St.,Mountain West,76.0,276,9.0,33.0,77.375,4.74,34.0,24,118.0,7.5,4.52,1,1444,-5.871,37.879,45.968,41.711,27.738,4.8675,0,0,Rounds 4-5,1,0.29533137652507163,15,8.677685950413224,31.914893617021278
2024,RB,Skill,Louisville,ACC,69.5,193,8.5,30.125,71.0,4.56,34.5,22,121.0,6.65,4.22,1,1688,11.36,72.759,63.856,75.697,45.123,3.989,0,0,Rounds 6-7,0,0.2931898606435663,15,9.090909090909092,31.914893617021278
2025,DL,DL,Nebraska,Big Ten,77.125,288,10.0,32.25,79.0,4.83,33.5,28,119.0,7.58,4.5,1,1537,6.154,64.984,58.011,69.664,41.381,4.9972,0,0,Rounds 4-5,1,0.2921447483434754,16,9.50413223140496,34.04255319148936
2023,EDGE,DL,Oregon,Pac-12,76.0,260,9.0,33.25,80.125,4.49,32.0,28,110.0,7.37,4.44,1,1724,14.225,78.17,81.614,63.631,42.699,5.1874,0,0,Rounds 2-3,0,0.2919323370455462,16,9.917355371900827,34.04255319148936
2023,WR,Skill,Liberty,FBS Independent,68.0,179,8.75,30.25,72.5,4.44,39.5,14,134.0,6.92,4.29,1,1413,-3.902,44.748,35.822,54.191,53.85,3.8918,0,0,Rounds 6-7,0,0.28947461374944256,16,10.330578512396695,34.04255319148936
2023,DL,DL,Mississippi St.,SEC,75.0,304,10.0,34.5,82.0,5.1,29.5,24,109.0,7.6,4.79,1,1694,13.237,75.362,59.938,76.598,66.986,4.9127,0,0,Rounds 4-5,1,0.28832896460025564,17,10.743801652892563,36.17021276595745
2024,LB,LB,Missouri,SEC,73.75,231,8.875,31.375,77.75,4.62,34.0,18,118.0,7.23,4.5,0,1866,15.277,78.168,79.322,67.958,47.09,5.124,0,0,Rounds 2-3,0,0.28827459375646736,17,11.15702479338843,36.17021276595745
2023,QB,Skill,UCLA,Pac-12,73.625,203,9.875,30.625,74.75,4.56,32.5,20,121.0,7.28,4.44,1,1684,8.553,65.594,81.525,44.786,34.94,4.7791,0,0,Rounds 4-5,1,0.2879334944753091,18,11.570247933884298,38.297872340425535
2025,WR,Skill,Stanford,ACC,73.75,206,10.0,32.375,78.375,4.44,38.5,33,127.0,6.7,4.31,1,1175,-5.299,38.36,36.975,39.874,65.408,4.8122,0,0,Rounds 4-5,1,0.28612409542897216,19,11.983471074380166,40.42553191489361
2024,CB,Secondary,Tennessee,SEC,73.0,196,8.5,30.875,74.125,4.49,38.0,15,126.0,6.94,4.25,0,1877,14.091,72.034,66.494,68.45,54.522,3.8712,1,0,Rounds 6-7,0,0.28448559561621006,19,12.396694214876034,40.42553191489361
2025,RB,Skill,Georgia,SEC,68.75,198,9.5,29.25,70.5,4.42,35.0,15,124.0,6.65,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,4.9767,1,0,Rounds 4-5,1,0.2800734156767515,20,12.8099173553719,42.5531914893617
2024,EDGE,DL,Washington St.,Pac-12,75.875,264,9.75,32.75,78.75,4.69,33.5,21,114.0,7.07,4.48,1,1546,3.221,62.169,54.667,62.054,59.872,4.654,0,0,Rounds 4-5,1,0.2784954778481808,21,13.223140495867769,44.680851063829785
2023,IOL,OL,Clemson,ACC,74.25,303,9.5,34.0,81.0,4.99,28.5,20,108.0,7.7,4.81,1,1843,17.553,74.958,64.744,77.07,48.641,4.6347,0,0,Rounds 4-5,1,0.27634840280435363,22,13.636363636363635,46.808510638297875
2024,CB,Secondary,Pittsburgh,ACC,70.75,186,8.75,32.875,78.25,4.45,38.5,15,124.0,7.12,4.35,1,1404,-0.369,43.622,32.282,60.013,38.896,3.4012,0,0,Rounds 6-7,0,0.27579830241606584,22,14.049586776859504,46.808510638297875
2025,DL,DL,Ohio State,Big Ten,74.875,299,10.125,32.25,78.625,4.28,24.5,33,93.0,8.19,4.97,0,2211,24.823,87.333,80.443,83.601,49.523,4.7095,1,0,Rounds 4-5,1,0.27508616767984334,23,14.46280991735537,48.93617021276596
2025,S,Secondary,Nevada,Mountain West,70.625,202,9.5,31.0,75.25,4.41,41.5,18,128.0,6.65,4.14,1,1192,-8.417,32.498,47.2,30.419,32.833,3.5264,0,0,Rounds 6-7,0,0.27413746106512205,23,14.87603305785124,48.93617021276596
2023,RB,Skill,TCU,Big 12,71.0,215,9.375,32.375,78.5,4.54,34.5,20,121.0,6.96,4.43,0,1729,14.378,80.5,80.39,69.518,54.974,5.2364,0,0,Rounds 2-3,0,0.2718361075922179,23,15.289256198347106,48.93617021276596
2024,DL,DL,Ohio St.,Big Ten,74.75,290,10.0,33.5,81.125,4.97,31.0,27,111.0,7.65,4.61,0,2065,27.485,89.569,83.397,86.658,44.2,5.323,1,0,Rounds 2-3,0,0.27108869009721737,23,15.702479338842975,48.93617021276596
2024,LB,LB,North Carolina St.,ACC,75.875,233,9.0,30.5,75.75,4.43,34.5,18,119.0,7.29,4.43,1,1660,6.943,65.952,47.142,75.741,57.991,5.0814,0,1,Rounds 4-5,1,0.27096768278702177,24,16.115702479338843,51.06382978723404
2023,IOL,OL,Old Dominion,Sun Belt,78.25,318,10.25,33.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,1314,-10.538,30.819,27.542,38.624,55.322,5.0499,0,0,Rounds 4-5,1,0.27009757688031416,25,16.528925619834713,53.191489361702125
2024,LB,LB,Michigan,Big Ten,74.25,238,9.375,32.5,77.5,4.62,34.5,18,119.0,7.4,4.38,0,2210,27.625,94.395,88.226,91.352,54.858,5.247,0,0,Rounds 2-3,0,0.2697667375889172,25,16.94214876033058,53.191489361702125
2025,TE,Skill,Texas,SEC,77.0,241,9.75,32.625,79.5,4.84,30.0,33,129.3,7.15,4.4,1,2042,26.107,88.25,73.85,92.32,35.538,4.9345,0,0,Rounds 4-5,1,0.2680950137595029,26,17.355371900826448,55.319148936170215
2025,RB,Skill,Oregon,Big Ten,69.5,205,9.5,29.625,73.75,4.55,37.18,33,115.6,7.03,4.03,1,2040,21.125,85.854,85.403,73.779,53.859,4.7185,1,0,Rounds 4-5,1,0.26762777250640074,27,17.768595041322314,57.446808510638306
2025,CB,Secondary,Iowa State,Big 12,74.875,195,9.0,31.125,80.0,4.3,36.5,11,131.0,6.71,4.04,1,1675,10.15,66.812,63.385,63.427,52.51,5.2523,0,0,Rounds 2-3,0,0.2667457534162883,27,18.181818181818183,57.446808510638306
2023,LB,LB,TCU,Big 12,71.0,227,8.625,31.625,75.0,4.49,30.5,20,117.0,7.44,4.42,1,1729,14.378,80.5,80.39,69.518,54.974,3.7612,0,0,Rounds 6-7,0,0.2650628053688227,27,18.59504132231405,57.446808510638306
2025,TE,Skill,Notre Dame,FBS Independent,77.375,241,9.5,32.0,77.0,4.74,31.0,33,115.0,7.25,4.4,1,2154,25.305,88.314,78.053,88.226,42.499,4.5643,0,0,Rounds 6-7,0,0.26451335155787087,27,19.00826446280992,57.446808510638306
2024,IOL,OL,Texas A&M,SEC,75.5,302,10.5,34.625,81.5,5.13,26.5,27,111.0,7.67,4.58,1,1772,15.36,75.057,65.814,76.34,50.751,5.0499,0,0,Rounds 4-5,1,0.2640513312172086,28,19.421487603305785,59.57446808510638
2024,LB,LB,Washington,Pac-12,72.5,236,9.25,32.875,79.625,4.56,39.5,18,128.0,7.32,5.27,1,1879,17.544,82.666,86.101,64.802,60.593,4.5951,0,0,Rounds 4-5,1,0.2638361965892945,29,19.834710743801654,61.702127659574465
2025,WR,Skill,Ole Miss,SEC,71.25,196,9.125,29.375,72.5,4.37,36.5,14,119.0,6.65,4.36,1,2007,20.608,84.235,76.596,81.866,47.73,4.7958,1,0,Rounds 4-5,1,0.26090738514721407,30,20.24793388429752,63.829787234042556
2023,RB,Skill,Northwestern,Big Ten,70.125,209,9.25,30.625,74.375,4.47,37.0,20,123.0,6.9,4.38,1,1257,-7.588,30.34,26.742,42.636,51.301,4.4188,0,0,Rounds 6-7,0,0.2582268770756941,30,20.66115702479339,63.829787234042556
2025,EDGE,DL,South Carolina,SEC,76.0,254,9.625,34.0,81.5,4.73,30.43,23,138.0,6.65,4.97,1,1810,14.834,76.206,60.762,80.864,51.02,4.8978,0,0,Rounds 4-5,1,0.25488944022109145,31,21.074380165289256,65.95744680851064
2023,CB,Secondary,Iowa,Big Ten,72.625,193,9.5,30.0,74.125,4.45,39.0,12,127.0,6.68,4.29,1,1748,7.409,67.111,21.369,88.288,70.495,5.1705,0,0,Rounds 2-3,0,0.25461860033489186,31,21.487603305785125,65.95744680851064
2023,K,Special Teams,Michigan,Big Ten,73.0,209,9.5,30.875,75.875,4.58,34.0,20,121.0,7.27,4.44,0,2124,23.62,85.085,79.485,79.2,57.128,5.0752,1,0,Rounds 4-5,1,0.2540713125508421,32,21.90082644628099,68.08510638297872
2025,WR,Skill,TCU,Big 12,73.25,214,9.0,31.5,75.0,4.52,34.5,19,125.0,6.84,4.21,1,1700,8.023,67.255,69.28,58.063,52.483,5.3033,0,0,Rounds 2-3,0,0.25272321482830906,32,22.31404958677686,68.08510638297872
2023,DL,DL,Florida,SEC,77.625,310,9.5,32.25,80.875,4.88,31.0,22,110.0,7.5,4.73,1,1581,7.555,60.994,69.396,49.078,49.533,5.3279,0,0,Rounds 2-3,0,0.24862239448709098,32,22.727272727272727,68.08510638297872
2023,IOL,OL,UCLA,Pac-12,76.0,303,10.125,33.625,81.25,5.01,32.5,20,114.0,7.31,4.45,1,1684,8.553,65.594,81.525,44.786,34.94,4.92,0,0,Rounds 4-5,1,0.2482410005645373,33,23.140495867768596,70.2127659574468
2024,EDGE,DL,Missouri,SEC,77.125,285,10.625,34.5,84.375,4.95,35.0,21,111.0,7.44,4.84,1,1866,15.277,78.168,79.322,67.958,47.09,5.4467,0,0,Round 1,0,0.24796090689674918,33,23.553719008264462,70.2127659574468
2023,QB,Skill,Houston,AAC,74.5,220,9.375,31.375,75.625,4.64,37.5,20,122.0,6.89,4.25,1,1619,4.061,51.527,62.603,38.496,54.875,4.7875,0,0,Rounds 4-5,1,0.24792379113909696,34,23.96694214876033,72.3404255319149
2024,S,Secondary,Auburn,SEC,71.625,179,9.875,32.375,76.625,4.45,39.5,13,133.0,7.22,5.94,1,1585,8.916,67.536,49.076,72.965,65.063,4.5539,0,0,Rounds 6-7,0,0.24659116879847714,34,24.380165289256198,72.3404255319149
2024,RB,Skill,Notre Dame,FBS Independent,71.375,221,10.25,32.375,76.5,4.71,38.0,23,125.0,7.0,4.25,1,2077,20.776,83.947,78.304,77.941,57.082,4.7185,1,0,Rounds 4-5,1,0.2462704257320975,35,24.793388429752067,74.46808510638297
2024,LB,LB,Michigan,Big Ten,71.375,233,8.5,32.125,78.0,4.62,34.5,18,119.0,7.26,4.63,0,2210,27.625,94.395,88.226,91.352,54.858,2.9444,0,0,Rounds 6-7,0,0.24543489564849233,35,25.206611570247933,74.46808510638297
2025,WR,Skill,Minnesota,Big Ten,70.75,193,9.0,30.625,74.75,4.76,37.82,12,130.0,6.78,4.07,1,1674,9.315,68.599,55.808,75.809,45.723,3.3673,0,0,Rounds 6-7,0,0.24497743792458423,35,25.6198347107438,74.46808510638297
2025,WR,Skill,Georgia,SEC,72.125,179,9.0,31.25,77.0,4.36,38.0,20,127.0,6.82,4.19,1,1998,22.091,82.861,79.935,73.308,59.572,5.0039,1,0,Rounds 4-5,1,0.24388766290888256,36,26.033057851239672,76.59574468085107
2023,WR,Skill,Mississippi,SEC,73.75,220,10.375,32.125,75.75,4.46,39.5,22,129.0,6.96,4.29,1,1634,12.342,68.271,72.487,57.125,45.454,5.3936,0,0,Rounds 2-3,0,0.24301130493025633,36,26.446280991735538,76.59574468085107
2025,S,Secondary,Texas,SEC,71.25,186,9.0,30.0,75.375,4.45,40.36,17,121.4,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,5.273,0,0,Rounds 2-3,0,0.24289639534630944,36,26.859504132231404,76.59574468085107
2024,LB,LB,Texas,Big 12,74.375,240,9.5,31.75,74.375,4.62,33.5,18,121.0,7.44,4.44,1,2025,23.196,86.583,76.615,83.977,60.972,4.4308,1,0,Rounds 6-7,0,0.24277506714151662,36,27.27272727272727,76.59574468085107
2023,LB,LB,Texas,Big 12,74.625,229,9.5,32.25,78.125,4.56,34.0,15,124.0,6.62,4.33,1,1900,19.379,79.1,73.758,70.57,66.449,5.1299,1,0,Rounds 2-3,0,0.24121732288277656,36,27.685950413223143,76.59574468085107
2023,EDGE,DL,Appalachian St.,Sun Belt,74.25,236,9.5,33.625,80.625,4.58,35.5,23,120.0,7.07,4.45,1,1593,0.411,45.95,62.053,35.887,34.024,4.585,0,0,Rounds 6-7,0,0.24109082874075763,36,28.09917355371901,76.59574468085107
2025,WR,Skill,Pittsburgh,ACC,71.375,186,8.5,29.375,74.375,4.59,36.0,19,124.0,7.37,4.03,1,1456,3.991,55.816,49.345,57.768,56.475,2.8332,0,0,Rounds 6-7,0,0.2408624704368934,36,28.512396694214875,76.59574468085107
2024,IOL,OL,South Dakota St.,MVFC,76.25,309,10.0,33.875,81.625,5.08,35.5,31,117.0,7.59,4.45,1,1780,12.286,67.318,67.025,63.252,53.648,4.9416,0,0,Rounds 4-5,1,0.24015744517784304,37,28.92561983471074,78.72340425531915
2024,DL,DL,Iowa,Big Ten,77.375,281,10.25,32.25,78.875,5.05,31.5,25,114.0,7.16,4.37,1,1575,6.086,61.244,18.216,86.165,61.239,4.3944,0,0,Rounds 6-7,0,0.23971748395068357,37,29.338842975206614,78.72340425531915
2023,C,OL,Arkansas,SEC,75.0,306,9.75,33.25,79.625,5.26,32.5,20,111.0,7.52,4.43,1,1686,6.93,62.299,69.2,48.112,56.255,5.0876,0,0,Rounds 4-5,1,0.23944262985606063,38,29.75206611570248,80.85106382978722
2024,CB,Secondary,South Carolina,SEC,71.75,190,8.875,32.0,77.625,4.46,40.5,15,129.0,6.94,4.19,1,1594,6.054,55.105,53.866,54.724,48.937,4.3694,0,0,Rounds 6-7,0,0.23886855442413382,38,30.165289256198346,80.85106382978722
2024,WR,Skill,Southeast Missouri St.,OVC-Big South,72.75,202,10.125,31.625,76.125,4.44,39.5,19,132.0,6.85,4.12,1,1689,10.257,67.367,64.253,63.204,55.565,3.7612,0,0,Rounds 6-7,0,0.23874861622094454,38,30.57851239669421,80.85106382978722
2023,WR,Skill,North Carolina,ACC,69.0,179,9.25,30.375,73.375,4.48,38.5,13,131.0,6.91,4.29,1,1559,6.195,60.099,78.452,30.968,61.95,5.193,0,0,Rounds 2-3,0,0.2365648039090131,38,30.991735537190085,80.85106382978722
2025,WR,Skill,Missouri,SEC,72.0,206,8.5,31.25,76.5,4.41,29.17,12,115.9,7.33,4.11,1,1711,12.197,68.028,61.356,72.874,37.108,5.3936,0,1,Rounds 2-3,0,0.23625069647266403,38,31.40495867768595,80.85106382978722
2024,S,Secondary,Minnesota,Big Ten,73.25,199,9.0,32.0,77.5,4.52,37.0,14,124.0,7.01,4.98,0,1488,-0.564,45.156,45.237,46.429,51.196,5.3566,0,1,Rounds 2-3,0,0.2356377676301588,38,31.818181818181817,80.85106382978722
2025,CB,Secondary,Western Michigan,MAC,73.25,190,9.0,30.75,75.5,4.43,26.41,16,124.0,6.65,4.03,1,1268,-10.952,37.661,53.267,24.968,62.263,4.3944,0,0,Rounds 6-7,0,0.23562595986123658,38,32.231404958677686,80.85106382978722
2025,RB,Skill,North Carolina,ACC,71.75,221,9.375,30.5,74.75,4.46,38.0,18,130.0,6.75,4.4,1,1496,2.602,50.555,55.402,46.067,47.749,5.4681,0,0,Round 1,0,0.23507222923643156,38,32.64462809917356,80.85106382978722
2024,DL,DL,Duke,ACC,74.375,302,10.25,33.0,79.125,4.99,32.0,27,109.0,7.95,4.75,1,1654,8.778,68.7,63.774,63.667,60.347,5.0999,0,0,Rounds 2-3,0,0.23348104844827297,38,33.057851239669425,80.85106382978722
2024,CB,Secondary,Notre Dame,FBS Independent,75.0,202,9.375,33.0,78.875,4.5,39.5,11,130.0,7.12,4.24,1,2077,20.776,83.947,78.304,77.941,57.082,4.7791,1,0,Rounds 4-5,1,0.23285872050252074,39,33.47107438016529,82.97872340425532
2025,EDGE,DL,Miami,ACC,76.625,258,10.0,33.125,80.25,4.62,35.5,19,121.0,6.65,4.16,1,1855,17.338,77.097,87.084,52.889,41.286,4.4188,1,0,Rounds 6-7,0,0.2320133343667438,39,33.88429752066116,82.97872340425532
2023,TE,Skill,Cincinnati,AAC,78.5,248,9.5,31.5,77.375,4.69,33.5,21,115.0,7.42,4.29,1,1690,6.451,60.989,44.607,64.989,69.829,4.7185,0,0,Rounds 4-5,1,0.2319700145409245,40,34.29752066115703,85.1063829787234
2023,CB,Secondary,Houston,AAC,72.0,195,9.5,32.0,78.0,4.53,37.5,15,125.0,6.97,4.52,1,1619,4.061,51.527,62.603,38.496,54.875,1.6094,0,0,Rounds 6-7,0,0.22964385547022656,40,34.710743801652896,85.1063829787234
2023,RB,Skill,Kentucky,SEC,72.0,217,8.625,30.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,1606,5.824,59.284,46.761,72.541,34.773,4.1897,0,0,Rounds 6-7,0,0.22944618040498724,40,35.12396694214876,85.1063829787234
2025,TE,Skill,LSU,SEC,77.125,251,10.0,33.25,78.75,4.28,24.5,33,110.7,6.65,4.97,0,1827,13.515,71.849,75.763,61.497,39.011,5.3799,0,0,Rounds 2-3,0,0.22803757035809533,40,35.53719008264463,85.1063829787234
2024,TE,Skill,Texas,Big 12,75.875,245,10.125,32.875,78.25,4.69,35.0,28,121.0,7.04,4.32,1,2025,23.196,86.583,76.615,83.977,60.972,5.0626,1,0,Rounds 4-5,1,0.22645576214693589,41,35.9504132231405,87.2340425531915
2023,WR,Skill,Florida,SEC,76.0,229,10.0,33.75,83.375,4.55,35.5,18,126.0,6.97,4.29,1,1581,7.555,60.994,69.396,49.078,49.533,4.6913,0,0,Rounds 4-5,1,0.22644158112384655,42,36.36363636363637,89.36170212765957
2025,CB,Secondary,Ohio State,Big Ten,72.125,195,8.5,30.625,76.125,4.42,29.5,24,121.7,6.65,4.03,0,2211,24.823,87.333,80.443,83.601,49.523,4.4886,1,0,Rounds 6-7,0,0.22424093864875513,42,36.77685950413223,89.36170212765957
2023,CB,Secondary,Georgia,SEC,73.75,207,8.5,31.25,74.125,4.36,33.5,15,122.0,6.89,4.3,1,2300,29.908,93.511,90.791,87.647,45.406,5.037,0,0,Rounds 4-5,1,0.22412832920170145,43,37.1900826446281,91.48936170212765
2024,WR,Skill,Pittsburgh,ACC,73.0,212,10.125,33.25,79.375,4.43,39.5,19,122.0,6.85,4.1,1,1404,-0.369,43.622,32.282,60.013,38.896,4.4886,0,0,Rounds 6-7,0,0.22392714612622594,43,37.60330578512397,91.48936170212765
2024,EDGE,DL,Penn St.,Big Ten,76.375,247,9.625,33.875,81.0,4.74,34.5,23,123.0,7.42,4.6,1,2000,25.618,85.731,66.931,89.424,64.921,5.112,1,0,Rounds 2-3,0,0.22356749712745463,43,38.01652892561984,91.48936170212765
2024,RB,Skill,Ohio St.,Big Ten,68.5,229,9.0,28.625,69.625,4.56,36.0,22,119.0,7.25,4.26,0,2065,27.485,89.569,83.397,86.658,44.2,0.0,1,0,Undrafted,0,0.22275434865195856,43,38.429752066115704,91.48936170212765
2025,WR,Skill,Tennessee,SEC,76.625,205,9.5,32.125,79.0,4.3,33.0,20,126.0,7.05,4.03,1,1915,20.786,83.706,67.16,87.119,52.677,5.0173,0,0,Rounds 4-5,1,0.22196698251725985,44,38.84297520661157,93.61702127659575
2023,C,OL,Minnesota,Big Ten,75.5,301,9.5,32.625,78.375,5.35,29.5,20,104.0,7.68,4.56,1,1758,11.422,72.43,66.077,73.504,40.834,5.3083,0,0,Rounds 2-3,0,0.22131599358362578,44,39.25619834710744,93.61702127659575
2024,S,Secondary,Georgia,SEC,70.5,198,9.0,30.75,73.875,4.47,37.0,17,123.0,7.03,5.04,1,2273,24.777,87.417,88.149,74.455,48.128,5.3033,1,0,Rounds 2-3,0,0.21363601558541484,44,39.66942148760331,93.61702127659575
2025,LB,LB,Indiana,Big Ten,72.625,218,9.534,31.626,79.875,4.38,35.0,11,127.0,7.24,4.03,1,1951,18.73,83.71,85.132,72.021,40.91,0.0,1,0,Undrafted,0,0.2132999068971465,44,40.082644628099175,93.61702127659575
2023,EDGE,DL,Georgia,SEC,75.75,247,10.125,34.625,82.25,4.48,30.0,23,123.0,7.35,4.45,1,2300,29.908,93.511,90.791,87.647,45.406,4.4543,0,0,Rounds 6-7,0,0.21206871890579018,44,40.49586776859504,93.61702127659575
2023,RB,Skill,Georgia,SEC,72.25,204,9.0,30.5,76.375,4.62,35.5,20,122.0,7.11,4.57,1,2300,29.908,93.511,90.791,87.647,45.406,3.091,0,0,Rounds 6-7,0,0.21093854881630725,44,40.909090909090914,93.61702127659575
2023,OT,OL,Maryland,Big Ten,77.625,306,9.375,33.0,79.125,5.1,31.5,20,113.0,7.6,4.69,1,1645,7.842,61.934,61.039,57.849,51.968,4.2905,0,0,Rounds 6-7,0,0.2107398675234371,44,41.32231404958678,93.61702127659575
2024,K,Special Teams,Arkansas,SEC,73.0,172,9.25,30.5,73.625,4.29,39.0,13,130.0,6.69,4.06,0,1431,2.225,47.846,34.458,61.741,53.372,3.8501,0,0,Rounds 6-7,0,0.20969697175693494,44,41.735537190082646,93.61702127659575
