Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2025,EDGE,DL,Boston College,ACC,74.5,248,9.25,34.0,82.75,4.28,35.5,22,119.0,6.94,4.19,1,1513,4.829,61.35,56.657,64.403,40.228,5.3706,0,0,Rounds 2-3,0,0.20868061851835962,44,42.14876033057851,93.61702127659575
2025,DL,DL,Maryland,Big Ten,75.75,306,10.0,33.5,82.625,5.09,28.0,11,103.0,8.19,4.03,1,1407,-0.535,43.23,46.603,47.026,35.755,2.4849,0,0,Rounds 6-7,0,0.20750966017108377,44,42.561983471074385,93.61702127659575
2023,C,OL,Penn St.,Big Ten,75.25,301,10.25,33.25,81.75,5.22,32.0,20,102.0,7.75,4.82,1,2000,19.477,82.964,71.335,83.462,50.595,5.2832,0,0,Rounds 2-3,0,0.20544243107016238,44,42.97520661157025,93.61702127659575
2025,WR,Skill,Iowa State,Big 12,76.125,214,9.125,33.125,80.0,4.47,39.0,11,128.0,7.75,4.03,1,1675,10.15,66.812,63.385,63.427,52.51,5.4161,0,0,Rounds 2-3,0,0.20478274529185042,44,43.388429752066116,93.61702127659575
2025,RB,Skill,Ohio State,Big Ten,70.125,202,9.5,30.625,76.125,4.43,38.5,11,128.0,6.65,4.97,1,2211,24.823,87.333,80.443,83.601,49.523,5.3982,1,0,Rounds 2-3,0,0.2045419826029846,44,43.80165289256198,93.61702127659575
2023,CB,Secondary,Penn St.,Big Ten,71.375,203,10.125,31.25,75.75,4.65,32.5,18,119.0,7.03,4.21,1,2000,19.477,82.964,71.335,83.462,50.595,5.1475,0,0,Rounds 2-3,0,0.20357964067499162,44,44.214876033057855,93.61702127659575
2023,CB,Secondary,Oregon,Pac-12,73.375,197,9.5,32.0,76.875,4.38,41.5,14,133.0,6.89,4.26,1,1724,14.225,78.17,81.614,63.631,42.699,5.4889,0,1,Round 1,0,0.202401691669667,44,44.62809917355372,93.61702127659575
2023,DL,DL,Texas,Big 12,74.625,292,10.375,34.5,83.375,5.04,33.0,29,112.0,7.53,4.75,1,1900,19.379,79.1,73.758,70.57,66.449,2.3026,1,0,Rounds 6-7,0,0.199129344601875,44,45.04132231404959,93.61702127659575
2023,WR,Skill,Iowa St.,Big 12,73.875,203,9.375,31.375,74.875,4.53,36.0,17,116.0,6.91,4.35,1,1554,6.28,57.494,40.857,78.383,33.853,3.989,0,0,Rounds 6-7,0,0.1988272880337991,44,45.45454545454545,93.61702127659575
2024,DL,DL,Auburn,SEC,74.375,286,9.625,32.0,78.25,5.06,29.5,27,103.0,6.81,4.6,1,1585,8.916,67.536,49.076,72.965,65.063,2.4849,0,0,Rounds 6-7,0,0.19854803223020684,44,45.867768595041326,93.61702127659575
2024,S,Secondary,Ohio St.,Big Ten,73.5,199,8.75,32.0,78.0,4.55,32.5,13,121.0,7.03,5.07,1,2065,27.485,89.569,83.397,86.658,44.2,0.0,1,0,Undrafted,0,0.1983307258049274,44,46.28099173553719,93.61702127659575
2025,DL,DL,Georgia Tech,ACC,77.5,321,10.25,34.75,85.125,5.14,34.5,11,111.0,6.65,4.03,1,1554,7.402,66.705,72.242,58.501,35.797,1.7918,0,0,Rounds 6-7,0,0.19738377118365347,44,46.69421487603306,93.61702127659575
2025,RB,Skill,Rutgers,Big Ten,68.25,211,9.0,38.625,72.0,4.6,34.5,11,115.7,7.58,4.97,1,1533,3.857,55.405,64.09,40.753,58.771,3.2581,0,0,Rounds 6-7,0,0.19598465991726433,44,47.107438016528924,93.61702127659575
2023,WR,Skill,Charlotte,Conference USA,74.0,201,9.5,31.875,77.875,4.57,35.0,17,125.0,6.89,4.32,1,1081,-17.759,17.839,41.399,10.816,49.466,1.0986,0,0,Rounds 6-7,0,0.19528317209204554,44,47.5206611570248,93.61702127659575
2024,LB,LB,Penn St.,Big Ten,73.375,241,10.25,31.5,77.75,4.58,35.0,18,124.0,7.45,4.74,1,2000,25.618,85.731,66.931,89.424,64.921,0.0,1,0,Undrafted,0,0.1948288504836852,44,47.93388429752066,93.61702127659575
2024,CB,Secondary,Georgia,SEC,71.5,186,8.875,30.875,73.75,4.52,37.0,15,126.0,6.62,4.12,1,2273,24.777,87.417,88.149,74.455,48.128,5.3799,1,0,Rounds 2-3,0,0.19360329016103775,44,48.34710743801653,93.61702127659575
2025,EDGE,DL,Arkansas,SEC,78.0,264,10.0,33.25,83.625,4.68,40.5,28,129.0,7.02,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,5.2311,0,0,Rounds 2-3,0,0.1917653445488221,44,48.760330578512395,93.61702127659575
2024,IOL,OL,TCU,Big 12,76.5,313,10.75,34.625,84.0,4.99,34.0,30,114.0,7.58,4.54,1,1631,9.511,59.244,64.411,51.426,45.245,5.2575,0,0,Rounds 2-3,0,0.19151635049209523,44,49.17355371900827,93.61702127659575
2023,TE,Skill,Alabama,SEC,76.0,242,9.5,32.375,79.125,4.67,35.5,21,120.0,7.36,4.32,0,2181,27.296,89.526,85.539,81.093,61.676,5.0626,1,0,Rounds 4-5,1,0.19065379483219527,45,49.586776859504134,95.74468085106383
2023,IOL,OL,Florida,SEC,77.0,330,11.25,33.875,83.875,5.31,23.5,20,101.0,7.99,4.81,1,1581,7.555,60.994,69.396,49.078,49.533,5.2983,0,0,Rounds 2-3,0,0.19017475901925027,45,50.0,95.74468085106383
2024,S,Secondary,Miami,ACC,76.25,231,9.5,33.625,80.25,4.65,30.0,17,117.0,6.69,3.5,1,1580,11.169,68.436,66.666,63.176,51.762,2.8332,0,0,Rounds 6-7,0,0.18574338857569686,45,50.413223140495866,95.74468085106383
2025,TE,Skill,Alabama,SEC,75.0,274,9.625,31.25,78.25,4.91,34.0,26,119.0,7.34,4.45,1,1986,23.933,85.057,77.281,79.955,59.628,4.4308,1,0,Rounds 6-7,0,0.18508340981518517,45,50.82644628099173,95.74468085106383
2025,CB,Secondary,Colorado,Big 12,72.375,188,9.125,31.375,76.875,4.43,43.0,12,105.0,8.19,4.94,0,1701,12.691,74.938,72.644,69.84,45.06,5.5491,0,1,Round 1,0,0.18471381673780807,45,51.2396694214876,95.74468085106383
2025,DL,DL,Texas,SEC,77.625,332,10.0,34.5,85.0,4.28,26.0,11,96.0,6.65,4.97,1,2042,26.107,88.25,73.85,92.32,35.538,5.3753,0,0,Rounds 2-3,0,0.18364138269037583,45,51.652892561983464,95.74468085106383
2025,WR,Skill,Georgia,SEC,70.0,185,9.25,31.375,75.625,4.4,33.5,11,120.0,6.9,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,2.7081,1,0,Rounds 6-7,0,0.18335458255224374,45,52.066115702479344,95.74468085106383
2025,DL,DL,Texas A&M,SEC,75.125,290,10.25,33.5,81.125,5.45,43.0,33,138.0,6.65,4.97,0,1762,14.297,76.763,68.737,71.579,64.836,5.2832,1,0,Rounds 2-3,0,0.18320427401681105,45,52.47933884297521,95.74468085106383
2025,EDGE,DL,Alabama,SEC,76.25,243,9.5,33.5,80.125,5.05,43.0,23,138.0,8.19,4.97,0,1986,23.933,85.057,77.281,79.955,59.628,4.8283,1,0,Rounds 4-5,1,0.18293935867182,46,52.892561983471076,97.87234042553192
2025,DL,DL,Kentucky,SEC,79.375,331,10.5,34.25,84.125,5.45,25.0,33,104.0,6.65,4.03,1,1498,4.707,54.684,41.39,62.472,62.769,5.0106,0,1,Rounds 4-5,1,0.18281373043235163,47,53.30578512396694,100.0
2025,EDGE,DL,Texas A&M,SEC,74.75,257,10.0,33.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,1762,14.297,76.763,68.737,71.579,64.836,5.3375,1,1,Rounds 2-3,0,0.18218549627888672,47,53.71900826446281,100.0
2024,OT,OL,Central Florida,Big 12,77.75,306,10.125,33.625,80.625,4.95,36.5,29,117.0,7.76,4.75,1,1617,9.736,69.854,75.965,58.387,40.005,4.0073,0,0,Rounds 6-7,0,0.18212099443695667,47,54.132231404958674,100.0
2023,TE,Skill,Georgia,SEC,78.625,264,11.0,34.375,83.75,4.64,31.0,21,122.0,6.75,4.08,1,2300,29.908,93.511,90.791,87.647,45.406,5.112,0,0,Rounds 2-3,0,0.18148454752679974,47,54.54545454545454,100.0
2023,EDGE,DL,Louisiana,Sun Belt,76.5,248,10.0,34.25,81.25,4.67,29.0,23,116.0,7.35,4.44,1,1556,-2.136,45.745,34.883,52.541,66.931,3.2581,0,0,Rounds 6-7,0,0.17987016418821833,47,54.958677685950406,100.0
2024,S,Secondary,Washington,Pac-12,74.375,215,10.0,33.25,79.875,4.51,39.0,16,122.0,6.83,4.14,1,1879,17.544,82.666,86.101,64.802,60.593,4.585,0,0,Rounds 6-7,0,0.17843782063990585,47,55.371900826446286,100.0
2023,WR,Skill,Penn St.,Big Ten,70.0,204,10.125,29.0,72.0,4.52,35.5,16,123.0,6.94,4.29,1,2000,19.477,82.964,71.335,83.462,50.595,4.3041,0,0,Rounds 6-7,0,0.1782576781749697,47,55.78512396694215,100.0
2025,EDGE,DL,Brigham Young,Big 12,77.625,271,9.375,33.125,81.0,4.78,34.0,27,120.0,7.21,4.54,1,1717,9.307,74.278,67.062,70.631,58.08,0.0,0,0,Undrafted,0,0.17642292451793895,47,56.19834710743802,100.0
2025,WR,Skill,Texas,SEC,71.0,191,9.5,30.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,5.4638,0,0,Round 1,0,0.17607954205721124,47,56.611570247933884,100.0
2023,EDGE,DL,Florida,SEC,75.875,250,9.25,33.125,80.75,4.82,33.0,24,115.0,7.22,4.44,1,1581,7.555,60.994,69.396,49.078,49.533,0.0,0,0,Undrafted,0,0.17550901953830225,47,57.02479338842975,100.0
2024,C,OL,Duke,ACC,75.0,308,10.0,32.375,79.0,5.09,29.5,28,108.0,7.41,4.01,1,1654,8.778,68.7,63.774,63.667,60.347,4.5643,0,0,Rounds 6-7,0,0.1746901839690587,47,57.438016528925615,100.0
2023,EDGE,DL,Nebraska,Big Ten,76.75,250,10.75,35.25,83.375,4.74,33.5,21,118.0,7.18,4.38,1,1532,-0.651,40.694,43.713,40.707,51.926,4.2485,0,0,Rounds 6-7,0,0.17389412431864332,47,57.85123966942148,100.0
2025,QB,Skill,Miami,ACC,73.625,219,9.0,30.5,75.75,4.28,43.0,22,138.0,8.19,4.97,0,1855,17.338,77.097,87.084,52.889,41.286,5.553,1,1,Round 1,0,0.17358738094172363,47,58.26446280991735,100.0
2023,TE,Skill,Oklahoma,Big 12,75.5,241,9.75,33.25,79.125,4.68,32.0,20,117.0,7.3,4.36,1,1662,9.969,66.271,71.907,54.872,48.16,2.4849,0,0,Rounds 6-7,0,0.17212334013613897,47,58.67768595041323,100.0
2023,CB,Secondary,Michigan,Big Ten,71.25,178,9.625,30.75,73.375,4.26,38.5,12,131.0,6.51,4.28,1,2124,23.62,85.085,79.485,79.2,57.128,5.2933,1,0,Rounds 2-3,0,0.1712348503087199,47,59.09090909090909,100.0
2025,DL,DL,Alabama,SEC,76.375,302,10.375,33.0,81.625,4.28,24.5,33,138.0,6.65,4.6,0,1986,23.933,85.057,77.281,79.955,59.628,4.2341,1,0,Rounds 6-7,0,0.17113104510163316,47,59.50413223140496,100.0
2024,K,Special Teams,Alabama,SEC,72.875,187,8.5,31.0,73.625,4.39,38.0,15,127.0,6.81,4.14,0,2032,24.925,84.968,76.211,80.844,61.941,4.0254,0,0,Rounds 6-7,0,0.17055876050456875,47,59.917355371900825,100.0
2025,IOL,OL,West Virginia,Big 12,78.5,313,10.25,32.125,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1455,1.795,52.984,64.597,35.526,62.429,5.1358,0,0,Rounds 2-3,0,0.17053369013824343,47,60.33057851239669,100.0
2025,RB,Skill,South Carolina,SEC,72.0,217,9.25,31.5,76.25,4.46,36.5,33,117.1,7.28,4.03,1,1810,14.834,76.206,60.762,80.864,51.02,0.0,0,0,Undrafted,0,0.1701626961287358,47,60.74380165289256,100.0
2023,WR,Skill,Maryland,Big Ten,71.25,201,8.625,31.625,76.75,4.42,33.0,20,127.0,7.01,4.47,1,1645,7.842,61.934,61.039,57.849,51.968,0.0,0,0,Undrafted,0,0.16986412899355433,47,61.15702479338842,100.0
2024,WR,Skill,Texas,Big 12,73.25,205,9.0,32.375,77.625,4.34,39.5,19,136.0,6.84,4.11,1,2025,23.196,86.583,76.615,83.977,60.972,5.3327,1,0,Rounds 2-3,0,0.16956738228965104,47,61.57024793388429,100.0
2024,RB,Skill,TCU,Big 12,67.375,202,9.75,29.875,70.75,4.61,33.5,22,116.0,6.87,4.23,1,1631,9.511,59.244,64.411,51.426,45.245,0.0,0,0,Undrafted,0,0.16947592746037826,47,61.98347107438017,100.0
2023,K,Special Teams,Georgia,SEC,72.0,194,9.125,29.625,74.375,4.58,34.0,20,121.0,7.27,4.44,0,2300,29.908,93.511,90.791,87.647,45.406,0.0,0,0,Undrafted,0,0.16895862487245245,47,62.396694214876035,100.0
2023,WR,Skill,Fresno St.,Mountain West,71.125,172,8.875,30.125,74.75,4.4,34.5,12,121.0,6.91,4.29,1,1766,3.726,61.671,58.399,57.283,60.117,0.0,0,0,Undrafted,0,0.16731981482333674,47,62.8099173553719,100.0
2024,IOL,OL,Michigan,Big Ten,76.125,309,10.625,35.0,84.75,5.15,29.5,28,109.0,7.7,4.61,0,2210,27.625,94.395,88.226,91.352,54.858,2.3026,0,0,Rounds 6-7,0,0.16707760287570816,47,63.22314049586777,100.0
2024,RB,Skill,Georgia,SEC,69.625,207,9.5,29.75,73.0,4.56,32.5,22,114.0,6.95,4.24,1,2273,24.777,87.417,88.149,74.455,48.128,0.0,1,0,Undrafted,0,0.16608494735241391,47,63.63636363636363,100.0
2023,OT,OL,North Carolina,ACC,76.0,309,10.0,34.0,82.75,5.15,29.5,20,108.0,7.6,4.69,0,1559,6.195,60.099,78.452,30.968,61.95,4.4998,0,0,Rounds 6-7,0,0.16475066869393115,47,64.0495867768595,100.0
2024,C,OL,Michigan St.,Big Ten,76.0,307,9.75,32.75,79.0,5.17,31.5,27,107.0,7.41,4.29,0,1338,-3.512,38.745,32.821,44.666,62.478,3.434,0,0,Rounds 6-7,0,0.16462769086384224,47,64.46280991735537,100.0
2023,EDGE,DL,Iowa St.,Big 12,74.5,269,9.25,33.75,82.0,4.68,33.0,20,117.0,7.43,4.52,1,1554,6.28,57.494,40.857,78.383,33.853,0.0,0,0,Undrafted,0,0.16325271988768914,47,64.87603305785123,100.0
2025,RB,Skill,Miami,ACC,71.625,217,9.5,30.5,75.25,4.51,35.0,33,124.0,6.95,4.97,1,1855,17.338,77.097,87.084,52.889,41.286,3.5835,1,1,Rounds 6-7,0,0.16226064477006122,47,65.28925619834712,100.0
2024,OT,OL,Notre Dame,FBS Independent,77.75,310,10.0,34.375,83.0,5.2,28.0,28,114.0,7.76,4.73,1,2077,20.776,83.947,78.304,77.941,57.082,5.2983,1,0,Rounds 2-3,0,0.16200574019729377,47,65.70247933884298,100.0
2023,CB,Secondary,Coastal Carolina,Sun Belt,74.0,200,9.75,32.375,78.125,4.48,37.0,13,124.0,6.83,4.3,1,1344,-6.531,40.095,54.955,32.539,40.387,0.0,0,0,Undrafted,0,0.16122977229855687,47,66.11570247933885,100.0
2024,C,OL,Michigan,Big Ten,73.5,298,9.0,33.0,78.25,5.23,29.5,25,101.0,7.33,4.5,1,2210,27.625,94.395,88.226,91.352,54.858,0.0,0,0,Undrafted,0,0.16069795743232615,47,66.52892561983471,100.0
2025,CB,Secondary,Nebraska,Big Ten,72.5,213,9.0,32.75,79.5,4.38,30.44,11,116.6,8.12,4.97,0,1537,6.154,64.984,58.011,69.664,41.381,0.0,0,0,Undrafted,0,0.16030670782387174,47,66.94214876033058,100.0
2024,OT,OL,Penn St.,Big Ten,76.875,314,10.75,34.0,82.625,5.15,31.0,30,116.0,7.92,4.64,1,2000,25.618,85.731,66.931,89.424,64.921,5.2523,1,0,Rounds 2-3,0,0.1598235499356293,47,67.35537190082644,100.0
2023,IOL,OL,USC,Pac-12,78.0,310,10.0,32.125,77.75,5.22,29.0,20,105.0,7.9,4.79,1,1745,13.164,77.414,90.693,44.38,43.862,3.4012,0,0,Rounds 6-7,0,0.1596543209028738,47,67.76859504132231,100.0
2025,IOL,OL,Georgia,SEC,78.5,308,10.375,32.25,79.25,4.97,32.0,11,113.0,7.38,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,5.3083,1,0,Rounds 2-3,0,0.15937126698638351,47,68.18181818181817,100.0
2024,S,Secondary,Texas Tech,Big 12,74.375,216,9.125,33.375,79.125,4.51,41.0,24,146.0,6.81,4.04,1,1562,6.237,62.556,51.102,66.311,59.243,0.0,0,0,Undrafted,0,0.1590276996217833,47,68.59504132231406,100.0
2023,RB,Skill,East Carolina,AAC,67.875,179,9.25,30.75,74.75,4.37,38.0,20,126.0,7.33,4.77,1,1509,1.775,54.675,70.734,39.058,37.309,0.0,0,0,Undrafted,0,0.15866441743732096,47,69.00826446280992,100.0
2025,OT,OL,Boston College,ACC,80.125,316,10.375,33.0,81.0,5.21,24.5,22,106.0,7.71,4.7,1,1513,4.829,61.35,56.657,64.403,40.228,5.3132,0,0,Rounds 2-3,0,0.15798722611399507,47,69.42148760330579,100.0
2024,WR,Skill,Mississippi St.,SEC,70.0,181,9.125,30.625,72.75,4.43,35.5,14,124.0,7.0,4.35,1,1421,0.859,45.573,31.326,62.302,47.192,0.0,0,0,Undrafted,0,0.1568703155096706,47,69.83471074380165,100.0
2024,EDGE,DL,Charlotte,AAC,76.5,260,9.5,33.5,79.375,4.65,34.5,23,121.0,7.17,4.36,0,1055,-14.993,22.913,17.6,42.495,39.432,0.0,0,0,Undrafted,0,0.15630540187659311,47,70.24793388429752,100.0
2024,OT,OL,Arizona,Pac-12,77.0,311,10.875,32.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,1822,11.44,73.172,77.614,56.651,58.122,5.4553,0,0,Round 1,0,0.1562815137578462,47,70.66115702479338,100.0
2023,RB,Skill,Texas,Big 12,71.0,215,9.75,31.125,74.75,4.46,37.0,20,124.0,6.77,4.26,1,1900,19.379,79.1,73.758,70.57,66.449,5.5255,1,1,Round 1,0,0.15591986443260517,47,71.07438016528926,100.0
2025,WR,Skill,Notre Dame,FBS Independent,75.0,201,9.5,31.5,79.5,4.49,38.37,19,123.0,7.02,4.42,0,2154,25.305,88.314,78.053,88.226,42.499,0.0,0,0,Undrafted,0,0.15505991572736516,47,71.48760330578511,100.0
2024,TE,Skill,Washington,Pac-12,75.125,231,9.25,32.875,78.5,4.47,35.0,28,121.0,6.99,4.39,1,1879,17.544,82.666,86.101,64.802,60.593,2.5649,0,0,Rounds 6-7,0,0.15445989576091604,47,71.900826446281,100.0
2024,C,OL,Duke,ACC,77.375,313,9.375,32.875,79.75,5.2,31.0,27,105.0,7.41,4.24,0,1654,8.778,68.7,63.774,63.667,60.347,5.451,0,0,Round 1,0,0.15360961032409942,47,72.31404958677686,100.0
2023,TE,Skill,Utah,Pac-12,76.0,246,10.25,32.625,78.375,4.67,35.0,21,120.0,7.37,4.3,0,1915,19.146,79.905,74.866,74.068,53.378,5.4553,0,0,Round 1,0,0.15310535470864647,47,72.72727272727273,100.0
2023,CB,Secondary,Iowa,Big Ten,72.0,205,9.25,31.875,77.125,4.62,35.5,18,118.0,6.99,4.17,1,1748,7.409,67.111,21.369,88.288,70.495,0.0,0,0,Undrafted,0,0.15246358625135567,47,73.14049586776859,100.0
2025,TE,Skill,Iowa,Big Ten,77.75,251,10.0,32.125,78.375,5.42,35.0,11,120.0,7.18,4.47,1,1774,11.144,70.238,48.063,74.759,71.573,1.3863,0,0,Rounds 6-7,0,0.15128020805110493,47,73.55371900826447,100.0
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,32.5,78.75,5.42,24.5,24,95.0,7.41,4.33,1,1930,22.492,84.142,84.36,76.697,33.868,0.0,0,0,Undrafted,0,0.15082355699717892,47,73.96694214876032,100.0
2023,EDGE,DL,Clemson,ACC,77.0,268,8.5,33.75,81.25,4.62,32.0,25,117.0,7.36,4.44,1,1843,17.553,74.958,64.744,77.07,48.641,5.4424,0,1,Round 1,0,0.15068356994179397,47,74.3801652892562,100.0
2023,RB,Skill,USC,Pac-12,70.0,201,9.25,27.125,70.25,4.46,35.5,20,122.0,7.16,4.61,0,1745,13.164,77.414,90.693,44.38,43.862,0.0,0,0,Undrafted,0,0.15003971309929817,47,74.79338842975206,100.0
2024,WR,Skill,USC,Pac-12,74.375,208,9.625,33.0,78.0,4.5,36.5,13,119.0,6.86,4.12,1,1723,13.091,69.753,82.697,42.068,66.367,3.5264,0,0,Rounds 6-7,0,0.14993423762312277,47,75.20661157024794,100.0
2025,EDGE,DL,Ole Miss,SEC,77.875,274,9.125,33.5,82.75,5.45,24.5,30,138.0,8.19,4.97,0,2007,20.608,84.235,76.596,81.866,47.73,0.0,1,0,Undrafted,0,0.14911383242822382,47,75.6198347107438,100.0
2023,LB,LB,Cincinnati,AAC,70.5,231,9.5,30.25,72.0,4.55,33.5,22,119.0,7.44,4.41,0,1690,6.451,60.989,44.607,64.989,69.829,0.0,0,1,Undrafted,0,0.1479087218128836,47,76.03305785123968,100.0
2024,QB,Skill,Michigan,Big Ten,74.5,219,9.0,31.625,75.875,4.81,32.5,17,114.0,6.82,4.23,1,2210,27.625,94.395,88.226,91.352,54.858,5.5175,0,0,Round 1,0,0.14770801032143893,47,76.44628099173553,100.0
2023,LB,LB,Iowa,Big Ten,76.625,249,10.25,31.875,78.25,4.65,37.5,29,128.0,6.74,4.24,1,1748,7.409,67.111,21.369,88.288,70.495,5.4848,0,1,Round 1,0,0.1472788975938561,47,76.85950413223141,100.0
2025,EDGE,DL,Baylor,Big 12,75.75,242,9.0,34.25,81.25,5.45,32.5,21,124.0,6.65,4.97,1,1656,9.105,70.789,70.321,56.691,72.021,0.0,0,0,Undrafted,0,0.1461149566752131,47,77.27272727272727,100.0
2023,CB,Secondary,Notre Dame,FBS Independent,72.375,202,9.0,30.875,74.75,4.62,30.5,17,118.0,7.08,4.23,1,1850,12.6,69.601,59.985,66.897,66.833,0.0,0,0,Undrafted,0,0.1444685135486555,47,77.68595041322314,100.0
2025,WR,Skill,Oregon,Big Ten,74.125,205,9.75,31.5,78.5,4.57,32.0,12,123.0,7.04,4.54,1,2040,21.125,85.854,85.403,73.779,53.859,0.0,1,0,Undrafted,0,0.14442388838616663,47,78.099173553719,100.0
2025,DL,DL,Utah,Big 12,75.5,308,10.5,32.5,78.75,5.03,28.5,24,93.0,8.19,4.03,1,1563,5.029,60.487,30.282,79.81,59.786,0.0,0,0,Undrafted,0,0.1441012754752505,47,78.51239669421489,100.0
2023,EDGE,DL,North Carolina,ACC,76.0,238,8.625,32.625,78.875,4.61,34.5,22,123.0,7.22,4.45,1,1559,6.195,60.099,78.452,30.968,61.95,0.0,0,0,Undrafted,0,0.1422590007520306,47,78.92561983471074,100.0
2025,TE,Skill,South Carolina,SEC,76.125,239,10.125,33.75,83.0,4.65,38.0,33,124.0,7.22,4.4,1,1810,14.834,76.206,60.762,80.864,51.02,0.0,0,0,Undrafted,0,0.14094300564882878,47,79.33884297520662,100.0
2023,RB,Skill,Utah,Pac-12,72.375,237,9.25,31.125,76.0,4.74,30.0,20,118.0,6.84,4.32,1,1915,19.146,79.905,74.866,74.068,53.378,0.0,0,0,Undrafted,0,0.14038796735509806,47,79.75206611570248,100.0
2024,DL,DL,Texas,Big 12,76.5,366,10.125,33.25,81.25,5.27,26.0,27,98.0,8.74,5.46,1,2025,23.196,86.583,76.615,83.977,60.972,5.3982,1,1,Rounds 2-3,0,0.14006635183683216,47,80.16528925619835,100.0
2025,LB,LB,Georgia,SEC,73.0,243,10.25,32.0,79.875,4.75,24.5,11,115.3,6.88,4.03,0,1998,22.091,82.861,79.935,73.308,59.572,5.4972,1,1,Round 1,0,0.13908333986845267,47,80.57851239669421,100.0
2025,DL,DL,North Carolina,ACC,76.25,294,10.25,33.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,1496,2.602,50.555,55.402,46.067,47.749,0.0,0,0,Undrafted,0,0.13891639641441877,47,80.99173553719008,100.0
2024,OT,OL,Georgia,SEC,79.75,340,11.25,36.125,86.75,5.07,25.5,30,111.0,7.46,4.41,1,2273,24.777,87.417,88.149,74.455,48.128,5.4848,1,0,Round 1,0,0.13863158106548412,47,81.40495867768594,100.0
2023,OT,OL,Georgia,SEC,77.375,311,10.625,34.75,82.75,4.97,30.0,20,108.0,7.6,4.69,1,2300,29.908,93.511,90.791,87.647,45.406,5.5013,0,0,Round 1,0,0.13815605593843897,47,81.81818181818183,100.0
2025,IOL,OL,Iowa,Big Ten,77.75,309,10.0,32.0,77.125,5.45,28.5,33,110.0,7.78,4.63,1,1774,11.144,70.238,48.063,74.759,71.573,2.3026,0,0,Rounds 6-7,0,0.1379245079127958,47,82.23140495867769,100.0
2023,RB,Skill,Tulsa,AAC,71.75,216,9.25,31.25,75.0,4.41,35.5,20,124.0,6.83,4.31,1,1378,-4.107,43.074,50.493,42.491,37.352,0.0,0,0,Undrafted,0,0.1367600294348615,47,82.64462809917356,100.0
2024,CB,Secondary,Michigan,Big Ten,71.125,185,8.875,31.375,75.625,4.39,34.5,13,120.0,6.94,4.35,1,2210,27.625,94.395,88.226,91.352,54.858,0.0,0,0,Undrafted,0,0.13632623875597275,47,83.05785123966942,100.0
2025,WR,Skill,Virginia Tech,ACC,76.25,213,9.0,32.25,79.125,4.5,32.5,18,122.0,7.1,4.3,1,1647,8.853,70.514,55.299,74.421,59.153,0.0,0,0,Undrafted,0,0.13601644588334727,47,83.47107438016529,100.0
2025,DL,DL,Arkansas,SEC,75.25,319,9.5,33.0,81.25,5.14,27.0,28,108.0,7.68,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0.0,0,0,Undrafted,0,0.13593343277702064,47,83.88429752066115,100.0
2025,LB,LB,Utah,Big 12,134.75,231,10.067,31.482,74.5,4.68,29.53,11,123.3,7.09,4.03,0,1563,5.029,60.487,30.282,79.81,59.786,0.0,0,0,Undrafted,0,0.13525497370244247,47,84.29752066115702,100.0
2024,DL,DL,Miami,ACC,75.5,303,9.0,33.875,80.625,5.12,30.0,27,109.0,7.81,4.75,1,1580,11.169,68.436,66.666,63.176,51.762,0.0,0,0,Undrafted,0,0.1347861431411492,47,84.71074380165288,100.0
2023,IOL,OL,Washington,Pac-12,77.75,306,10.75,34.0,81.125,5.5,28.0,20,101.0,8.34,4.97,1,1760,11.472,73.944,84.016,49.984,45.242,0.0,1,0,Undrafted,0,0.13154318020488853,47,85.12396694214877,100.0
2023,OT,OL,Florida,SEC,77.0,306,10.0,34.0,81.125,5.15,30.0,20,108.0,7.6,4.69,0,1581,7.555,60.994,69.396,49.078,49.533,0.0,0,0,Undrafted,0,0.13029935260104172,47,85.53719008264463,100.0
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,32.625,80.875,5.45,24.5,11,113.3,6.77,4.03,0,1807,14.768,79.193,79.078,73.333,36.319,0.0,0,0,Undrafted,0,0.12986448876548246,47,85.9504132231405,100.0
2025,LB,LB,Rutgers,Big Ten,76.625,239,9.0,34.5,82.375,4.28,43.0,33,123.2,7.59,4.2,0,1533,3.857,55.405,64.09,40.753,58.771,0.0,0,0,Undrafted,0,0.12980146114614405,47,86.36363636363636,100.0
