Season,Player,Position,Position Group,Conference,Overall Pick,Actual Tier Number,Predicted Tier Number,Actual Tier,Predicted Tier,Correct,Ordinal Error,Prob Round 1,Prob Rounds 2-3,Prob Rounds 4-5,Prob Rounds 6-7,Prob Undrafted,Basic Prob Round 1,Basic Prob Rounds 2-3,Basic Prob Rounds 4-5,Basic Prob Rounds 6-7,Basic Prob Undrafted,Actual Target,Cumulative Targets Captured,Percent of Players Reviewed,Percent of Actual Targets Captured
2026,Garrett Nussmeier,QB,Skill,SEC,249,3,4,Rounds 6-7,Undrafted,Incorrect,1,0.014925028685829839,0.05142370378496137,0.10968226238611195,0.19697013087216442,0.6269988742709325,0.1497773385086595,0.2621174660850274,0.21345000395825803,0.21031441193061196,0.16434077951744308,0,3,3.5830618892508146,3.614457831325301
2026,Sam Hecht,IOL,OL,Big 12,144,2,4,Rounds 4-5,Undrafted,Incorrect,2,0.014959088996473672,0.051533136149325816,0.10987466360031899,0.1971755904616969,0.6264575207921846,0.0470542134317634,0.11704387042319715,0.15463241982610249,0.26894628710232715,0.4123232092166098,0,3,3.908794788273615,3.614457831325301
2026,Zion Young,EDGE,DL,SEC,45,1,4,Rounds 2-3,Undrafted,Incorrect,3,0.015197866471321585,0.05229934518897447,0.11121741907951012,0.19859791781735706,0.6226874514428368,0.13411841491199436,0.2469975020658359,0.21363011082733713,0.22247054271441324,0.18278342948041937,0,3,4.234527687296417,3.614457831325301
2026,Ty Simpson,QB,Skill,SEC,13,0,4,Round 1,Undrafted,Incorrect,4,0.015717590065472988,0.05396129027636441,0.11410374366077823,0.2015871450963369,0.6146302309010474,0.2200176954055525,0.30861279766493244,0.19908889265521446,0.16289809546020695,0.10938251881409367,0,3,4.5602605863192185,3.614457831325301
2026,Lander Barton,LB,LB,Big 12,300,4,4,Undrafted,Undrafted,Correct,0,0.016103831444368413,0.05519127631064219,0.11621696750138727,0.2037171192736135,0.6087708054699886,0.055201550457382384,0.13330096405531727,0.16782608364996301,0.2714378252504794,0.37223357658685796,1,4,4.88599348534202,4.819277108433735
2026,Roman Hemby,RB,Skill,Big Ten,300,4,4,Undrafted,Undrafted,Correct,0,0.016537340425628093,0.05656661405109923,0.1185570286415559,0.2060183644378118,0.602320652443905,0.11712464185048956,0.2281818692429417,0.21162063340534942,0.23600347877905448,0.20706937672216486,1,5,5.211726384364821,6.024096385542169
2026,Logan Taylor,IOL,OL,ACC,202,3,4,Rounds 6-7,Undrafted,Incorrect,1,0.01702443721071755,0.05810546614946733,0.12114688100424995,0.2084954510550204,0.5952277645805448,0.04863642313243375,0.12028187378675101,0.1574014150708677,0.26974717612872284,0.4039331118812247,0,5,5.537459283387622,6.024096385542169
2026,Hezekiah Masses,CB,Secondary,ACC,175,3,4,Rounds 6-7,Undrafted,Incorrect,1,0.01793898094322375,0.060976269119183905,0.12589903485408108,0.21285160956365584,0.5823341055198554,0.08809027288429311,0.18939534050520324,0.20039550268755335,0.2581513880064333,0.263967495916517,0,5,5.863192182410423,6.024096385542169
2026,Demond Claiborne,RB,Skill,ACC,198,3,4,Rounds 6-7,Undrafted,Incorrect,1,0.017967920393042503,0.061066720523433676,0.12604709827501304,0.21298342851883098,0.5819348322896798,0.05948435329121413,0.14144366008187853,0.17378051939814418,0.27138513606936054,0.3539063311594026,0,5,6.188925081433225,6.024096385542169
2026,Jeremiah Wright,IOL,OL,SEC,132,2,4,Rounds 4-5,Undrafted,Incorrect,2,0.01879964484521187,0.06365611722917672,0.1302431150644319,0.2166216709883295,0.57067945187285,0.05957282380298592,0.14160902897279748,0.17389701044418485,0.271376058157845,0.35354507862218676,0,5,6.514657980456026,6.024096385542169
