Season,Player,Position,Position Group,Conference,Overall Pick,Actual Tier Number,Predicted Tier Number,Actual Tier,Predicted Tier,Correct,Ordinal Error,Prob Round 1,Prob Rounds 2-3,Prob Rounds 4-5,Prob Rounds 6-7,Prob Undrafted,Basic Prob Round 1,Basic Prob Rounds 2-3,Basic Prob Rounds 4-5,Basic Prob Rounds 6-7,Basic Prob Undrafted,Actual Target,Cumulative Targets Captured,Percent of Players Reviewed,Percent of Actual Targets Captured
2026,Ted Hurst,WR,Skill,Sun Belt,84,1,4,Rounds 2-3,Undrafted,Incorrect,3,0.018893532541108173,0.06394718338928113,0.1307096501450338,0.21701460711846754,0.5694350268061094,0.027216234202304495,0.07288164161360157,0.10944175761738409,0.23723257058807837,0.5532277959786315,0,5,6.840390879478828,6.024096385542169
2026,Eli Heidenreich,RB,Skill,AAC,230,3,4,Rounds 6-7,Undrafted,Incorrect,1,0.01940711398814651,0.06553495900272382,0.13323652695706176,0.21910278634894503,0.5627186137031228,0.04293681495133255,0.10842894044378726,0.14691583319227142,0.2659828347867061,0.4357355766259027,0,5,7.166123778501629,6.024096385542169
2026,Quintayvious Hutchins,EDGE,DL,ACC,247,3,4,Rounds 6-7,Undrafted,Incorrect,1,0.019915650185712973,0.0670998258493811,0.13569722483161892,0.22107150595138195,0.5562157931819051,0.11111383729844591,0.22087505321080042,0.210218332028494,0.24078902409390068,0.21700375336835898,0,5,7.491856677524431,6.024096385542169
2026,Connor Lew,IOL,OL,SEC,128,2,4,Rounds 4-5,Undrafted,Incorrect,2,0.01993660352985558,0.06716414795864348,0.1357977415549994,0.22115057171348634,0.5559509352430152,0.05957282380298592,0.14160902897279748,0.17389701044418485,0.271376058157845,0.35354507862218676,0,5,7.81758957654723,6.024096385542169
2026,Beau Stephens,IOL,OL,Big Ten,148,2,4,Rounds 4-5,Undrafted,Incorrect,2,0.0201977730031574,0.06796485034257044,0.1370448772783841,0.22212273978565855,0.5526697595902295,0.06276483822422992,0.1475002014871587,0.17793285111029092,0.27085759606443505,0.3409445131138854,0,5,8.143322475570033,6.024096385542169
2026,Fa'alili Fa'amoe,OT,OL,ACC,300,4,4,Undrafted,Undrafted,Correct,0,0.02048005478242911,0.06882813955778744,0.13838095931134353,0.22314615870883128,0.5491646876396086,0.15004155172220018,0.2623555734326271,0.21343330583152909,0.21011332253987636,0.16405624647376726,1,6,8.469055374592834,7.228915662650602
2026,Trey Zuhn III,IOL,OL,SEC,91,1,4,Rounds 2-3,Undrafted,Incorrect,3,0.021138796027380728,0.07083412538937765,0.14145158191897067,0.22542752662528678,0.5411479700389842,0.09209245866152632,0.19528837880812988,0.20269448563835574,0.25533424199489974,0.2545904348970883,0,6,8.794788273615636,7.228915662650602
2026,Michael Trigg,TE,Skill,Big 12,300,4,4,Undrafted,Undrafted,Correct,0,0.02155514677288224,0.07209579881713163,0.14335871514966048,0.22679502807995186,0.5361953111803738,0.0716774482165911,0.16319635152124162,0.18761680178769777,0.2677884281680423,0.3097209703064272,1,7,9.120521172638437,8.433734939759036
2026,DJ Rogers,TE,Skill,Big 12,300,4,4,Undrafted,Undrafted,Correct,0,0.021896817904438287,0.07312760552054609,0.14490463197527031,0.22787580544308197,0.5321951391566633,0.0716774482165911,0.16319635152124162,0.18761680178769777,0.2677884281680423,0.3097209703064272,1,8,9.446254071661238,9.63855421686747
2026,Travis Burke,OT,OL,AAC,117,2,4,Rounds 4-5,Undrafted,Incorrect,2,0.022285491250101336,0.07429746235324848,0.14664251045890583,0.22906121747193042,0.5277133184658139,0.11128323001153737,0.22108587018877204,0.2102635186185844,0.24065470434969305,0.21671267683141315,0,8,9.77198697068404,9.63855421686747
2026,Wade Woodaz,LB,LB,ACC,123,2,4,Rounds 4-5,Undrafted,Incorrect,2,0.02254465048566739,0.07507520476360496,0.14778918419620787,0.22982625570250828,0.5247647048520114,0.05704131796309626,0.13683200232386783,0.17046096242506953,0.2715119642784237,0.36415375300954267,0,8,10.097719869706841,9.63855421686747
2026,Garrett DiGiorgio,IOL,OL,Big Ten,300,4,4,Undrafted,Undrafted,Correct,0,0.023293635879212668,0.07731265959601084,0.15104954614027785,0.23192730889199936,0.5164168494924992,0.06276483822422992,0.1475002014871587,0.17793285111029092,0.27085759606443505,0.3409445131138854,1,9,10.423452768729643,10.843373493975903
2026,Aaron Anderson,WR,Skill,SEC,300,4,4,Undrafted,Undrafted,Correct,0,0.023684860030636745,0.07847533293405014,0.1527213983085572,0.23296217114826023,0.5121562375784957,0.09213500895651039,0.1953500384246229,0.2027174261462909,0.2553036365249378,0.254493889947638,1,10,10.749185667752444,12.048192771084338
2026,Domonique Orange,DL,DL,Big 12,82,1,4,Rounds 2-3,Undrafted,Incorrect,3,0.023770650786406774,0.07872974176601726,0.15308519611745874,0.23318354421947507,0.5112308671106421,0.08486639237081721,0.1845114818529246,0.19833054880452172,0.26031856597163705,0.2719730110000994,0,10,11.074918566775244,12.048192771084338
2026,Fernando Carmona,IOL,OL,SEC,142,2,4,Rounds 4-5,Undrafted,Incorrect,2,0.02432338816208002,0.08036412149841894,0.1554050588691418,0.23456314364751696,0.5053442878228422,0.05957282380298592,0.14160902897279748,0.17389701044418485,0.271376058157845,0.35354507862218676,0,10,11.400651465798045,12.048192771084338
2026,Marcus Allen,CB,Secondary,ACC,300,4,4,Undrafted,Undrafted,Correct,0,0.02450515913112909,0.0808998090965578,0.1561589514316853,0.23499955027922825,0.5034365300613995,0.08809027288429311,0.18939534050520324,0.20039550268755335,0.2581513880064333,0.263967495916517,1,11,11.726384364820847,13.253012048192772
2026,Billy Schrauth,IOL,OL,FBS Independent,160,2,3,Rounds 4-5,Rounds 6-7,Incorrect,1,0.02520846742583705,0.08296419641975783,0.1590345860510945,0.2366104694416979,0.49618228066161274,0.04270523204875121,0.10793617128289112,0.14645891089230112,0.2657744139205511,0.4371252718555054,0,11,12.052117263843648,13.253012048192772
2026,Chris Hilton Jr.,WR,Skill,SEC,300,4,3,Undrafted,Rounds 6-7,Incorrect,1,0.02603148426210191,0.08536331459439439,0.1623178520826505,0.23834566615415437,0.4879416829066988,0.09213500895651039,0.1953500384246229,0.2027174261462909,0.2553036365249378,0.254493889947638,1,12,12.37785016286645,14.457831325301203
2026,Robert Henry,RB,Skill,AAC,300,4,3,Undrafted,Rounds 6-7,Incorrect,1,0.02717858449876063,0.08867747098266615,0.1667510891907307,0.24051227393981572,0.4768805813880268,0.04293681495133255,0.10842894044378726,0.14691583319227142,0.2659828347867061,0.4357355766259027,1,13,12.703583061889251,15.66265060240964
2026,Miles Kitselman,TE,Skill,SEC,300,4,3,Undrafted,Rounds 6-7,Incorrect,1,0.027591727349654458,0.08986271033918519,0.16830807877327233,0.2412250066732819,0.4730124768646061,0.09012741335864669,0.19241816175472368,0.20160108173658003,0.25673326556061604,0.25912007758943356,1,14,13.029315960912053,16.867469879518072
2026,Eric McAlister,WR,Skill,Big 12,300,4,3,Undrafted,Rounds 6-7,Incorrect,1,0.02794129315350865,0.09086210679576506,0.16960939158120894,0.24180142544224975,0.4697857830272676,0.07330718096218752,0.1659506147111163,0.18915790202292046,0.2670215480615786,0.30456275424219714,1,15,13.355048859934854,18.072289156626507
2026,Jager Burton,IOL,OL,SEC,153,2,3,Rounds 4-5,Rounds 6-7,Incorrect,1,0.028406830014675328,0.09218816938050325,0.17131984844516734,0.24253232225052246,0.4655528299091316,0.05957282380298592,0.14160902897279748,0.17389701044418485,0.271376058157845,0.35354507862218676,0,15,13.680781758957655,18.072289156626507
2026,Jake Golday,LB,LB,Big 12,51,1,3,Rounds 2-3,Rounds 6-7,Incorrect,2,0.02936892636672586,0.09491106188367104,0.17477459293155442,0.24391555895462896,0.4570298598634197,0.055201550457382384,0.13330096405531727,0.16782608364996301,0.2714378252504794,0.37223357658685796,0,15,14.006514657980457,18.072289156626507
2026,Febechi Nwaiwu,IOL,OL,SEC,106,2,3,Rounds 4-5,Rounds 6-7,Incorrect,1,0.029489034623441376,0.09524933128586083,0.17519842544351488,0.24407665628107061,0.4559865523661123,0.09209245866152632,0.19528837880812988,0.20269448563835574,0.25533424199489974,0.2545904348970883,0,15,14.332247557003258,18.072289156626507
2026,John Michael Gyllenborg,TE,Skill,Mountain West,300,4,3,Undrafted,Rounds 6-7,Incorrect,1,0.029778806991568853,0.09606393064068347,0.1762142465659037,0.2444550881033986,0.45348792769844537,0.02535761394613555,0.06838411118373214,0.10401948453865283,0.23113294682255764,0.5711058435089218,1,16,14.65798045602606,19.27710843373494
2026,Josh Cameron,WR,Skill,Big 12,191,3,3,Rounds 6-7,Rounds 6-7,Correct,0,0.030150251215901508,0.0971050150221465,0.17750260747164287,0.24491942990261384,0.4503226963876953,0.07330718096218752,0.1659506147111163,0.18915790202292046,0.2670215480615786,0.30456275424219714,0,16,14.983713355048861,19.27710843373494
2026,Caullin Lacy,WR,Skill,ACC,300,4,3,Undrafted,Rounds 6-7,Incorrect,1,0.030290198598180492,0.09749635636542972,0.17798404017259642,0.24508845007089308,0.4491409547929003,0.07570202659170092,0.1699349583730679,0.19130456610919816,0.2658021710939878,0.2972562778320452,1,17,15.309446254071663,20.481927710843372
