Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2025,TE,Skill,Utah,Big 12,74.0,236,10.5,76.75,5.45,43.0,11,113.3,8.19,4.03,0,5.029,60.487,30.282,79.81,59.786,0,0,Undrafted,0,0.26776295647649484,22,43.80165289256198,46.808510638297875
2023,WR,Skill,North Carolina,ACC,69.0,179,9.25,73.375,4.48,38.5,13,131.0,6.91,4.29,1,6.195,60.099,78.452,30.968,61.95,0,0,Rounds 2-3,0,0.26714610904923974,22,44.214876033057855,46.808510638297875
2023,CB,Secondary,Georgia,SEC,73.75,207,8.5,74.125,4.36,33.5,15,122.0,6.89,4.3,1,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 4-5,1,0.2666918152574219,23,44.62809917355372,48.93617021276596
2024,CB,Secondary,Pittsburgh,ACC,70.75,186,8.75,78.25,4.45,38.5,15,124.0,7.12,4.35,1,-0.369,43.622,32.282,60.013,38.896,0,0,Rounds 6-7,0,0.2665302329724704,23,45.04132231404959,48.93617021276596
2025,DL,DL,Ohio State,Big Ten,74.875,299,10.125,78.625,4.28,24.5,33,93.0,8.19,4.97,0,24.823,87.333,80.443,83.601,49.523,1,0,Rounds 4-5,1,0.2654943376082288,24,45.45454545454545,51.06382978723404
2024,OT,OL,Penn St.,Big Ten,76.875,314,10.75,82.625,5.15,31.0,30,116.0,7.92,4.64,1,25.618,85.731,66.931,89.424,64.921,1,0,Rounds 2-3,0,0.2648406620284933,24,45.867768595041326,51.06382978723404
2025,TE,Skill,Texas,SEC,77.0,241,9.75,79.5,4.84,30.0,33,129.3,7.15,4.4,1,26.107,88.25,73.85,92.32,35.538,0,0,Rounds 4-5,1,0.2643811593854186,25,46.28099173553719,53.191489361702125
2023,DL,DL,Florida,SEC,77.625,310,9.5,80.875,4.88,31.0,22,110.0,7.5,4.73,1,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 2-3,0,0.2641910201783826,25,46.69421487603306,53.191489361702125
2024,K,Special Teams,Alabama,SEC,72.875,187,8.5,73.625,4.39,38.0,15,127.0,6.81,4.14,0,24.925,84.968,76.211,80.844,61.941,0,0,Rounds 6-7,0,0.2640570122945386,25,47.107438016528924,53.191489361702125
2025,RB,Skill,Georgia,SEC,68.75,198,9.5,70.5,4.42,35.0,15,124.0,6.65,4.03,1,22.091,82.861,79.935,73.308,59.572,1,0,Rounds 4-5,1,0.26394340588032644,26,47.5206611570248,55.319148936170215
2023,WR,Skill,Florida,SEC,76.0,229,10.0,83.375,4.55,35.5,18,126.0,6.97,4.29,1,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 4-5,1,0.2637555984233411,27,47.93388429752066,57.446808510638306
2023,WR,Skill,Maryland,Big Ten,71.25,201,8.625,76.75,4.42,33.0,20,127.0,7.01,4.47,1,7.842,61.934,61.039,57.849,51.968,0,0,Undrafted,0,0.26276705166875763,27,48.34710743801653,57.446808510638306
2023,IOL,OL,UCLA,Pac-12,76.0,303,10.125,81.25,5.01,32.5,20,114.0,7.31,4.45,1,8.553,65.594,81.525,44.786,34.94,0,0,Rounds 4-5,1,0.262337875996817,28,48.760330578512395,59.57446808510638
2023,LB,LB,Texas,Big 12,74.625,229,9.5,78.125,4.56,34.0,15,124.0,6.62,4.33,1,19.379,79.1,73.758,70.57,66.449,1,0,Rounds 2-3,0,0.26145956100340634,28,49.17355371900827,59.57446808510638
2024,CB,Secondary,Washington St.,Pac-12,69.75,184,9.125,72.375,4.54,34.5,18,125.0,7.05,4.32,1,3.221,62.169,54.667,62.054,59.872,0,0,Rounds 4-5,1,0.26090458896443025,29,49.586776859504134,61.702127659574465
2025,WR,Skill,Ole Miss,SEC,71.25,196,9.125,72.5,4.37,36.5,14,119.0,6.65,4.36,1,20.608,84.235,76.596,81.866,47.73,1,0,Rounds 4-5,1,0.25979008545029203,30,50.0,63.829787234042556
2023,C,OL,Penn St.,Big Ten,75.25,301,10.25,81.75,5.22,32.0,20,102.0,7.75,4.82,1,19.477,82.964,71.335,83.462,50.595,0,0,Rounds 2-3,0,0.25947761151368687,30,50.413223140495866,63.829787234042556
2023,WR,Skill,Cincinnati,AAC,68.625,182,8.625,70.375,4.4,37.5,14,124.0,6.92,4.29,1,6.451,60.989,44.607,64.989,69.829,0,0,Rounds 4-5,1,0.2593371503251193,31,50.82644628099173,65.95744680851064
2024,LB,LB,Texas,Big 12,74.375,240,9.5,74.375,4.62,33.5,18,121.0,7.44,4.44,1,23.196,86.583,76.615,83.977,60.972,1,0,Rounds 6-7,0,0.2588591410019284,31,51.2396694214876,65.95744680851064
2025,WR,Skill,Colorado,Big 12,68.125,174,8.625,74.5,4.46,38.0,27,128.0,6.65,4.41,1,12.691,74.938,72.644,69.84,45.06,0,0,Rounds 6-7,0,0.25879483687837346,31,51.652892561983464,65.95744680851064
2023,K,Special Teams,Michigan,Big Ten,73.0,209,9.5,75.875,4.58,34.0,20,121.0,7.27,4.44,0,23.62,85.085,79.485,79.2,57.128,1,0,Rounds 4-5,1,0.2583656127637246,32,52.066115702479344,68.08510638297872
2025,CB,Secondary,Villanova,CAA,73.25,209,9.5,78.125,4.56,32.92,11,124.0,6.65,4.97,1,10.737,66.313,60.06,66.447,50.291,0,0,Undrafted,0,0.2569089988123654,32,52.47933884297521,68.08510638297872
2025,CB,Secondary,Ohio State,Big Ten,72.125,195,8.5,76.125,4.42,29.5,24,121.7,6.65,4.03,0,24.823,87.333,80.443,83.601,49.523,1,0,Rounds 6-7,0,0.2567850712503863,32,52.892561983471076,68.08510638297872
2025,RB,Skill,South Carolina,SEC,72.0,217,9.25,76.25,4.46,36.5,33,117.1,7.28,4.03,1,14.834,76.206,60.762,80.864,51.02,0,0,Undrafted,0,0.25649852401040407,32,53.30578512396694,68.08510638297872
2025,S,Secondary,Nevada,Mountain West,70.625,202,9.5,75.25,4.41,41.5,18,128.0,6.65,4.14,1,-8.417,32.498,47.2,30.419,32.833,0,0,Rounds 6-7,0,0.2561229762070929,32,53.71900826446281,68.08510638297872
2023,WR,Skill,East Carolina,AAC,73.5,224,10.25,78.5,4.56,36.0,20,125.0,6.96,4.29,0,1.775,54.675,70.734,39.058,37.309,0,0,Undrafted,0,0.25191905592655106,32,54.132231404958674,68.08510638297872
2024,DL,DL,Miami,ACC,75.5,303,9.0,80.625,5.12,30.0,27,109.0,7.81,4.75,1,11.169,68.436,66.666,63.176,51.762,0,0,Undrafted,0,0.2518667814833857,32,54.54545454545454,68.08510638297872
2025,WR,Skill,Tennessee,SEC,76.625,205,9.5,79.0,4.3,33.0,20,126.0,7.05,4.03,1,20.786,83.706,67.16,87.119,52.677,0,0,Rounds 4-5,1,0.2510424516209889,33,54.958677685950406,70.2127659574468
2023,OT,OL,Florida,SEC,77.0,306,10.0,81.125,5.15,30.0,20,108.0,7.6,4.69,0,7.555,60.994,69.396,49.078,49.533,0,0,Undrafted,0,0.25079610801766805,33,55.371900826446286,70.2127659574468
2023,OT,OL,Kansas,Big 12,77.75,309,9.5,80.75,5.05,31.0,20,111.0,7.6,4.69,1,3.37,60.21,82.028,38.063,37.048,0,0,Undrafted,0,0.25054955616046637,33,55.78512396694215,70.2127659574468
2024,C,OL,Michigan,Big Ten,73.5,298,9.0,78.25,5.23,29.5,25,101.0,7.33,4.5,1,27.625,94.395,88.226,91.352,54.858,0,0,Undrafted,0,0.25053974556977515,33,56.19834710743802,70.2127659574468
2023,QB,Skill,UCLA,Pac-12,73.625,203,9.875,74.75,4.56,32.5,20,121.0,7.28,4.44,1,8.553,65.594,81.525,44.786,34.94,0,0,Rounds 4-5,1,0.25027173122372814,34,56.611570247933884,72.3404255319149
2025,RB,Skill,Miami,ACC,71.625,217,9.5,75.25,4.51,35.0,33,124.0,6.95,4.97,1,17.338,77.097,87.084,52.889,41.286,1,1,Rounds 6-7,0,0.24997050996815906,34,57.02479338842975,72.3404255319149
2025,IOL,OL,Ohio State,Big Ten,75.625,315,9.75,83.75,4.28,24.5,11,102.1,6.65,4.03,0,24.823,87.333,80.443,83.601,49.523,1,1,Round 1,0,0.24971913939320933,34,57.438016528925615,72.3404255319149
2025,EDGE,DL,Baylor,Big 12,75.75,242,9.0,81.25,5.45,32.5,21,124.0,6.65,4.97,1,9.105,70.789,70.321,56.691,72.021,0,0,Undrafted,0,0.24911020950859597,34,57.85123966942148,72.3404255319149
2023,EDGE,DL,Appalachian St.,Sun Belt,74.25,236,9.5,80.625,4.58,35.5,23,120.0,7.07,4.45,1,0.411,45.95,62.053,35.887,34.024,0,0,Rounds 6-7,0,0.24901993592451035,34,58.26446280991735,72.3404255319149
2025,TE,Skill,Notre Dame,FBS Independent,77.375,241,9.5,77.0,4.74,31.0,33,115.0,7.25,4.4,1,25.305,88.314,78.053,88.226,42.499,0,0,Rounds 6-7,0,0.2483106144593337,34,58.67768595041323,72.3404255319149
2023,RB,Skill,Utah,Pac-12,72.375,237,9.25,76.0,4.74,30.0,20,118.0,6.84,4.32,1,19.146,79.905,74.866,74.068,53.378,0,0,Undrafted,0,0.2481734965920713,34,59.09090909090909,72.3404255319149
2024,CB,Secondary,South Dakota,MVFC,70.875,195,9.375,74.0,4.5,35.5,13,118.0,6.88,3.98,1,10.639,66.998,59.904,66.911,53.148,0,0,Rounds 6-7,0,0.24739152534168576,34,59.50413223140496,72.3404255319149
2024,TE,Skill,South Carolina,SEC,75.0,240,9.375,78.75,4.64,32.5,28,121.0,7.09,4.54,1,6.054,55.105,53.866,54.724,48.937,0,0,Undrafted,0,0.24641702217608183,34,59.917355371900825,72.3404255319149
2023,RB,Skill,Georgia,SEC,72.25,204,9.0,76.375,4.62,35.5,20,122.0,7.11,4.57,1,29.908,93.511,90.791,87.647,45.406,0,0,Rounds 6-7,0,0.24601161248659162,34,60.33057851239669,72.3404255319149
2023,LB,LB,Pittsburgh,ACC,72.5,226,10.625,78.875,4.56,33.0,19,119.0,7.35,4.4,1,7.918,61.732,46.268,72.6,50.534,0,0,Rounds 4-5,1,0.24599711782584519,35,60.74380165289256,74.46808510638297
2024,QB,Skill,Washington,Pac-12,74.25,216,10.5,81.0,4.79,32.5,17,112.0,7.04,4.26,0,17.544,82.666,86.101,64.802,60.593,0,1,Round 1,0,0.24578578969744902,35,61.15702479338842,74.46808510638297
2023,RB,Skill,Northwestern,Big Ten,70.125,209,9.25,74.375,4.47,37.0,20,123.0,6.9,4.38,1,-7.588,30.34,26.742,42.636,51.301,0,0,Rounds 6-7,0,0.2443681972939953,35,61.57024793388429,74.46808510638297
2023,EDGE,DL,Florida,SEC,75.875,250,9.25,80.75,4.82,33.0,24,115.0,7.22,4.44,1,7.555,60.994,69.396,49.078,49.533,0,0,Undrafted,0,0.24318800978634306,35,61.98347107438017,74.46808510638297
2023,IOL,OL,Clemson,ACC,74.25,303,9.5,81.0,4.99,28.5,20,108.0,7.7,4.81,1,17.553,74.958,64.744,77.07,48.641,0,0,Rounds 4-5,1,0.2420649649678663,36,62.396694214876035,76.59574468085107
2023,RB,Skill,USC,Pac-12,70.0,201,9.25,70.25,4.46,35.5,20,122.0,7.16,4.61,0,13.164,77.414,90.693,44.38,43.862,0,0,Undrafted,0,0.24077149441663398,36,62.8099173553719,76.59574468085107
2023,RB,Skill,East Carolina,AAC,67.875,179,9.25,74.75,4.37,38.0,20,126.0,7.33,4.77,1,1.775,54.675,70.734,39.058,37.309,0,0,Undrafted,0,0.240031321227933,36,63.22314049586777,76.59574468085107
2025,WR,Skill,Georgia,SEC,70.0,185,9.25,75.625,4.4,33.5,11,120.0,6.9,4.03,1,22.091,82.861,79.935,73.308,59.572,1,0,Rounds 6-7,0,0.23964615685395102,36,63.63636363636363,76.59574468085107
2024,EDGE,DL,Charlotte,AAC,76.5,260,9.5,79.375,4.65,34.5,23,121.0,7.17,4.36,0,-14.993,22.913,17.6,42.495,39.432,0,0,Undrafted,0,0.239097795387099,36,64.0495867768595,76.59574468085107
2025,EDGE,DL,Alabama,SEC,76.25,243,9.5,80.125,5.05,43.0,23,138.0,8.19,4.97,0,23.933,85.057,77.281,79.955,59.628,1,0,Rounds 4-5,1,0.23885002772103625,37,64.46280991735537,78.72340425531915
2025,EDGE,DL,Texas A&M,SEC,74.75,257,10.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,14.297,76.763,68.737,71.579,64.836,1,1,Rounds 2-3,0,0.2387595152641684,37,64.87603305785123,78.72340425531915
2023,OT,OL,Boise St.,Mountain West,77.75,309,10.75,83.625,5.24,28.5,20,104.0,7.52,4.52,1,3.797,52.954,41.976,64.425,46.27,0,0,Undrafted,0,0.2385574241454359,37,65.28925619834712,78.72340425531915
2023,EDGE,DL,San Jose St.,Mountain West,76.0,276,9.0,77.375,4.74,34.0,24,118.0,7.5,4.52,1,-5.871,37.879,45.968,41.711,27.738,0,0,Rounds 4-5,1,0.2380440530972056,38,65.70247933884298,80.85106382978722
2025,DL,DL,Arkansas,SEC,75.25,319,9.5,81.25,5.14,27.0,28,108.0,7.68,4.97,1,8.19,65.787,60.714,66.155,45.94,0,0,Undrafted,0,0.23588261520409695,38,66.11570247933885,80.85106382978722
2023,TE,Skill,Cincinnati,AAC,78.5,248,9.5,77.375,4.69,33.5,21,115.0,7.42,4.29,1,6.451,60.989,44.607,64.989,69.829,0,0,Rounds 4-5,1,0.2356161075978378,39,66.52892561983471,82.97872340425532
2024,RB,Skill,Clemson,ACC,71.0,206,9.625,74.125,4.51,35.0,22,122.0,6.82,4.23,0,13.892,72.489,48.101,90.04,37.087,1,0,Rounds 4-5,1,0.23496417185009835,40,66.94214876033058,85.1063829787234
2023,CB,Secondary,Notre Dame,FBS Independent,72.375,202,9.0,74.75,4.62,30.5,17,118.0,7.08,4.23,1,12.6,69.601,59.985,66.897,66.833,0,0,Undrafted,0,0.2346421741605206,40,67.35537190082644,85.1063829787234
2023,TE,Skill,Wake Forest,ACC,75.75,247,8.75,79.375,4.7,35.5,20,115.0,7.42,4.3,1,7.586,64.28,73.512,49.277,46.02,0,0,Undrafted,0,0.2342673845615346,40,67.76859504132231,85.1063829787234
2025,WR,Skill,TCU,Big 12,73.25,214,9.0,75.0,4.52,34.5,19,125.0,6.84,4.21,1,8.023,67.255,69.28,58.063,52.483,0,0,Rounds 2-3,0,0.23374622706330933,40,68.18181818181817,85.1063829787234
2024,DL,DL,Auburn,SEC,74.375,286,9.625,78.25,5.06,29.5,27,103.0,6.81,4.6,1,8.916,67.536,49.076,72.965,65.063,0,0,Rounds 6-7,0,0.2326238642757022,40,68.59504132231406,85.1063829787234
2025,IOL,OL,Iowa,Big Ten,77.75,309,10.0,77.125,5.45,28.5,33,110.0,7.78,4.63,1,11.144,70.238,48.063,74.759,71.573,0,0,Rounds 6-7,0,0.23164732223753956,40,69.00826446280992,85.1063829787234
2024,CB,Secondary,Mississippi,SEC,72.0,183,8.5,73.75,4.38,34.5,15,125.0,6.94,4.55,1,15.302,75.391,76.693,64.536,49.591,0,0,Rounds 4-5,1,0.23161651809183345,41,69.42148760330579,87.2340425531915
2025,DL,DL,Maryland,Big Ten,75.75,306,10.0,82.625,5.09,28.0,11,103.0,8.19,4.03,1,-0.535,43.23,46.603,47.026,35.755,0,0,Rounds 6-7,0,0.23133844533890993,41,69.83471074380165,87.2340425531915
2024,IOL,OL,Maryland,Big Ten,76.125,308,9.875,80.625,5.01,26.5,28,112.0,7.64,4.61,1,8.085,66.299,64.78,61.709,49.654,0,0,Undrafted,0,0.23130842636108326,41,70.24793388429752,87.2340425531915
2024,C,OL,Duke,ACC,75.0,308,10.0,79.0,5.09,29.5,28,108.0,7.41,4.01,1,8.778,68.7,63.774,63.667,60.347,0,0,Rounds 6-7,0,0.22970046570868174,41,70.66115702479338,87.2340425531915
2023,TE,Skill,Oklahoma,Big 12,75.5,241,9.75,79.125,4.68,32.0,20,117.0,7.3,4.36,1,9.969,66.271,71.907,54.872,48.16,0,0,Rounds 6-7,0,0.22963018697841597,41,71.07438016528926,87.2340425531915
2023,RB,Skill,TCU,Big 12,71.0,215,9.375,78.5,4.54,34.5,20,121.0,6.96,4.43,0,14.378,80.5,80.39,69.518,54.974,0,0,Rounds 2-3,0,0.22860342564560135,41,71.48760330578511,87.2340425531915
2024,IOL,OL,Texas A&M,SEC,75.5,302,10.5,81.5,5.13,26.5,27,111.0,7.67,4.58,1,15.36,75.057,65.814,76.34,50.751,0,0,Rounds 4-5,1,0.22840777550409058,42,71.900826446281,89.36170212765957
2024,IOL,OL,Utah,Pac-12,76.5,321,10.0,79.5,5.38,29.5,27,101.0,7.95,4.9,1,10.768,65.114,50.684,74.826,48.257,0,0,Undrafted,0,0.22646496231623384,42,72.31404958677686,89.36170212765957
2025,DL,DL,Utah,Big 12,75.5,308,10.5,78.75,5.03,28.5,24,93.0,8.19,4.03,1,5.029,60.487,30.282,79.81,59.786,0,0,Undrafted,0,0.2251956204497525,42,72.72727272727273,89.36170212765957
2025,DL,DL,Texas A&M,SEC,75.125,290,10.25,81.125,5.45,43.0,33,138.0,6.65,4.97,0,14.297,76.763,68.737,71.579,64.836,1,0,Rounds 2-3,0,0.2237194400845235,42,73.14049586776859,89.36170212765957
2023,C,OL,Arkansas,SEC,75.0,306,9.75,79.625,5.26,32.5,20,111.0,7.52,4.43,1,6.93,62.299,69.2,48.112,56.255,0,0,Rounds 4-5,1,0.22184429988571977,43,73.55371900826447,91.48936170212765
2024,CB,Secondary,Missouri,SEC,71.375,179,8.625,74.625,4.44,33.5,15,123.0,6.94,4.58,1,15.277,78.168,79.322,67.958,47.09,0,0,Rounds 4-5,1,0.21967976249901025,44,73.96694214876032,93.61702127659575
2023,DL,DL,Georgia,SEC,75.0,314,10.25,81.0,5.13,29.0,25,106.0,7.65,4.82,0,29.908,93.511,90.791,87.647,45.406,0,1,Round 1,0,0.21934824723865065,44,74.3801652892562,93.61702127659575
2023,WR,Skill,Purdue,Big Ten,71.375,175,9.0,74.0,4.43,36.5,13,124.0,6.91,4.29,1,4.283,58.947,63.872,51.004,46.438,0,0,Rounds 4-5,1,0.21588463563738375,45,74.79338842975206,95.74468085106383
2025,RB,Skill,Rutgers,Big Ten,68.25,211,9.0,72.0,4.6,34.5,11,115.7,7.58,4.97,1,3.857,55.405,64.09,40.753,58.771,0,0,Rounds 6-7,0,0.2150840667614718,45,75.20661157024794,95.74468085106383
2024,RB,Skill,Georgia,SEC,69.625,207,9.5,73.0,4.56,32.5,22,114.0,6.95,4.24,1,24.777,87.417,88.149,74.455,48.128,1,0,Undrafted,0,0.214701448360169,45,75.6198347107438,95.74468085106383
2023,IOL,OL,USC,Pac-12,78.0,310,10.0,77.75,5.22,29.0,20,105.0,7.9,4.79,1,13.164,77.414,90.693,44.38,43.862,0,0,Rounds 6-7,0,0.2142144890166563,45,76.03305785123968,95.74468085106383
2025,WR,Skill,Pittsburgh,ACC,71.375,186,8.5,74.375,4.59,36.0,19,124.0,7.37,4.03,1,3.991,55.816,49.345,57.768,56.475,0,0,Rounds 6-7,0,0.21366323374494015,45,76.44628099173553,95.74468085106383
2023,RB,Skill,Tulsa,AAC,71.75,216,9.25,75.0,4.41,35.5,20,124.0,6.83,4.31,1,-4.107,43.074,50.493,42.491,37.352,0,0,Undrafted,0,0.21356921051946104,45,76.85950413223141,95.74468085106383
2025,WR,Skill,Ole Miss,SEC,74.375,205,9.5,78.25,4.54,38.5,15,125.0,6.93,4.05,1,20.608,84.235,76.596,81.866,47.73,1,1,Rounds 2-3,0,0.21353742766134565,45,77.27272727272727,95.74468085106383
2024,C,OL,Michigan St.,Big Ten,76.0,307,9.75,79.0,5.17,31.5,27,107.0,7.41,4.29,0,-3.512,38.745,32.821,44.666,62.478,0,0,Rounds 6-7,0,0.21351203099181143,45,77.68595041322314,95.74468085106383
2023,RB,Skill,Texas,Big 12,71.0,215,9.75,74.75,4.46,37.0,20,124.0,6.77,4.26,1,19.379,79.1,73.758,70.57,66.449,1,1,Round 1,0,0.2112126321828568,45,78.099173553719,95.74468085106383
2023,EDGE,DL,Louisiana,Sun Belt,76.5,248,10.0,81.25,4.67,29.0,23,116.0,7.35,4.44,1,-2.136,45.745,34.883,52.541,66.931,0,0,Rounds 6-7,0,0.20716927988566142,45,78.51239669421489,95.74468085106383
2025,WR,Skill,Virginia Tech,ACC,76.25,213,9.0,79.125,4.5,32.5,18,122.0,7.1,4.3,1,8.853,70.514,55.299,74.421,59.153,0,0,Undrafted,0,0.20682636691613432,45,78.92561983471074,95.74468085106383
2024,WR,Skill,Mississippi St.,SEC,70.0,181,9.125,72.75,4.43,35.5,14,124.0,7.0,4.35,1,0.859,45.573,31.326,62.302,47.192,0,0,Undrafted,0,0.20493419466864843,45,79.33884297520662,95.74468085106383
2024,WR,Skill,Florida St.,ACC,75.25,213,9.375,78.125,4.61,38.0,15,127.0,6.84,4.1,1,19.915,83.68,70.051,84.429,58.266,0,1,Rounds 2-3,0,0.20392975659081525,45,79.75206611570248,95.74468085106383
2025,OT,OL,Boston College,ACC,80.125,316,10.375,81.0,5.21,24.5,22,106.0,7.71,4.7,1,4.829,61.35,56.657,64.403,40.228,0,0,Rounds 2-3,0,0.20315097413337435,45,80.16528925619835,95.74468085106383
2023,EDGE,DL,Clemson,ACC,77.0,268,8.5,81.25,4.62,32.0,25,117.0,7.36,4.44,1,17.553,74.958,64.744,77.07,48.641,0,1,Round 1,0,0.2031351796933707,45,80.57851239669421,95.74468085106383
2025,CB,Secondary,Nebraska,Big Ten,72.5,213,9.0,79.5,4.38,30.44,11,116.6,8.12,4.97,0,6.154,64.984,58.011,69.664,41.381,0,0,Undrafted,0,0.20079278735129044,45,80.99173553719008,95.74468085106383
2024,RB,Skill,TCU,Big 12,67.375,202,9.75,70.75,4.61,33.5,22,116.0,6.87,4.23,1,9.511,59.244,64.411,51.426,45.245,0,0,Undrafted,0,0.2004475659074912,45,81.40495867768594,95.74468085106383
2023,CB,Secondary,Coastal Carolina,Sun Belt,74.0,200,9.75,78.125,4.48,37.0,13,124.0,6.83,4.3,1,-6.531,40.095,54.955,32.539,40.387,0,0,Undrafted,0,0.19868671959881823,45,81.81818181818183,95.74468085106383
2023,LB,LB,TCU,Big 12,71.0,227,8.625,75.0,4.49,30.5,20,117.0,7.44,4.42,1,14.378,80.5,80.39,69.518,54.974,0,0,Rounds 6-7,0,0.196080537850104,45,82.23140495867769,95.74468085106383
2023,C,OL,Minnesota,Big Ten,75.5,301,9.5,78.375,5.35,29.5,20,104.0,7.68,4.56,1,11.422,72.43,66.077,73.504,40.834,0,0,Rounds 2-3,0,0.19330215517355348,45,82.64462809917356,95.74468085106383
2025,WR,Skill,Texas Tech,Big 12,72.625,186,10.5,76.625,4.7,33.0,14,121.0,7.02,4.97,1,6.204,57.272,59.502,48.684,59.274,1,0,Undrafted,0,0.19300670054451013,45,83.05785123966942,95.74468085106383
2024,DL,DL,Texas,Big 12,76.5,366,10.125,81.25,5.27,26.0,27,98.0,8.74,5.46,1,23.196,86.583,76.615,83.977,60.972,1,1,Rounds 2-3,0,0.19275427310694537,45,83.47107438016529,95.74468085106383
2024,LB,LB,Missouri,SEC,73.75,231,8.875,77.75,4.62,34.0,18,118.0,7.23,4.5,0,15.277,78.168,79.322,67.958,47.09,0,0,Rounds 2-3,0,0.19166745662201434,45,83.88429752066115,95.74468085106383
2024,TE,Skill,Colorado St.,Mountain West,75.375,241,10.25,78.125,4.78,32.5,28,122.0,6.83,4.21,1,-11.774,30.563,28.491,37.664,56.051,0,0,Undrafted,0,0.1913548306736796,45,84.29752066115702,95.74468085106383
2023,WR,Skill,Iowa St.,Big 12,73.875,203,9.375,74.875,4.53,36.0,17,116.0,6.91,4.35,1,6.28,57.494,40.857,78.383,33.853,0,0,Rounds 6-7,0,0.19116527748244874,45,84.71074380165288,95.74468085106383
2023,IOL,OL,Tennessee-Chattanooga,SoCon,78.0,324,10.25,83.875,5.24,26.5,20,105.0,7.7,4.97,1,11.336,69.68,68.952,64.29,44.371,0,0,Undrafted,0,0.19091009917981128,45,85.12396694214877,95.74468085106383
2023,K,Special Teams,Georgia,SEC,72.0,194,9.125,74.375,4.58,34.0,20,121.0,7.27,4.44,0,29.908,93.511,90.791,87.647,45.406,0,0,Undrafted,0,0.1903063038877075,45,85.53719008264463,95.74468085106383
2023,IOL,OL,Duluth/University of Minnesota,NSIC,76.0,304,9.75,78.75,5.2,29.0,20,109.0,7.77,4.75,0,14.599,74.563,74.162,65.921,50.606,0,0,Undrafted,0,0.1898401228357632,45,85.9504132231405,95.74468085106383
2024,C,OL,Duke,ACC,77.375,313,9.375,79.75,5.2,31.0,27,105.0,7.41,4.24,0,8.778,68.7,63.774,63.667,60.347,0,0,Round 1,0,0.1897250157698594,45,86.36363636363636,95.74468085106383
2024,RB,Skill,Louisville,ACC,69.5,193,8.5,71.0,4.56,34.5,22,121.0,6.65,4.22,1,11.36,72.759,63.856,75.697,45.123,0,0,Rounds 6-7,0,0.18829809483367957,45,86.77685950413223,95.74468085106383
2025,WR,Skill,Ohio State,Big Ten,72.875,202,9.5,76.625,4.54,37.82,11,125.3,7.41,4.55,0,24.823,87.333,80.443,83.601,49.523,1,1,Round 1,0,0.1868900656516559,45,87.19008264462809,95.74468085106383
2023,RB,Skill,Appalachian St.,Sun Belt,73.375,217,9.75,78.625,4.61,37.0,20,121.0,6.85,4.33,1,0.411,45.95,62.053,35.887,34.024,0,0,Undrafted,0,0.18558628277723377,45,87.60330578512396,95.74468085106383
2024,S,Secondary,Miami,ACC,76.25,231,9.5,80.25,4.65,30.0,17,117.0,6.69,3.5,1,11.169,68.436,66.666,63.176,51.762,0,0,Rounds 6-7,0,0.18535136483462245,45,88.01652892561982,95.74468085106383
2023,IOL,OL,Washington,Pac-12,77.75,306,10.75,81.125,5.5,28.0,20,101.0,8.34,4.97,1,11.472,73.944,84.016,49.984,45.242,1,0,Undrafted,0,0.18457526110051733,45,88.42975206611571,95.74468085106383
2023,RB,Skill,Auburn,SEC,71.625,210,9.5,76.625,4.56,32.5,20,119.0,7.23,4.68,1,6.205,55.022,47.067,62.103,45.36,0,0,Rounds 2-3,0,0.18442196836511704,45,88.84297520661157,95.74468085106383
2025,LB,LB,Florida,SEC,73.0,222,8.5,77.75,4.69,32.0,11,117.0,7.09,4.27,1,11.901,71.717,58.466,70.419,67.15,0,0,Rounds 4-5,1,0.18356106444788162,46,89.25619834710744,97.87234042553192
2024,P,Special Teams,BYU,Big 12,76.375,235,8.875,76.375,4.63,35.5,19,123.0,7.05,4.31,0,-1.805,52.478,36.286,62.31,60.603,0,0,Undrafted,0,0.178368626744896,46,89.6694214876033,97.87234042553192
2025,OT,OL,Texas,SEC,77.125,315,10.375,84.375,5.16,32.0,14,104.0,7.81,4.66,1,26.107,88.25,73.85,92.32,35.538,0,1,Round 1,0,0.17488172202679375,46,90.08264462809917,97.87234042553192
2025,IOL,OL,West Virginia,Big 12,78.5,313,10.25,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1.795,52.984,64.597,35.526,62.429,0,0,Rounds 2-3,0,0.17484739166906227,46,90.49586776859503,97.87234042553192
2024,K,Special Teams,Arkansas,SEC,73.0,172,9.25,73.625,4.29,39.0,13,130.0,6.69,4.06,0,2.225,47.846,34.458,61.741,53.372,0,0,Rounds 6-7,0,0.1718830162736601,46,90.9090909090909,97.87234042553192
