Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2025,WR,Skill,Texas,SEC,71.0,191,9.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,26.107,88.25,73.85,92.32,35.538,0,0,Round 1,0,0.1710912935895904,46,91.32231404958677,97.87234042553192
2023,RB,Skill,Kentucky,SEC,72.0,217,8.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,5.824,59.284,46.761,72.541,34.773,0,0,Rounds 6-7,0,0.17085782610723538,46,91.73553719008265,97.87234042553192
2023,CB,Secondary,Alabama,SEC,71.625,190,9.5,78.125,4.58,34.5,14,125.0,6.51,4.3,1,27.296,89.526,85.539,81.093,61.676,1,1,Rounds 2-3,0,0.16952845620608759,46,92.14876033057851,97.87234042553192
2023,IOL,OL,Old Dominion,Sun Belt,78.25,318,10.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,-10.538,30.819,27.542,38.624,55.322,0,0,Rounds 4-5,1,0.1689605491755723,47,92.56198347107438,100.0
2023,LS,Special Teams,Central Florida,AAC,76.0,240,9.625,78.375,5.06,30.0,12,114.0,7.27,4.46,1,6.904,61.732,66.565,49.575,55.483,0,0,Undrafted,0,0.1624360552936187,47,92.97520661157024,100.0
2023,WR,Skill,Fresno St.,Mountain West,71.125,172,8.875,74.75,4.4,34.5,12,121.0,6.91,4.29,1,3.726,61.671,58.399,57.283,60.117,0,0,Undrafted,0,0.1603116042229295,47,93.38842975206612,100.0
2023,IOL,OL,Florida,SEC,77.0,330,11.25,83.875,5.31,23.5,20,101.0,7.99,4.81,1,7.555,60.994,69.396,49.078,49.533,0,0,Rounds 2-3,0,0.15665377559548493,47,93.80165289256198,100.0
2023,LB,LB,Iowa,Big Ten,76.625,249,10.25,78.25,4.65,37.5,29,128.0,6.74,4.24,1,7.409,67.111,21.369,88.288,70.495,0,1,Round 1,0,0.15547708002844696,47,94.21487603305785,100.0
2025,WR,Skill,Missouri,SEC,75.0,200,9.5,78.375,4.56,31.0,17,117.0,6.84,4.03,1,12.197,68.028,61.356,72.874,37.108,0,0,Undrafted,0,0.15289748150568921,47,94.62809917355372,100.0
2025,TE,Skill,LSU,SEC,77.125,251,10.0,78.75,4.28,24.5,33,110.7,6.65,4.97,0,13.515,71.849,75.763,61.497,39.011,0,0,Rounds 2-3,0,0.150699455255432,47,95.0413223140496,100.0
2024,IOL,OL,Arkansas,SEC,77.25,304,9.5,77.875,5.31,29.0,26,110.0,7.57,4.47,1,2.225,47.846,34.458,61.741,53.372,0,0,Undrafted,0,0.14953987855808765,47,95.45454545454545,100.0
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,80.875,5.45,24.5,11,113.3,6.77,4.03,0,14.768,79.193,79.078,73.333,36.319,0,0,Undrafted,0,0.14786609554148944,47,95.86776859504133,100.0
2024,OT,OL,Oregon St.,Pac-12,77.75,324,10.125,80.625,5.13,32.0,30,111.0,7.81,4.63,1,13.996,79.392,79.074,67.781,54.727,0,1,Round 1,0,0.14765209960313097,47,96.28099173553719,100.0
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,78.75,5.42,24.5,24,95.0,7.41,4.33,1,22.492,84.142,84.36,76.697,33.868,0,0,Undrafted,0,0.14609267215993293,47,96.69421487603306,100.0
2023,WR,Skill,Charlotte,Conference USA,74.0,201,9.5,77.875,4.57,35.0,17,125.0,6.89,4.32,1,-17.759,17.839,41.399,10.816,49.466,0,0,Rounds 6-7,0,0.14206286902394027,47,97.10743801652893,100.0
2025,WR,Skill,San Jose St.,Mountain West,74.5,203,8.625,76.5,4.57,34.0,16,123.0,7.41,4.47,1,-5.133,42.709,44.903,47.684,35.133,0,0,Undrafted,0,0.135722952667006,47,97.52066115702479,100.0
2025,CB,Secondary,Western Michigan,MAC,73.25,190,9.0,75.5,4.43,26.41,16,124.0,6.65,4.03,1,-10.952,37.661,53.267,24.968,62.263,0,0,Rounds 6-7,0,0.12761333328737878,47,97.93388429752066,100.0
2023,CB,Secondary,Oregon,Pac-12,73.375,197,9.5,76.875,4.38,41.5,14,133.0,6.89,4.26,1,14.225,78.17,81.614,63.631,42.699,0,1,Round 1,0,0.12462027506429252,47,98.34710743801654,100.0
2024,IOL,OL,Liberty,Conference USA,75.25,322,10.25,81.125,5.5,24.0,26,96.0,8.26,4.97,1,3.816,67.732,83.531,42.547,34.869,0,0,Undrafted,0,0.10567847656050224,47,98.7603305785124,100.0
2025,QB,Skill,Miami,ACC,73.625,219,9.0,75.75,4.28,43.0,22,138.0,8.19,4.97,0,17.338,77.097,87.084,52.889,41.286,1,1,Round 1,0,0.09917152723407185,47,99.17355371900827,100.0
2024,EDGE,DL,Alabama,SEC,74.75,247,9.875,83.0,4.46,40.5,23,127.0,7.39,4.31,1,24.925,84.968,76.211,80.844,61.941,0,1,Round 1,0,0.06476314596815536,47,99.58677685950413,100.0
2025,LB,LB,Utah,Big 12,134.75,231,10.067,74.5,4.68,29.53,11,123.3,7.09,4.03,0,5.029,60.487,30.282,79.81,59.786,0,0,Undrafted,0,0.004316713390249975,47,100.0,100.0
