Season,Position,Position Group,Conference,Height (inches),Weight(lbs),Hand (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,FPI,Efficiencies Overall,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2025,EDGE,DL,SEC,74.75,257,10.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,14.297,76.763,1,1,Rounds 2-3,1,0.3013447135066134,5,4.545454545454546,10.638297872340425
2024,OT,OL,SEC,79.75,340,11.25,86.75,5.07,25.5,30,111.0,7.46,4.41,1,24.777,87.417,1,0,Round 1,0,0.2983995253483156,5,4.958677685950414,10.638297872340425
2025,RB,Skill,ACC,71.625,217,9.5,75.25,4.51,35.0,33,124.0,6.95,4.97,1,17.338,77.097,1,1,Rounds 6-7,0,0.29268758995690836,5,5.371900826446281,10.638297872340425
2025,EDGE,DL,SEC,76.25,243,9.5,80.125,5.05,43.0,23,138.0,8.19,4.97,0,23.933,85.057,1,0,Rounds 4-5,0,0.2884030877571362,5,5.785123966942149,10.638297872340425
2024,WR,Skill,ACC,75.25,213,9.375,78.125,4.61,38.0,15,127.0,6.84,4.1,1,19.915,83.68,0,1,Rounds 2-3,1,0.28690020827846274,6,6.198347107438017,12.76595744680851
2023,RB,Skill,Big 12,71.0,215,9.75,74.75,4.46,37.0,20,124.0,6.77,4.26,1,19.379,79.1,1,1,Round 1,0,0.28509510246829806,6,6.6115702479338845,12.76595744680851
2025,EDGE,DL,SEC,78.0,264,10.0,83.625,4.68,40.5,28,129.0,7.02,4.97,1,8.19,65.787,0,0,Rounds 2-3,1,0.2821143617948284,7,7.024793388429752,14.893617021276595
2025,WR,Skill,SEC,74.375,205,9.5,78.25,4.54,38.5,15,125.0,6.93,4.05,1,20.608,84.235,1,1,Rounds 2-3,1,0.27682998742648146,8,7.43801652892562,17.02127659574468
2024,EDGE,DL,Big Ten,76.375,247,9.625,81.0,4.74,34.5,23,123.0,7.42,4.6,1,25.618,85.731,1,0,Rounds 2-3,1,0.27435364803129336,9,7.851239669421488,19.148936170212767
2023,OT,OL,SEC,77.375,311,10.625,82.75,4.97,30.0,20,108.0,7.6,4.69,1,29.908,93.511,0,0,Round 1,0,0.2741515346230443,9,8.264462809917356,19.148936170212767
2025,EDGE,DL,SEC,76.0,254,9.625,81.5,4.73,30.43,23,138.0,6.65,4.97,1,14.834,76.206,0,0,Rounds 4-5,0,0.27322247105965636,9,8.677685950413224,19.148936170212767
2025,IOL,OL,Big Ten,75.625,315,9.75,83.75,4.28,24.5,11,102.1,6.65,4.03,0,24.823,87.333,1,1,Round 1,0,0.27244407371569157,9,9.090909090909092,19.148936170212767
2023,LB,LB,Big Ten,76.625,249,10.25,78.25,4.65,37.5,29,128.0,6.74,4.24,1,7.409,67.111,0,1,Round 1,0,0.2719702243833425,9,9.50413223140496,19.148936170212767
2025,WR,Skill,Big 12,76.125,219,10.0,77.875,4.68,32.15,15,121.5,6.94,4.19,0,-3.385,38.477,0,1,Round 1,0,0.27187937300405196,9,9.917355371900827,19.148936170212767
2024,QB,Skill,Pac-12,74.25,216,10.5,81.0,4.79,32.5,17,112.0,7.04,4.26,0,17.544,82.666,0,1,Round 1,0,0.2693231534594037,9,10.330578512396695,19.148936170212767
2023,CB,Secondary,Big Ten,71.25,178,9.625,73.375,4.26,38.5,12,131.0,6.51,4.28,1,23.62,85.085,1,0,Rounds 2-3,1,0.26668625466062196,10,10.743801652892563,21.27659574468085
2023,EDGE,DL,SEC,75.75,247,10.125,82.25,4.48,30.0,23,123.0,7.35,4.45,1,29.908,93.511,0,0,Rounds 6-7,0,0.2651351441258329,10,11.15702479338843,21.27659574468085
2024,LB,LB,Pac-12,72.5,236,9.25,79.625,4.56,39.5,18,128.0,7.32,5.27,1,17.544,82.666,0,0,Rounds 4-5,0,0.2645428864364572,10,11.570247933884298,21.27659574468085
2023,EDGE,DL,ACC,77.0,268,8.5,81.25,4.62,32.0,25,117.0,7.36,4.44,1,17.553,74.958,0,1,Round 1,0,0.2616238696131885,10,11.983471074380166,21.27659574468085
2025,WR,Skill,Big Ten,72.875,202,9.5,76.625,4.54,37.82,11,125.3,7.41,4.55,0,24.823,87.333,1,1,Round 1,0,0.25931937086797385,10,12.396694214876034,21.27659574468085
2024,OT,OL,FBS Independent,77.75,310,10.0,83.0,5.2,28.0,28,114.0,7.76,4.73,1,20.776,83.947,1,0,Rounds 2-3,1,0.2544881515296595,11,12.8099173553719,23.404255319148938
2024,S,Secondary,Big 12,74.375,216,9.125,79.125,4.51,41.0,24,146.0,6.81,4.04,1,6.237,62.556,0,0,Undrafted,0,0.25379528112899075,11,13.223140495867769,23.404255319148938
2024,OT,OL,Pac-12,77.0,311,10.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,11.44,73.172,0,0,Round 1,0,0.25291296145003234,11,13.636363636363635,23.404255319148938
2025,RB,Skill,Big Ten,70.125,202,9.5,76.125,4.43,38.5,11,128.0,6.65,4.97,1,24.823,87.333,1,0,Rounds 2-3,1,0.25220201587979735,12,14.049586776859504,25.53191489361702
2023,DL,DL,Big 12,74.625,292,10.375,83.375,5.04,33.0,29,112.0,7.53,4.75,1,19.379,79.1,1,0,Rounds 6-7,0,0.25092777330022575,12,14.46280991735537,25.53191489361702
2024,OT,OL,Big 12,77.75,306,10.125,80.625,4.95,36.5,29,117.0,7.76,4.75,1,9.736,69.854,0,0,Rounds 6-7,0,0.2484708330288227,12,14.87603305785124,25.53191489361702
2023,DL,DL,SEC,75.0,314,10.25,81.0,5.13,29.0,25,106.0,7.65,4.82,0,29.908,93.511,0,1,Round 1,0,0.2471747850440088,12,15.289256198347106,25.53191489361702
2024,CB,Secondary,FBS Independent,75.0,202,9.375,78.875,4.5,39.5,11,130.0,7.12,4.24,1,20.776,83.947,1,0,Rounds 4-5,0,0.24454131633786136,12,15.702479338842975,25.53191489361702
2024,DL,DL,Big Ten,74.75,290,10.0,81.125,4.97,31.0,27,111.0,7.65,4.61,0,27.485,89.569,1,0,Rounds 2-3,1,0.24337722803238998,13,16.115702479338843,27.659574468085108
2025,EDGE,DL,ACC,76.625,258,10.0,80.25,4.62,35.5,19,121.0,6.65,4.16,1,17.338,77.097,1,0,Rounds 6-7,0,0.24309303174572805,13,16.528925619834713,27.659574468085108
2024,LB,LB,Big Ten,73.375,241,10.25,77.75,4.58,35.0,18,124.0,7.45,4.74,1,25.618,85.731,1,0,Undrafted,0,0.24189421130849792,13,16.94214876033058,27.659574468085108
2025,DL,DL,SEC,77.625,332,10.0,85.0,4.28,26.0,11,96.0,6.65,4.97,1,26.107,88.25,0,0,Rounds 2-3,1,0.23862268433711115,14,17.355371900826448,29.78723404255319
2024,EDGE,DL,SEC,77.125,285,10.625,84.375,4.95,35.0,21,111.0,7.44,4.84,1,15.277,78.168,0,0,Round 1,0,0.2383581822084679,14,17.768595041322314,29.78723404255319
2025,EDGE,DL,ACC,74.5,248,9.25,82.75,4.28,35.5,22,119.0,6.94,4.19,1,4.829,61.35,0,0,Rounds 2-3,1,0.23828001358853823,15,18.181818181818183,31.914893617021278
2025,DL,DL,ACC,76.25,294,10.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,2.602,50.555,0,0,Undrafted,0,0.2377846605379147,15,18.59504132231405,31.914893617021278
2025,DL,DL,ACC,77.5,321,10.25,85.125,5.14,34.5,11,111.0,6.65,4.03,1,7.402,66.705,0,0,Rounds 6-7,0,0.234763569653948,15,19.00826446280992,31.914893617021278
2024,WR,Skill,Big 12,73.25,205,9.0,77.625,4.34,39.5,19,136.0,6.84,4.11,1,23.196,86.583,1,0,Rounds 2-3,1,0.233841294876477,16,19.421487603305785,34.04255319148936
2024,DL,DL,Big 12,76.5,366,10.125,81.25,5.27,26.0,27,98.0,8.74,5.46,1,23.196,86.583,1,1,Rounds 2-3,1,0.2336320482455081,17,19.834710743801654,36.17021276595745
2024,S,Secondary,Pac-12,74.375,215,10.0,79.875,4.51,39.0,16,122.0,6.83,4.14,1,17.544,82.666,0,0,Rounds 6-7,0,0.23340242862867938,17,20.24793388429752,36.17021276595745
2025,LB,LB,Big Ten,72.625,218,9.534,79.875,4.38,35.0,11,127.0,7.24,4.03,1,18.73,83.71,1,0,Undrafted,0,0.23304890220962454,17,20.66115702479339,36.17021276595745
2023,TE,Skill,SEC,78.625,264,11.0,83.75,4.64,31.0,21,122.0,6.75,4.08,1,29.908,93.511,0,0,Rounds 2-3,1,0.23103774697386312,18,21.074380165289256,38.297872340425535
2024,CB,Secondary,SEC,70.75,190,8.75,75.0,4.48,42.0,15,135.0,6.95,3.94,1,7.33,63.962,0,0,Rounds 2-3,1,0.22297338782435375,19,21.487603305785125,40.42553191489361
2023,CB,Secondary,SEC,71.625,190,9.5,78.125,4.58,34.5,14,125.0,6.51,4.3,1,27.296,89.526,1,1,Rounds 2-3,1,0.22242154184387464,20,21.90082644628099,42.5531914893617
2025,TE,Skill,SEC,76.125,239,10.125,83.0,4.65,38.0,33,124.0,7.22,4.4,1,14.834,76.206,0,0,Undrafted,0,0.21473760211945278,20,22.31404958677686,42.5531914893617
2025,EDGE,DL,UAC,72.875,263,9.25,77.5,4.69,35.0,26,118.0,7.15,4.39,1,12.036,70.585,0,0,Rounds 4-5,0,0.2140931142372801,20,22.727272727272727,42.5531914893617
2023,CB,Secondary,Pac-12,69.0,184,9.125,70.375,4.51,33.0,18,133.0,6.51,4.32,1,19.146,79.905,0,0,Rounds 4-5,0,0.20961846832355271,20,23.140495867768596,42.5531914893617
2025,TE,Skill,SEC,75.0,274,9.625,78.25,4.91,34.0,26,119.0,7.34,4.45,1,23.933,85.057,1,0,Rounds 6-7,0,0.20812963332080714,20,23.553719008264462,42.5531914893617
2025,DL,DL,Big Ten,77.125,288,10.0,79.0,4.83,33.5,28,119.0,7.58,4.5,1,6.154,64.984,0,0,Rounds 4-5,0,0.20675303984627338,20,23.96694214876033,42.5531914893617
2023,OT,OL,Big Ten,77.625,306,9.375,79.125,5.1,31.5,20,113.0,7.6,4.69,1,7.842,61.934,0,0,Rounds 6-7,0,0.2032439654914055,20,24.380165289256198,42.5531914893617
2024,CB,Secondary,Big Ten,71.125,185,8.875,75.625,4.39,34.5,13,120.0,6.94,4.35,1,27.625,94.395,0,0,Undrafted,0,0.2014744056082143,20,24.793388429752067,42.5531914893617
2024,OT,OL,MEAC,79.75,353,9.75,85.5,5.35,27.5,31,105.0,7.5,4.41,1,10.624,67.994,0,0,Undrafted,0,0.20043467071060916,20,25.206611570247933,42.5531914893617
2024,S,Secondary,SEC,71.625,179,9.875,76.625,4.45,39.5,13,133.0,7.22,5.94,1,8.916,67.536,0,0,Rounds 6-7,0,0.19995624916751453,20,25.6198347107438,42.5531914893617
2024,RB,Skill,FBS Independent,71.375,221,10.25,76.5,4.71,38.0,23,125.0,7.0,4.25,1,20.776,83.947,1,0,Rounds 4-5,0,0.19971820484401717,20,26.033057851239672,42.5531914893617
2023,EDGE,DL,Big Ten,76.75,250,10.75,83.375,4.74,33.5,21,118.0,7.18,4.38,1,-0.651,40.694,0,0,Rounds 6-7,0,0.19961659653376357,20,26.446280991735538,42.5531914893617
2023,EDGE,DL,Big 12,74.5,269,9.25,82.0,4.68,33.0,20,117.0,7.43,4.52,1,6.28,57.494,0,0,Undrafted,0,0.1994612921844645,20,26.859504132231404,42.5531914893617
2023,DL,DL,SEC,75.0,304,10.0,82.0,5.1,29.5,24,109.0,7.6,4.79,1,13.237,75.362,0,0,Rounds 4-5,0,0.19228736077850797,20,27.27272727272727,42.5531914893617
2023,CB,Secondary,Big Ten,71.375,203,10.125,75.75,4.65,32.5,18,119.0,7.03,4.21,1,19.477,82.964,0,0,Rounds 2-3,1,0.19218153005040758,21,27.685950413223143,44.680851063829785
2023,CB,Secondary,AAC,72.0,195,9.5,78.0,4.53,37.5,15,125.0,6.97,4.52,1,4.061,51.527,0,0,Rounds 6-7,0,0.19180384845538317,21,28.09917355371901,44.680851063829785
2024,CB,Secondary,SEC,71.75,190,8.875,77.625,4.46,40.5,15,129.0,6.94,4.19,1,6.054,55.105,0,0,Rounds 6-7,0,0.19133494426817338,21,28.512396694214875,44.680851063829785
2024,DL,DL,ACC,74.375,302,10.25,79.125,4.99,32.0,27,109.0,7.95,4.75,1,8.778,68.7,0,0,Rounds 2-3,1,0.19103630744293687,22,28.92561983471074,46.808510638297875
2024,S,Secondary,SEC,70.5,198,9.0,73.875,4.47,37.0,17,123.0,7.03,5.04,1,24.777,87.417,1,0,Rounds 2-3,1,0.18992546458785808,23,29.338842975206614,48.93617021276596
2023,CB,Secondary,Big Ten,72.625,193,9.5,74.125,4.45,39.0,12,127.0,6.68,4.29,1,7.409,67.111,0,0,Rounds 2-3,1,0.18983692639393668,24,29.75206611570248,51.06382978723404
2025,EDGE,DL,SEC,77.875,274,9.125,82.75,5.45,24.5,30,138.0,8.19,4.97,0,20.608,84.235,1,0,Undrafted,0,0.1888104308650072,24,30.165289256198346,51.06382978723404
2023,WR,Skill,SEC,73.75,220,10.375,75.75,4.46,39.5,22,129.0,6.96,4.29,1,12.342,68.271,0,0,Rounds 2-3,1,0.18590998936348274,25,30.57851239669421,53.191489361702125
2024,TE,Skill,Pac-12,75.125,231,9.25,78.5,4.47,35.0,28,121.0,6.99,4.39,1,17.544,82.666,0,0,Rounds 6-7,0,0.1857194249666768,25,30.991735537190085,53.191489361702125
2023,EDGE,DL,Pac-12,76.0,260,9.0,80.125,4.49,32.0,28,110.0,7.37,4.44,1,14.225,78.17,0,0,Rounds 2-3,1,0.1845191202530833,26,31.40495867768595,55.319148936170215
2023,CB,Secondary,Pac-12,72.0,191,9.75,76.625,4.52,36.0,15,131.0,6.51,4.27,1,-3.917,38.149,0,0,Rounds 4-5,0,0.18203301485016848,26,31.818181818181817,55.319148936170215
2024,WR,Skill,OVC-Big South,72.75,202,10.125,76.125,4.44,39.5,19,132.0,6.85,4.12,1,10.257,67.367,0,0,Rounds 6-7,0,0.18152743110888936,26,32.231404958677686,55.319148936170215
2023,WR,Skill,Big Ten,70.0,204,10.125,72.0,4.52,35.5,16,123.0,6.94,4.29,1,19.477,82.964,0,0,Rounds 6-7,0,0.18144499876605075,26,32.64462809917356,55.319148936170215
2024,CB,Secondary,SEC,71.5,186,8.875,73.75,4.52,37.0,15,126.0,6.62,4.12,1,24.777,87.417,1,0,Rounds 2-3,1,0.1806168448709984,27,33.057851239669425,57.446808510638306
2024,EDGE,DL,Pac-12,75.875,264,9.75,78.75,4.69,33.5,21,114.0,7.07,4.48,1,3.221,62.169,0,0,Rounds 4-5,0,0.17929332726270422,27,33.47107438016529,57.446808510638306
2025,OT,OL,SEC,77.125,315,10.375,84.375,5.16,32.0,14,104.0,7.81,4.66,1,26.107,88.25,0,1,Round 1,0,0.17765540051264472,27,33.88429752066116,57.446808510638306
2024,S,Secondary,Big Ten,73.5,199,8.75,78.0,4.55,32.5,13,121.0,7.03,5.07,1,27.485,89.569,1,0,Undrafted,0,0.17657868686741474,27,34.29752066115703,57.446808510638306
2023,OT,OL,ACC,76.0,309,10.0,82.75,5.15,29.5,20,108.0,7.6,4.69,0,6.195,60.099,0,0,Rounds 6-7,0,0.17525703869945317,27,34.710743801652896,57.446808510638306
2024,OT,OL,Pac-12,77.75,324,10.125,80.625,5.13,32.0,30,111.0,7.81,4.63,1,13.996,79.392,0,1,Round 1,0,0.17484373962143362,27,35.12396694214876,57.446808510638306
2024,TE,Skill,Big 12,75.875,245,10.125,78.25,4.69,35.0,28,121.0,7.04,4.32,1,23.196,86.583,1,0,Rounds 4-5,0,0.1738068698760246,27,35.53719008264463,57.446808510638306
2025,CB,Secondary,Big 12,74.875,195,9.0,80.0,4.3,36.5,11,131.0,6.71,4.04,1,10.15,66.812,0,0,Rounds 2-3,1,0.17358488452975712,28,35.9504132231405,59.57446808510638
2025,WR,Skill,SEC,74.5,209,10.0,78.5,4.33,42.99,14,123.6,6.65,4.03,0,20.786,83.706,0,0,Undrafted,0,0.171795328583501,28,36.36363636363637,59.57446808510638
2024,IOL,OL,Big Ten,76.125,309,10.625,84.75,5.15,29.5,28,109.0,7.7,4.61,0,27.625,94.395,0,0,Rounds 6-7,0,0.17116540347818257,28,36.77685950413223,59.57446808510638
2023,CB,Secondary,ACC,72.0,198,9.625,77.625,4.45,38.5,12,125.0,7.09,4.41,1,-0.466,39.09,0,0,Rounds 2-3,1,0.1709334256526479,29,37.1900826446281,61.702127659574465
2025,EDGE,DL,Big 12,77.625,271,9.375,81.0,4.78,34.0,27,120.0,7.21,4.54,1,9.307,74.278,0,0,Undrafted,0,0.1708627152809848,29,37.60330578512397,61.702127659574465
2023,WR,Skill,SEC,76.0,229,10.0,83.375,4.55,35.5,18,126.0,6.97,4.29,1,7.555,60.994,0,0,Rounds 4-5,0,0.17074097842085556,29,38.01652892561984,61.702127659574465
2023,QB,Skill,AAC,74.5,220,9.375,75.625,4.64,37.5,20,122.0,6.89,4.25,1,4.061,51.527,0,0,Rounds 4-5,0,0.1701586422974587,29,38.429752066115704,61.702127659574465
2023,TE,Skill,Pac-12,76.0,246,10.25,78.375,4.67,35.0,21,120.0,7.37,4.3,0,19.146,79.905,0,0,Round 1,0,0.16840709784794522,29,38.84297520661157,61.702127659574465
2025,S,Secondary,SEC,71.25,186,9.0,75.375,4.45,40.36,17,121.4,6.65,4.03,1,26.107,88.25,0,0,Rounds 2-3,1,0.16768214717968383,30,39.25619834710744,63.829787234042556
2023,CB,Secondary,Pac-12,73.375,197,9.5,76.875,4.38,41.5,14,133.0,6.89,4.26,1,14.225,78.17,0,1,Round 1,0,0.1659322127212799,30,39.66942148760331,63.829787234042556
2025,WR,Skill,Big Ten,74.125,205,9.75,78.5,4.57,32.0,12,123.0,7.04,4.54,1,21.125,85.854,1,0,Undrafted,0,0.1656885273059201,30,40.082644628099175,63.829787234042556
2023,CB,Secondary,Big Ten,72.0,205,9.25,77.125,4.62,35.5,18,118.0,6.99,4.17,1,7.409,67.111,0,0,Undrafted,0,0.1637220774501721,30,40.49586776859504,63.829787234042556
2024,LB,LB,Big Ten,71.375,233,8.5,78.0,4.62,34.5,18,119.0,7.26,4.63,0,27.625,94.395,0,0,Rounds 6-7,0,0.16264343360150701,30,40.909090909090914,63.829787234042556
2024,QB,Skill,Big Ten,74.5,219,9.0,75.875,4.81,32.5,17,114.0,6.82,4.23,1,27.625,94.395,0,0,Round 1,0,0.16162685207121372,30,41.32231404958678,63.829787234042556
2023,OT,OL,Big 12,77.75,309,9.5,80.75,5.05,31.0,20,111.0,7.6,4.69,1,3.37,60.21,0,0,Undrafted,0,0.15908213039254365,30,41.735537190082646,63.829787234042556
2025,LB,LB,Big Ten,76.625,239,9.0,82.375,4.28,43.0,33,123.2,7.59,4.2,0,3.857,55.405,0,0,Undrafted,0,0.15856953730613724,30,42.14876033057851,63.829787234042556
2025,DL,DL,SEC,75.25,319,9.5,81.25,5.14,27.0,28,108.0,7.68,4.97,1,8.19,65.787,0,0,Undrafted,0,0.15849758822267346,30,42.561983471074385,63.829787234042556
2024,IOL,OL,Big 12,76.5,313,10.75,84.0,4.99,34.0,30,114.0,7.58,4.54,1,9.511,59.244,0,0,Rounds 2-3,1,0.15847753757728034,31,42.97520661157025,65.95744680851064
2025,WR,Skill,SEC,72.125,179,9.0,77.0,4.36,38.0,20,127.0,6.82,4.19,1,22.091,82.861,1,0,Rounds 4-5,0,0.15822136363475064,31,43.388429752066116,65.95744680851064
2025,DL,DL,Big Ten,74.875,299,10.125,78.625,4.28,24.5,33,93.0,8.19,4.97,0,24.823,87.333,1,0,Rounds 4-5,0,0.15797618114527898,31,43.80165289256198,65.95744680851064
2025,TE,Skill,SEC,77.0,241,9.75,79.5,4.84,30.0,33,129.3,7.15,4.4,1,26.107,88.25,0,0,Rounds 4-5,0,0.1579604770669018,31,44.214876033057855,65.95744680851064
2023,QB,Skill,Pac-12,73.625,203,9.875,74.75,4.56,32.5,20,121.0,7.28,4.44,1,8.553,65.594,0,0,Rounds 4-5,0,0.15791867044793928,31,44.62809917355372,65.95744680851064
2023,TE,Skill,SEC,76.0,242,9.5,79.125,4.67,35.5,21,120.0,7.36,4.32,0,27.296,89.526,1,0,Rounds 4-5,0,0.15738340683869967,31,45.04132231404959,65.95744680851064
2024,CB,Secondary,ACC,70.75,186,8.75,78.25,4.45,38.5,15,124.0,7.12,4.35,1,-0.369,43.622,0,0,Rounds 6-7,0,0.15661290276604614,31,45.45454545454545,65.95744680851064
2025,WR,Skill,Big Ten,70.75,193,9.0,74.75,4.76,37.82,12,130.0,6.78,4.07,1,9.315,68.599,0,0,Rounds 6-7,0,0.15538260688501754,31,45.867768595041326,65.95744680851064
2024,RB,Skill,Big Ten,68.5,229,9.0,69.625,4.56,36.0,22,119.0,7.25,4.26,0,27.485,89.569,1,0,Undrafted,0,0.15483321256210175,31,46.28099173553719,65.95744680851064
2023,IOL,OL,Pac-12,76.0,303,10.125,81.25,5.01,32.5,20,114.0,7.31,4.45,1,8.553,65.594,0,0,Rounds 4-5,0,0.1540857526949938,31,46.69421487603306,65.95744680851064
2023,DL,DL,SEC,77.625,310,9.5,80.875,4.88,31.0,22,110.0,7.5,4.73,1,7.555,60.994,0,0,Rounds 2-3,1,0.1524580810448421,32,47.107438016528924,68.08510638297872
2025,CB,Secondary,CAA,73.25,209,9.5,78.125,4.56,32.92,11,124.0,6.65,4.97,1,10.737,66.313,0,0,Undrafted,0,0.1521118787056387,32,47.5206611570248,68.08510638297872
2024,IOL,OL,MVFC,76.25,309,10.0,81.625,5.08,35.5,31,117.0,7.59,4.45,1,12.286,67.318,0,0,Rounds 4-5,0,0.1512263802005363,32,47.93388429752066,68.08510638297872
2023,CB,Secondary,SEC,73.75,207,8.5,74.125,4.36,33.5,15,122.0,6.89,4.3,1,29.908,93.511,0,0,Rounds 4-5,0,0.15114996351620033,32,48.34710743801653,68.08510638297872
2023,WR,Skill,Big Ten,71.25,201,8.625,76.75,4.42,33.0,20,127.0,7.01,4.47,1,7.842,61.934,0,0,Undrafted,0,0.1500029263278437,32,48.760330578512395,68.08510638297872
2025,RB,Skill,Big Ten,69.5,205,9.5,73.75,4.55,37.18,33,115.6,7.03,4.03,1,21.125,85.854,1,0,Rounds 4-5,0,0.14947235963435868,32,49.17355371900827,68.08510638297872
2024,DL,DL,ACC,75.5,303,9.0,80.625,5.12,30.0,27,109.0,7.81,4.75,1,11.169,68.436,0,0,Undrafted,0,0.14840566478586786,32,49.586776859504134,68.08510638297872
2024,WR,Skill,ACC,73.0,212,10.125,79.375,4.43,39.5,19,122.0,6.85,4.1,1,-0.369,43.622,0,0,Rounds 6-7,0,0.14811105367640331,32,50.0,68.08510638297872
2023,WR,Skill,ACC,69.0,179,9.25,73.375,4.48,38.5,13,131.0,6.91,4.29,1,6.195,60.099,0,0,Rounds 2-3,1,0.14531199221975455,33,50.413223140495866,70.2127659574468
2023,EDGE,DL,ACC,76.0,238,8.625,78.875,4.61,34.5,22,123.0,7.22,4.45,1,6.195,60.099,0,0,Undrafted,0,0.14515154219676424,33,50.82644628099173,70.2127659574468
2024,CB,Secondary,Pac-12,69.75,184,9.125,72.375,4.54,34.5,18,125.0,7.05,4.32,1,3.221,62.169,0,0,Rounds 4-5,0,0.14491736649350667,33,51.2396694214876,70.2127659574468
2023,EDGE,DL,Sun Belt,74.25,236,9.5,80.625,4.58,35.5,23,120.0,7.07,4.45,1,0.411,45.95,0,0,Rounds 6-7,0,0.14482297736256622,33,51.652892561983464,70.2127659574468
2025,CB,Secondary,Big Ten,72.125,195,8.5,76.125,4.42,29.5,24,121.7,6.65,4.03,0,24.823,87.333,1,0,Rounds 6-7,0,0.1442058323277344,33,52.066115702479344,70.2127659574468
2023,C,OL,Big Ten,75.25,301,10.25,81.75,5.22,32.0,20,102.0,7.75,4.82,1,19.477,82.964,0,0,Rounds 2-3,1,0.14365921247905894,34,52.47933884297521,72.3404255319149
2023,OT,OL,SEC,77.0,306,10.0,81.125,5.15,30.0,20,108.0,7.6,4.69,0,7.555,60.994,0,0,Undrafted,0,0.14330363091508297,34,52.892561983471076,72.3404255319149
2025,RB,Skill,Big 12,69.5,219,9.375,73.875,4.65,39.5,17,123.0,7.37,4.97,1,11.793,78.233,0,0,Rounds 4-5,0,0.14311437575508107,34,53.30578512396694,72.3404255319149
2025,CB,Secondary,Big Ten,72.5,213,9.0,79.5,4.38,30.44,11,116.6,8.12,4.97,0,6.154,64.984,0,0,Undrafted,0,0.14287917179071707,34,53.71900826446281,72.3404255319149
2024,DL,DL,Big Ten,77.375,281,10.25,78.875,5.05,31.5,25,114.0,7.16,4.37,1,6.086,61.244,0,0,Rounds 6-7,0,0.14250926961298058,34,54.132231404958674,72.3404255319149
2023,WR,Skill,FBS Independent,68.0,179,8.75,72.5,4.44,39.5,14,134.0,6.92,4.29,1,-3.902,44.748,0,0,Rounds 6-7,0,0.1425041263618147,34,54.54545454545454,72.3404255319149
2025,DL,DL,Big Ten,75.75,306,10.0,82.625,5.09,28.0,11,103.0,8.19,4.03,1,-0.535,43.23,0,0,Rounds 6-7,0,0.14237066351886465,34,54.958677685950406,72.3404255319149
