Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2023,K,Special Teams,Michigan,Big Ten,73.0,209,9.5,30.875,75.875,4.58,34.0,20,121.0,7.27,4.44,0,2124,23.62,85.085,79.485,79.2,57.128,5.0752,1,0,Rounds 4-5,0,0.21443793669704966,46,42.561983471074385,97.87234042553192
2025,DL,DL,Nebraska,Big Ten,77.125,288,10.0,32.25,79.0,4.83,33.5,28,119.0,7.58,4.5,1,1537,6.154,64.984,58.011,69.664,41.381,4.9972,0,0,Rounds 4-5,0,0.2141884087560664,46,42.97520661157025,97.87234042553192
2023,EDGE,DL,Clemson,ACC,77.0,268,8.5,33.75,81.25,4.62,32.0,25,117.0,7.36,4.44,1,1843,17.553,74.958,64.744,77.07,48.641,5.4424,0,1,Round 1,0,0.2135976056603723,46,43.388429752066116,97.87234042553192
2023,C,OL,Arkansas,SEC,75.0,306,9.75,33.25,79.625,5.26,32.5,20,111.0,7.52,4.43,1,1686,6.93,62.299,69.2,48.112,56.255,5.0876,0,0,Rounds 4-5,0,0.21167292681020433,46,43.80165289256198,97.87234042553192
2023,RB,Skill,Auburn,SEC,71.625,210,9.5,32.0,76.625,4.56,32.5,20,119.0,7.23,4.68,1,1596,6.205,55.022,47.067,62.103,45.36,5.1417,0,0,Rounds 2-3,1,0.2104908252735063,47,44.214876033057855,100.0
2023,CB,Secondary,Utah,Pac-12,69.0,184,9.125,29.125,70.375,4.51,33.0,18,133.0,6.51,4.32,1,1915,19.146,79.905,74.866,74.068,53.378,4.9836,0,0,Rounds 4-5,0,0.21041010503755544,47,44.62809917355372,100.0
2025,TE,Skill,Texas,SEC,77.0,241,9.75,32.625,79.5,4.84,30.0,33,129.3,7.15,4.4,1,2042,26.107,88.25,73.85,92.32,35.538,4.9345,0,0,Rounds 4-5,0,0.20926812531689581,47,45.04132231404959,100.0
2025,DL,DL,Alabama,SEC,76.375,302,10.375,33.0,81.625,4.28,24.5,33,138.0,6.65,4.6,0,1986,23.933,85.057,77.281,79.955,59.628,4.2341,1,0,Rounds 6-7,0,0.20836755752204053,47,45.45454545454545,100.0
2023,CB,Secondary,Stanford,Pac-12,72.0,191,9.75,32.0,76.625,4.52,36.0,15,131.0,6.51,4.27,1,1237,-3.917,38.149,36.614,44.176,50.17,4.625,0,0,Rounds 4-5,0,0.20805524392424274,47,45.867768595041326,100.0
2024,QB,Skill,Washington,Pac-12,74.25,216,10.5,33.625,81.0,4.79,32.5,17,112.0,7.04,4.26,0,1879,17.544,82.666,86.101,64.802,60.593,5.5255,0,1,Round 1,0,0.20750230785518997,47,46.28099173553719,100.0
2023,WR,Skill,Cincinnati,AAC,68.625,182,8.625,28.875,70.375,4.4,37.5,14,124.0,6.92,4.29,1,1690,6.451,60.989,44.607,64.989,69.829,5.0689,0,0,Rounds 4-5,0,0.20738830046039616,47,46.69421487603306,100.0
2025,EDGE,DL,Ole Miss,SEC,77.875,274,9.125,33.5,82.75,5.45,24.5,30,138.0,8.19,4.97,0,2007,20.608,84.235,76.596,81.866,47.73,0.0,1,0,Undrafted,0,0.20548613335212673,47,47.107438016528924,100.0
2023,DL,DL,Texas,Big 12,74.625,292,10.375,34.5,83.375,5.04,33.0,29,112.0,7.53,4.75,1,1900,19.379,79.1,73.758,70.57,66.449,2.3026,1,0,Rounds 6-7,0,0.20446835364218977,47,47.5206611570248,100.0
2024,EDGE,DL,Washington St.,Pac-12,75.875,264,9.75,32.75,78.75,4.69,33.5,21,114.0,7.07,4.48,1,1546,3.221,62.169,54.667,62.054,59.872,4.654,0,0,Rounds 4-5,0,0.20396878259943269,47,47.93388429752066,100.0
2025,TE,Skill,Alabama,SEC,75.0,274,9.625,31.25,78.25,4.91,34.0,26,119.0,7.34,4.45,1,1986,23.933,85.057,77.281,79.955,59.628,4.4308,1,0,Rounds 6-7,0,0.20269758365970836,47,48.34710743801653,100.0
2025,CB,Secondary,Ohio State,Big Ten,72.125,195,8.5,30.625,76.125,4.42,29.5,24,121.7,6.65,4.03,0,2211,24.823,87.333,80.443,83.601,49.523,4.4886,1,0,Rounds 6-7,0,0.20125763464472882,47,48.760330578512395,100.0
2025,CB,Secondary,UCF,Big 12,70.25,191,8.375,29.75,72.625,4.41,43.0,15,123.2,6.9,4.03,1,1557,5.283,53.294,60.369,50.721,32.002,4.7362,0,0,Rounds 4-5,0,0.2001371346434735,47,49.17355371900827,100.0
2023,EDGE,DL,San Jose St.,Mountain West,76.0,276,9.0,33.0,77.375,4.74,34.0,24,118.0,7.5,4.52,1,1444,-5.871,37.879,45.968,41.711,27.738,4.8675,0,0,Rounds 4-5,0,0.19961556016456453,47,49.586776859504134,100.0
2024,WR,Skill,Southeast Missouri St.,OVC-Big South,72.75,202,10.125,31.625,76.125,4.44,39.5,19,132.0,6.85,4.12,1,1689,10.257,67.367,64.253,63.204,55.565,3.7612,0,0,Rounds 6-7,0,0.19910189042774792,47,50.0,100.0
2023,EDGE,DL,Appalachian St.,Sun Belt,74.25,236,9.5,33.625,80.625,4.58,35.5,23,120.0,7.07,4.45,1,1593,0.411,45.95,62.053,35.887,34.024,4.585,0,0,Rounds 6-7,0,0.19771681859059423,47,50.413223140495866,100.0
2023,WR,Skill,Penn St.,Big Ten,70.0,204,10.125,29.0,72.0,4.52,35.5,16,123.0,6.94,4.29,1,2000,19.477,82.964,71.335,83.462,50.595,4.3041,0,0,Rounds 6-7,0,0.19559461620817625,47,50.82644628099173,100.0
2025,IOL,OL,Iowa,Big Ten,77.75,309,10.0,32.0,77.125,5.45,28.5,33,110.0,7.78,4.63,1,1774,11.144,70.238,48.063,74.759,71.573,2.3026,0,0,Rounds 6-7,0,0.19465307724594888,47,51.2396694214876,100.0
2024,CB,Secondary,Mississippi,SEC,72.0,183,8.5,30.75,73.75,4.38,34.5,15,125.0,6.94,4.55,1,1737,15.302,75.391,76.693,64.536,49.591,4.6634,0,0,Rounds 4-5,0,0.19431782523641739,47,51.652892561983464,100.0
2024,S,Secondary,Auburn,SEC,71.625,179,9.875,32.375,76.625,4.45,39.5,13,133.0,7.22,5.94,1,1585,8.916,67.536,49.076,72.965,65.063,4.5539,0,0,Rounds 6-7,0,0.19425840794716592,47,52.066115702479344,100.0
2025,EDGE,DL,Miami,ACC,76.625,258,10.0,33.125,80.25,4.62,35.5,19,121.0,6.65,4.16,1,1855,17.338,77.097,87.084,52.889,41.286,4.4188,1,0,Rounds 6-7,0,0.1935242678298843,47,52.47933884297521,100.0
2025,WR,Skill,Georgia,SEC,70.0,185,9.25,31.375,75.625,4.4,33.5,11,120.0,6.9,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,2.7081,1,0,Rounds 6-7,0,0.19242178765093496,47,52.892561983471076,100.0
2025,DL,DL,Ohio State,Big Ten,74.875,299,10.125,32.25,78.625,4.28,24.5,33,93.0,8.19,4.97,0,2211,24.823,87.333,80.443,83.601,49.523,4.7095,1,0,Rounds 4-5,0,0.19195335461536395,47,53.30578512396694,100.0
2024,LB,LB,Michigan,Big Ten,71.375,233,8.5,32.125,78.0,4.62,34.5,18,119.0,7.26,4.63,0,2210,27.625,94.395,88.226,91.352,54.858,2.9444,0,0,Rounds 6-7,0,0.18952642235677486,47,53.71900826446281,100.0
2025,TE,Skill,Notre Dame,FBS Independent,77.375,241,9.5,32.0,77.0,4.74,31.0,33,115.0,7.25,4.4,1,2154,25.305,88.314,78.053,88.226,42.499,4.5643,0,0,Rounds 6-7,0,0.18692523267802022,47,54.132231404958674,100.0
2025,RB,Skill,Arizona State,Big 12,69.5,219,9.375,29.75,73.875,4.65,39.5,17,123.0,7.37,4.97,1,1801,11.793,78.233,79.692,66.688,47.348,5.037,0,0,Rounds 4-5,0,0.18390186211440632,47,54.54545454545454,100.0
2025,LB,LB,Florida,SEC,73.0,222,8.5,31.5,77.75,4.69,32.0,11,117.0,7.09,4.27,1,1767,11.901,71.717,58.466,70.419,67.15,4.6728,0,0,Rounds 4-5,0,0.18388145673322284,47,54.958677685950406,100.0
2024,C,OL,Michigan St.,Big Ten,76.0,307,9.75,32.75,79.0,5.17,31.5,27,107.0,7.41,4.29,0,1338,-3.512,38.745,32.821,44.666,62.478,3.434,0,0,Rounds 6-7,0,0.18284369913431178,47,55.371900826446286,100.0
2025,TE,Skill,South Carolina,SEC,76.125,239,10.125,33.75,83.0,4.65,38.0,33,124.0,7.22,4.4,1,1810,14.834,76.206,60.762,80.864,51.02,0.0,0,0,Undrafted,0,0.1824826963078081,47,55.78512396694215,100.0
2024,C,OL,Michigan,Big Ten,73.5,298,9.0,33.0,78.25,5.23,29.5,25,101.0,7.33,4.5,1,2210,27.625,94.395,88.226,91.352,54.858,0.0,0,0,Undrafted,0,0.18145865197667116,47,56.19834710743802,100.0
2024,CB,Secondary,South Carolina,SEC,71.75,190,8.875,32.0,77.625,4.46,40.5,15,129.0,6.94,4.19,1,1594,6.054,55.105,53.866,54.724,48.937,4.3694,0,0,Rounds 6-7,0,0.18068954422126032,47,56.611570247933884,100.0
2023,WR,Skill,Liberty,FBS Independent,68.0,179,8.75,30.25,72.5,4.44,39.5,14,134.0,6.92,4.29,1,1413,-3.902,44.748,35.822,54.191,53.85,3.8918,0,0,Rounds 6-7,0,0.18003431354477353,47,57.02479338842975,100.0
2025,IOL,OL,Ohio State,Big Ten,75.625,315,9.75,33.5,83.75,4.28,24.5,11,102.1,6.65,4.03,0,2211,24.823,87.333,80.443,83.601,49.523,5.4596,1,1,Round 1,0,0.17914911046481988,47,57.438016528925615,100.0
2025,WR,Skill,Texas,SEC,71.0,191,9.5,30.5,76.375,4.29,27.78,11,115.1,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,5.4638,0,0,Round 1,0,0.1787900980709931,47,57.85123966942148,100.0
2023,QB,Skill,UCLA,Pac-12,73.625,203,9.875,30.625,74.75,4.56,32.5,20,121.0,7.28,4.44,1,1684,8.553,65.594,81.525,44.786,34.94,4.7791,0,0,Rounds 4-5,0,0.1783349230534449,47,58.26446280991735,100.0
2024,OT,OL,Central Florida,Big 12,77.75,306,10.125,33.625,80.625,4.95,36.5,29,117.0,7.76,4.75,1,1617,9.736,69.854,75.965,58.387,40.005,4.0073,0,0,Rounds 6-7,0,0.17830413600666953,47,58.67768595041323,100.0
2024,DL,DL,Iowa,Big Ten,77.375,281,10.25,32.25,78.875,5.05,31.5,25,114.0,7.16,4.37,1,1575,6.086,61.244,18.216,86.165,61.239,4.3944,0,0,Rounds 6-7,0,0.17780282188522573,47,59.09090909090909,100.0
2025,WR,Skill,Tennessee,SEC,74.5,209,10.0,32.125,78.5,4.33,42.99,14,123.6,6.65,4.03,0,1915,20.786,83.706,67.16,87.119,52.677,0.0,0,0,Undrafted,0,0.1771936660670572,47,59.50413223140496,100.0
2025,RB,Skill,Miami,ACC,71.625,217,9.5,30.5,75.25,4.51,35.0,33,124.0,6.95,4.97,1,1855,17.338,77.097,87.084,52.889,41.286,3.5835,1,1,Rounds 6-7,0,0.17663509288481147,47,59.917355371900825,100.0
2025,LB,LB,Georgia,SEC,73.0,243,10.25,32.0,79.875,4.75,24.5,11,115.3,6.88,4.03,0,1998,22.091,82.861,79.935,73.308,59.572,5.4972,1,1,Round 1,0,0.17621630832988167,47,60.33057851239669,100.0
2025,WR,Skill,Minnesota,Big Ten,70.75,193,9.0,30.625,74.75,4.76,37.82,12,130.0,6.78,4.07,1,1674,9.315,68.599,55.808,75.809,45.723,3.3673,0,0,Rounds 6-7,0,0.17608920770211361,47,60.74380165289256,100.0
2023,TE,Skill,Oklahoma,Big 12,75.5,241,9.75,33.25,79.125,4.68,32.0,20,117.0,7.3,4.36,1,1662,9.969,66.271,71.907,54.872,48.16,2.4849,0,0,Rounds 6-7,0,0.17540833512162088,47,61.15702479338842,100.0
2025,DL,DL,Georgia Tech,ACC,77.5,321,10.25,34.75,85.125,5.14,34.5,11,111.0,6.65,4.03,1,1554,7.402,66.705,72.242,58.501,35.797,1.7918,0,0,Rounds 6-7,0,0.17507484611871896,47,61.57024793388429,100.0
2025,EDGE,DL,Central Arkansas,UAC,72.875,263,9.25,31.875,77.5,4.69,35.0,26,118.0,7.15,4.39,1,1742,12.036,70.585,65.506,67.645,49.236,4.9273,0,0,Rounds 4-5,0,0.17457803252970353,47,61.98347107438017,100.0
2024,OT,OL,Howard,MEAC,79.75,353,9.75,35.125,85.5,5.35,27.5,31,105.0,7.5,4.41,1,1743,10.624,67.994,66.593,60.836,53.823,0.0,0,0,Undrafted,0,0.17277421998075976,47,62.396694214876035,100.0
2025,RB,Skill,Rutgers,Big Ten,68.25,211,9.0,38.625,72.0,4.6,34.5,11,115.7,7.58,4.97,1,1533,3.857,55.405,64.09,40.753,58.771,3.2581,0,0,Rounds 6-7,0,0.172188843452987,47,62.8099173553719,100.0
2023,OT,OL,Maryland,Big Ten,77.625,306,9.375,33.0,79.125,5.1,31.5,20,113.0,7.6,4.69,1,1645,7.842,61.934,61.039,57.849,51.968,4.2905,0,0,Rounds 6-7,0,0.1720014895406323,47,63.22314049586777,100.0
2023,OT,OL,Georgia,SEC,77.375,311,10.625,34.75,82.75,4.97,30.0,20,108.0,7.6,4.69,1,2300,29.908,93.511,90.791,87.647,45.406,5.5013,0,0,Round 1,0,0.16969634720948815,47,63.63636363636363,100.0
2023,RB,Skill,Georgia,SEC,72.25,204,9.0,30.5,76.375,4.62,35.5,20,122.0,7.11,4.57,1,2300,29.908,93.511,90.791,87.647,45.406,3.091,0,0,Rounds 6-7,0,0.16958996417378075,47,64.0495867768595,100.0
2024,K,Special Teams,Arkansas,SEC,73.0,172,9.25,30.5,73.625,4.29,39.0,13,130.0,6.69,4.06,0,1431,2.225,47.846,34.458,61.741,53.372,3.8501,0,0,Rounds 6-7,0,0.16852548829996425,47,64.46280991735537,100.0
2023,CB,Secondary,Houston,AAC,72.0,195,9.5,32.0,78.0,4.53,37.5,15,125.0,6.97,4.52,1,1619,4.061,51.527,62.603,38.496,54.875,1.6094,0,0,Rounds 6-7,0,0.1675099218486813,47,64.87603305785123,100.0
2024,CB,Secondary,Washington St.,Pac-12,69.75,184,9.125,30.25,72.375,4.54,34.5,18,125.0,7.05,4.32,1,1546,3.221,62.169,54.667,62.054,59.872,4.625,0,0,Rounds 4-5,0,0.1657323542841525,47,65.28925619834712,100.0
2024,WR,Skill,Pittsburgh,ACC,73.0,212,10.125,33.25,79.375,4.43,39.5,19,122.0,6.85,4.1,1,1404,-0.369,43.622,32.282,60.013,38.896,4.4886,0,0,Rounds 6-7,0,0.1656985771225527,47,65.70247933884298,100.0
2024,RB,Skill,Clemson,ACC,71.0,206,9.625,30.25,74.125,4.51,35.0,22,122.0,6.82,4.23,0,1764,13.892,72.489,48.101,90.04,37.087,4.8828,1,0,Rounds 4-5,0,0.16507132020828624,47,66.11570247933885,100.0
2023,DL,DL,Georgia,SEC,75.0,314,10.25,33.5,81.0,5.13,29.0,25,106.0,7.65,4.82,0,2300,29.908,93.511,90.791,87.647,45.406,5.5215,0,1,Round 1,0,0.16495553013403322,47,66.52892561983471,100.0
2025,WR,Skill,Oregon,Big Ten,74.125,205,9.75,31.5,78.5,4.57,32.0,12,123.0,7.04,4.54,1,2040,21.125,85.854,85.403,73.779,53.859,0.0,1,0,Undrafted,0,0.16462232893370338,47,66.94214876033058,100.0
2023,IOL,OL,USC,Pac-12,78.0,310,10.0,32.125,77.75,5.22,29.0,20,105.0,7.9,4.79,1,1745,13.164,77.414,90.693,44.38,43.862,3.4012,0,0,Rounds 6-7,0,0.16453890176638913,47,67.35537190082644,100.0
2023,OT,OL,Boise St.,Mountain West,77.75,309,10.75,34.0,83.625,5.24,28.5,20,104.0,7.52,4.52,1,1712,3.797,52.954,41.976,64.425,46.27,0.0,0,0,Undrafted,0,0.16406683113685072,47,67.76859504132231,100.0
2025,CB,Secondary,California,ACC,70.75,189,8.75,29.625,75.0,4.45,37.75,11,122.3,6.65,4.97,1,1529,4.302,57.687,45.477,64.264,58.117,4.3307,0,0,Rounds 6-7,0,0.1618209844389328,47,68.18181818181817,100.0
2024,IOL,OL,Maryland,Big Ten,76.125,308,9.875,33.0,80.625,5.01,26.5,28,112.0,7.64,4.61,1,1695,8.085,66.299,64.78,61.709,49.654,0.0,0,0,Undrafted,0,0.16115403510649137,47,68.59504132231406,100.0
2024,C,OL,Duke,ACC,75.0,308,10.0,32.375,79.0,5.09,29.5,28,108.0,7.41,4.01,1,1654,8.778,68.7,63.774,63.667,60.347,4.5643,0,0,Rounds 6-7,0,0.1611267595206969,47,69.00826446280992,100.0
2024,LB,LB,Texas,Big 12,74.375,240,9.5,31.75,74.375,4.62,33.5,18,121.0,7.44,4.44,1,2025,23.196,86.583,76.615,83.977,60.972,4.4308,1,0,Rounds 6-7,0,0.16050705653964142,47,69.42148760330579,100.0
2024,S,Secondary,Texas Tech,Big 12,74.375,216,9.125,33.375,79.125,4.51,41.0,24,146.0,6.81,4.04,1,1562,6.237,62.556,51.102,66.311,59.243,0.0,0,0,Undrafted,0,0.15785375790583742,47,69.83471074380165,100.0
2024,CB,Secondary,Tennessee,SEC,73.0,196,8.5,30.875,74.125,4.49,38.0,15,126.0,6.94,4.25,0,1877,14.091,72.034,66.494,68.45,54.522,3.8712,1,0,Rounds 6-7,0,0.1558401642980371,47,70.24793388429752,100.0
2024,CB,Secondary,Pittsburgh,ACC,70.75,186,8.75,32.875,78.25,4.45,38.5,15,124.0,7.12,4.35,1,1404,-0.369,43.622,32.282,60.013,38.896,3.4012,0,0,Rounds 6-7,0,0.15468073336800156,47,70.66115702479338,100.0
2023,LB,LB,Cincinnati,AAC,70.5,231,9.5,30.25,72.0,4.55,33.5,22,119.0,7.44,4.41,0,1690,6.451,60.989,44.607,64.989,69.829,0.0,0,1,Undrafted,0,0.15414585967826666,47,71.07438016528926,100.0
2025,WR,Skill,Notre Dame,FBS Independent,75.0,201,9.5,31.5,79.5,4.49,38.37,19,123.0,7.02,4.42,0,2154,25.305,88.314,78.053,88.226,42.499,0.0,0,0,Undrafted,0,0.15397995023612615,47,71.48760330578511,100.0
2023,LB,LB,TCU,Big 12,71.0,227,8.625,31.625,75.0,4.49,30.5,20,117.0,7.44,4.42,1,1729,14.378,80.5,80.39,69.518,54.974,3.7612,0,0,Rounds 6-7,0,0.15372465735601853,47,71.900826446281,100.0
2023,OT,OL,Florida,SEC,77.0,306,10.0,34.0,81.125,5.15,30.0,20,108.0,7.6,4.69,0,1581,7.555,60.994,69.396,49.078,49.533,0.0,0,0,Undrafted,0,0.15362770235562834,47,72.31404958677686,100.0
2025,LB,LB,Indiana,Big Ten,72.625,218,9.534,31.626,79.875,4.38,35.0,11,127.0,7.24,4.03,1,1951,18.73,83.71,85.132,72.021,40.91,0.0,1,0,Undrafted,0,0.1530585664071101,47,72.72727272727273,100.0
2025,LB,LB,Rutgers,Big Ten,76.625,239,9.0,34.5,82.375,4.28,43.0,33,123.2,7.59,4.2,0,1533,3.857,55.405,64.09,40.753,58.771,0.0,0,0,Undrafted,0,0.15214660905553834,47,73.14049586776859,100.0
2025,DL,DL,North Carolina,ACC,76.25,294,10.25,33.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,1496,2.602,50.555,55.402,46.067,47.749,0.0,0,0,Undrafted,0,0.15061700633937736,47,73.55371900826447,100.0
2024,C,OL,Oklahoma,Big 12,76.0,314,10.0,32.5,78.75,5.42,24.5,24,95.0,7.41,4.33,1,1930,22.492,84.142,84.36,76.697,33.868,0.0,0,0,Undrafted,0,0.1500040250123699,47,73.96694214876032,100.0
2025,CB,Secondary,Western Michigan,MAC,73.25,190,9.0,30.75,75.5,4.43,26.41,16,124.0,6.65,4.03,1,1268,-10.952,37.661,53.267,24.968,62.263,4.3944,0,0,Rounds 6-7,0,0.14966907007458946,47,74.3801652892562,100.0
2023,OT,OL,Kansas,Big 12,77.75,309,9.5,34.125,80.75,5.05,31.0,20,111.0,7.6,4.69,1,1373,3.37,60.21,82.028,38.063,37.048,0.0,0,0,Undrafted,0,0.1494785080514708,47,74.79338842975206,100.0
2024,S,Secondary,Miami,ACC,76.25,231,9.5,33.625,80.25,4.65,30.0,17,117.0,6.69,3.5,1,1580,11.169,68.436,66.666,63.176,51.762,2.8332,0,0,Rounds 6-7,0,0.14909419728123519,47,75.20661157024794,100.0
2025,TE,Skill,Utah,Big 12,74.0,236,10.5,31.5,76.75,5.45,43.0,11,113.3,8.19,4.03,0,1563,5.029,60.487,30.282,79.81,59.786,0.0,0,0,Undrafted,0,0.1470041827149646,47,75.6198347107438,100.0
2025,OT,OL,Texas,SEC,77.125,315,10.375,33.5,84.375,5.16,32.0,14,104.0,7.81,4.66,1,2042,26.107,88.25,73.85,92.32,35.538,5.5215,0,1,Round 1,0,0.14579411964538183,47,76.03305785123968,100.0
2025,S,Secondary,Nevada,Mountain West,70.625,202,9.5,31.0,75.25,4.41,41.5,18,128.0,6.65,4.14,1,1192,-8.417,32.498,47.2,30.419,32.833,3.5264,0,0,Rounds 6-7,0,0.14364802871534244,47,76.44628099173553,100.0
2023,IOL,OL,Washington,Pac-12,77.75,306,10.75,34.0,81.125,5.5,28.0,20,101.0,8.34,4.97,1,1760,11.472,73.944,84.016,49.984,45.242,0.0,1,0,Undrafted,0,0.1435924475637408,47,76.85950413223141,100.0
2024,OT,OL,Georgia,SEC,79.75,340,11.25,36.125,86.75,5.07,25.5,30,111.0,7.46,4.41,1,2273,24.777,87.417,88.149,74.455,48.128,5.4848,1,0,Round 1,0,0.1422365491524809,47,77.27272727272727,100.0
2025,WR,Skill,Colorado,Big 12,68.125,174,8.625,30.375,74.5,4.46,38.0,27,128.0,6.65,4.41,1,1701,12.691,74.938,72.644,69.84,45.06,3.9318,0,0,Rounds 6-7,0,0.14169371475182688,47,77.68595041322314,100.0
2024,RB,Skill,Georgia,SEC,69.625,207,9.5,29.75,73.0,4.56,32.5,22,114.0,6.95,4.24,1,2273,24.777,87.417,88.149,74.455,48.128,0.0,1,0,Undrafted,0,0.1415130641563548,47,78.099173553719,100.0
2025,WR,Skill,Pittsburgh,ACC,71.375,186,8.5,29.375,74.375,4.59,36.0,19,124.0,7.37,4.03,1,1456,3.991,55.816,49.345,57.768,56.475,2.8332,0,0,Rounds 6-7,0,0.14125820934050856,47,78.51239669421489,100.0
2025,EDGE,DL,Baylor,Big 12,75.75,242,9.0,34.25,81.25,5.45,32.5,21,124.0,6.65,4.97,1,1656,9.105,70.789,70.321,56.691,72.021,0.0,0,0,Undrafted,0,0.14068267345978908,47,78.92561983471074,100.0
2024,S,Secondary,Ohio St.,Big Ten,73.5,199,8.75,32.0,78.0,4.55,32.5,13,121.0,7.03,5.07,1,2065,27.485,89.569,83.397,86.658,44.2,0.0,1,0,Undrafted,0,0.14024006181979864,47,79.33884297520662,100.0
2023,K,Special Teams,Georgia,SEC,72.0,194,9.125,29.625,74.375,4.58,34.0,20,121.0,7.27,4.44,0,2300,29.908,93.511,90.791,87.647,45.406,0.0,0,0,Undrafted,0,0.1399248879181693,47,79.75206611570248,100.0
2024,IOL,OL,Liberty,Conference USA,75.25,322,10.25,33.25,81.125,5.5,24.0,26,96.0,8.26,4.97,1,1609,3.816,67.732,83.531,42.547,34.869,0.0,0,0,Undrafted,0,0.13959506130165947,47,80.16528925619835,100.0
2024,DL,DL,Auburn,SEC,74.375,286,9.625,32.0,78.25,5.06,29.5,27,103.0,6.81,4.6,1,1585,8.916,67.536,49.076,72.965,65.063,2.4849,0,0,Rounds 6-7,0,0.13956620242926615,47,80.57851239669421,100.0
2023,RB,Skill,Northwestern,Big Ten,70.125,209,9.25,30.625,74.375,4.47,37.0,20,123.0,6.9,4.38,1,1257,-7.588,30.34,26.742,42.636,51.301,4.4188,0,0,Rounds 6-7,0,0.1388573616151493,47,80.99173553719008,100.0
2024,LB,LB,Penn St.,Big Ten,73.375,241,10.25,31.5,77.75,4.58,35.0,18,124.0,7.45,4.74,1,2000,25.618,85.731,66.931,89.424,64.921,0.0,1,0,Undrafted,0,0.13838451236992866,47,81.40495867768594,100.0
2023,IOL,OL,Tennessee-Chattanooga,SoCon,78.0,324,10.25,35.0,83.875,5.24,26.5,20,105.0,7.7,4.97,1,1738,11.336,69.68,68.952,64.29,44.371,0.0,0,0,Undrafted,0,0.13711220807314478,47,81.81818181818183,100.0
2025,IOL,OL,Clemson,ACC,77.25,321,9.0,32.625,80.875,5.45,24.5,11,113.3,6.77,4.03,0,1807,14.768,79.193,79.078,73.333,36.319,0.0,0,0,Undrafted,0,0.13420322576630772,47,82.23140495867769,100.0
2025,CB,Secondary,Nebraska,Big Ten,72.5,213,9.0,32.75,79.5,4.38,30.44,11,116.6,8.12,4.97,0,1537,6.154,64.984,58.011,69.664,41.381,0.0,0,0,Undrafted,0,0.13161806126191714,47,82.64462809917356,100.0
2023,EDGE,DL,Iowa St.,Big 12,74.5,269,9.25,33.75,82.0,4.68,33.0,20,117.0,7.43,4.52,1,1554,6.28,57.494,40.857,78.383,33.853,0.0,0,0,Undrafted,0,0.13060347829311422,47,83.05785123966942,100.0
2023,RB,Skill,Kentucky,SEC,72.0,217,8.625,30.625,73.625,4.55,34.5,20,122.0,6.92,4.4,0,1606,5.824,59.284,46.761,72.541,34.773,4.1897,0,0,Rounds 6-7,0,0.12883930414540065,47,83.47107438016529,100.0
2025,EDGE,DL,Brigham Young,Big 12,77.625,271,9.375,33.125,81.0,4.78,34.0,27,120.0,7.21,4.54,1,1717,9.307,74.278,67.062,70.631,58.08,0.0,0,0,Undrafted,0,0.12854602899802134,47,83.88429752066115,100.0
2025,DL,DL,Arkansas,SEC,75.25,319,9.5,33.0,81.25,5.14,27.0,28,108.0,7.68,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,0.0,0,0,Undrafted,0,0.12807961693399716,47,84.29752066115702,100.0
2024,RB,Skill,Ohio St.,Big Ten,68.5,229,9.0,28.625,69.625,4.56,36.0,22,119.0,7.25,4.26,0,2065,27.485,89.569,83.397,86.658,44.2,0.0,1,0,Undrafted,0,0.12713576264986332,47,84.71074380165288,100.0
2023,RB,Skill,Utah,Pac-12,72.375,237,9.25,31.125,76.0,4.74,30.0,20,118.0,6.84,4.32,1,1915,19.146,79.905,74.866,74.068,53.378,0.0,0,0,Undrafted,0,0.12659250329261787,47,85.12396694214877,100.0
2024,DL,DL,Miami,ACC,75.5,303,9.0,33.875,80.625,5.12,30.0,27,109.0,7.81,4.75,1,1580,11.169,68.436,66.666,63.176,51.762,0.0,0,0,Undrafted,0,0.12544097764590895,47,85.53719008264463,100.0
2024,IOL,OL,Utah,Pac-12,76.5,321,10.0,32.5,79.5,5.38,29.5,27,101.0,7.95,4.9,1,1684,10.768,65.114,50.684,74.826,48.257,0.0,0,0,Undrafted,0,0.124597001001763,47,85.9504132231405,100.0
2025,DL,DL,Utah,Big 12,75.5,308,10.5,32.5,78.75,5.03,28.5,24,93.0,8.19,4.03,1,1563,5.029,60.487,30.282,79.81,59.786,0.0,0,0,Undrafted,0,0.12388264812168728,47,86.36363636363636,100.0
2023,WR,Skill,Charlotte,Conference USA,74.0,201,9.5,31.875,77.875,4.57,35.0,17,125.0,6.89,4.32,1,1081,-17.759,17.839,41.399,10.816,49.466,1.0986,0,0,Rounds 6-7,0,0.12309692077394614,47,86.77685950413223,100.0
