Season,Position,Position Group,School,Conference,Height (inches),Weight(lbs),Hand (inches),Arm (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,ELO,FPI,Efficiencies Overall,Efficiencies Offense,Efficiencies Defense,Efficiencies SpecialTeams,Log Rank,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2023,LB,LB,Texas,Big 12,74.625,229,9.5,32.25,78.125,4.56,34.0,15,124.0,6.62,4.33,1,1900,19.379,79.1,73.758,70.57,66.449,5.1299,1,0,Rounds 2-3,1,0.3057668132789344,17,7.024793388429752,36.17021276595745
2025,IOL,OL,Georgia,SEC,78.5,308,10.375,32.25,79.25,4.97,32.0,11,113.0,7.38,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,5.3083,1,0,Rounds 2-3,1,0.30320398280216276,18,7.43801652892562,38.297872340425535
2025,IOL,OL,West Virginia,Big 12,78.5,313,10.25,32.125,79.5,5.27,30.0,33,108.0,8.19,4.69,1,1455,1.795,52.984,64.597,35.526,62.429,5.1358,0,0,Rounds 2-3,1,0.30112350035421676,19,7.851239669421488,40.42553191489361
2023,CB,Secondary,Alabama,SEC,71.625,190,9.5,30.75,78.125,4.58,34.5,14,125.0,6.51,4.3,1,2181,27.296,89.526,85.539,81.093,61.676,5.366,1,1,Rounds 2-3,1,0.29970711950127826,20,8.264462809917356,42.5531914893617
2025,EDGE,DL,Arkansas,SEC,78.0,264,10.0,33.25,83.625,4.68,40.5,28,129.0,7.02,4.97,1,1611,8.19,65.787,60.714,66.155,45.94,5.2311,0,0,Rounds 2-3,1,0.2991144499444358,21,8.677685950413224,44.680851063829785
2023,EDGE,DL,Oregon,Pac-12,76.0,260,9.0,33.25,80.125,4.49,32.0,28,110.0,7.37,4.44,1,1724,14.225,78.17,81.614,63.631,42.699,5.1874,0,0,Rounds 2-3,1,0.29821972671320807,22,9.090909090909092,46.808510638297875
2024,S,Secondary,Minnesota,Big Ten,73.25,199,9.0,32.0,77.5,4.52,37.0,14,124.0,7.01,4.98,0,1488,-0.564,45.156,45.237,46.429,51.196,5.3566,0,1,Rounds 2-3,1,0.29733988410902445,23,9.50413223140496,48.93617021276596
2025,EDGE,DL,Texas A&M,SEC,74.75,257,10.0,33.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,1762,14.297,76.763,68.737,71.579,64.836,5.3375,1,1,Rounds 2-3,1,0.2945986399195068,24,9.917355371900827,51.06382978723404
2023,IOL,OL,Florida,SEC,77.0,330,11.25,33.875,83.875,5.31,23.5,20,101.0,7.99,4.81,1,1581,7.555,60.994,69.396,49.078,49.533,5.2983,0,0,Rounds 2-3,1,0.2939978506075464,25,10.330578512396695,53.191489361702125
2023,CB,Secondary,Miami,ACC,72.0,198,9.625,32.625,77.625,4.45,38.5,12,125.0,7.09,4.41,1,1316,-0.466,39.09,36.049,46.919,51.41,5.3132,0,0,Rounds 2-3,1,0.29355530805684127,26,10.743801652892563,55.319148936170215
2025,RB,Skill,North Carolina,ACC,71.75,221,9.375,30.5,74.75,4.46,38.0,18,130.0,6.75,4.4,1,1496,2.602,50.555,55.402,46.067,47.749,5.4681,0,0,Round 1,0,0.2906640641260471,26,11.15702479338843,55.319148936170215
2023,CB,Secondary,Penn St.,Big Ten,71.375,203,10.125,31.25,75.75,4.65,32.5,18,119.0,7.03,4.21,1,2000,19.477,82.964,71.335,83.462,50.595,5.1475,0,0,Rounds 2-3,1,0.2882548451148773,27,11.570247933884298,57.446808510638306
2023,TE,Skill,Utah,Pac-12,76.0,246,10.25,32.625,78.375,4.67,35.0,21,120.0,7.37,4.3,0,1915,19.146,79.905,74.866,74.068,53.378,5.4553,0,0,Round 1,0,0.28596646452699376,27,11.983471074380166,57.446808510638306
2024,EDGE,DL,Penn St.,Big Ten,76.375,247,9.625,33.875,81.0,4.74,34.5,23,123.0,7.42,4.6,1,2000,25.618,85.731,66.931,89.424,64.921,5.112,1,0,Rounds 2-3,1,0.28532298587037475,28,12.396694214876034,59.57446808510638
2023,C,OL,Minnesota,Big Ten,75.5,301,9.5,32.625,78.375,5.35,29.5,20,104.0,7.68,4.56,1,1758,11.422,72.43,66.077,73.504,40.834,5.3083,0,0,Rounds 2-3,1,0.28527550465931556,29,12.8099173553719,61.702127659574465
2024,S,Secondary,Washington,Pac-12,74.375,215,10.0,33.25,79.875,4.51,39.0,16,122.0,6.83,4.14,1,1879,17.544,82.666,86.101,64.802,60.593,4.585,0,0,Rounds 6-7,0,0.28395886177626534,29,13.223140495867769,61.702127659574465
2023,RB,Skill,TCU,Big 12,71.0,215,9.375,32.375,78.5,4.54,34.5,20,121.0,6.96,4.43,0,1729,14.378,80.5,80.39,69.518,54.974,5.2364,0,0,Rounds 2-3,1,0.282640567826116,30,13.636363636363635,63.829787234042556
2024,DL,DL,Duke,ACC,74.375,302,10.25,33.0,79.125,4.99,32.0,27,109.0,7.95,4.75,1,1654,8.778,68.7,63.774,63.667,60.347,5.0999,0,0,Rounds 2-3,1,0.2807834137635647,31,14.049586776859504,65.95744680851064
2024,OT,OL,Arizona,Pac-12,77.0,311,10.875,32.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,1822,11.44,73.172,77.614,56.651,58.122,5.4553,0,0,Round 1,0,0.2789623984050213,31,14.46280991735537,65.95744680851064
2025,CB,Secondary,Iowa State,Big 12,74.875,195,9.0,31.125,80.0,4.3,36.5,11,131.0,6.71,4.04,1,1675,10.15,66.812,63.385,63.427,52.51,5.2523,0,0,Rounds 2-3,1,0.2773428307620662,32,14.87603305785124,68.08510638297872
2025,WR,Skill,TCU,Big 12,73.25,214,9.0,31.5,75.0,4.52,34.5,19,125.0,6.84,4.21,1,1700,8.023,67.255,69.28,58.063,52.483,5.3033,0,0,Rounds 2-3,1,0.275585933076501,33,15.289256198347106,70.2127659574468
2024,TE,Skill,Washington,Pac-12,75.125,231,9.25,32.875,78.5,4.47,35.0,28,121.0,6.99,4.39,1,1879,17.544,82.666,86.101,64.802,60.593,2.5649,0,0,Rounds 6-7,0,0.27533656203243817,33,15.702479338842975,70.2127659574468
2024,LB,LB,Washington,Pac-12,72.5,236,9.25,32.875,79.625,4.56,39.5,18,128.0,7.32,5.27,1,1879,17.544,82.666,86.101,64.802,60.593,4.5951,0,0,Rounds 4-5,0,0.27384762831066967,33,16.115702479338843,70.2127659574468
2024,IOL,OL,Texas A&M,SEC,75.5,302,10.5,34.625,81.5,5.13,26.5,27,111.0,7.67,4.58,1,1772,15.36,75.057,65.814,76.34,50.751,5.0499,0,0,Rounds 4-5,0,0.2735860765300794,33,16.528925619834713,70.2127659574468
2023,TE,Skill,Georgia,SEC,78.625,264,11.0,34.375,83.75,4.64,31.0,21,122.0,6.75,4.08,1,2300,29.908,93.511,90.791,87.647,45.406,5.112,0,0,Rounds 2-3,1,0.264747507077599,34,16.94214876033058,72.3404255319149
2024,RB,Skill,Notre Dame,FBS Independent,71.375,221,10.25,32.375,76.5,4.71,38.0,23,125.0,7.0,4.25,1,2077,20.776,83.947,78.304,77.941,57.082,4.7185,1,0,Rounds 4-5,0,0.2639199548355946,34,17.355371900826448,72.3404255319149
2023,LB,LB,Iowa,Big Ten,76.625,249,10.25,31.875,78.25,4.65,37.5,29,128.0,6.74,4.24,1,1748,7.409,67.111,21.369,88.288,70.495,5.4848,0,1,Round 1,0,0.2637206275994376,34,17.768595041322314,72.3404255319149
2024,CB,Secondary,Notre Dame,FBS Independent,75.0,202,9.375,33.0,78.875,4.5,39.5,11,130.0,7.12,4.24,1,2077,20.776,83.947,78.304,77.941,57.082,4.7791,1,0,Rounds 4-5,0,0.263475638883588,34,18.181818181818183,72.3404255319149
2024,DL,DL,Ohio St.,Big Ten,74.75,290,10.0,33.5,81.125,4.97,31.0,27,111.0,7.65,4.61,0,2065,27.485,89.569,83.397,86.658,44.2,5.323,1,0,Rounds 2-3,1,0.2633162238453895,35,18.59504132231405,74.46808510638297
2025,S,Secondary,Texas,SEC,71.25,186,9.0,30.0,75.375,4.45,40.36,17,121.4,6.65,4.03,1,2042,26.107,88.25,73.85,92.32,35.538,5.273,0,0,Rounds 2-3,1,0.2626973170802873,36,19.00826446280992,76.59574468085107
2025,DL,DL,Texas A&M,SEC,75.125,290,10.25,33.5,81.125,5.45,43.0,33,138.0,6.65,4.97,0,1762,14.297,76.763,68.737,71.579,64.836,5.2832,1,0,Rounds 2-3,1,0.2601623823882713,37,19.421487603305785,78.72340425531915
2023,DL,DL,Florida,SEC,77.625,310,9.5,32.25,80.875,4.88,31.0,22,110.0,7.5,4.73,1,1581,7.555,60.994,69.396,49.078,49.533,5.3279,0,0,Rounds 2-3,1,0.25985055322034206,38,19.834710743801654,80.85106382978722
2023,TE,Skill,Alabama,SEC,76.0,242,9.5,32.375,79.125,4.67,35.5,21,120.0,7.36,4.32,0,2181,27.296,89.526,85.539,81.093,61.676,5.0626,1,0,Rounds 4-5,0,0.25829595514018183,38,20.24793388429752,80.85106382978722
2024,QB,Skill,Michigan,Big Ten,74.5,219,9.0,31.625,75.875,4.81,32.5,17,114.0,6.82,4.23,1,2210,27.625,94.395,88.226,91.352,54.858,5.5175,0,0,Round 1,0,0.25778400599624335,38,20.66115702479339,80.85106382978722
2025,WR,Skill,Georgia,SEC,72.125,179,9.0,31.25,77.0,4.36,38.0,20,127.0,6.82,4.19,1,1998,22.091,82.861,79.935,73.308,59.572,5.0039,1,0,Rounds 4-5,0,0.25755584315790736,38,21.074380165289256,80.85106382978722
2023,C,OL,Penn St.,Big Ten,75.25,301,10.25,33.25,81.75,5.22,32.0,20,102.0,7.75,4.82,1,2000,19.477,82.964,71.335,83.462,50.595,5.2832,0,0,Rounds 2-3,1,0.2545791303374641,39,21.487603305785125,82.97872340425532
2023,IOL,OL,UCLA,Pac-12,76.0,303,10.125,33.625,81.25,5.01,32.5,20,114.0,7.31,4.45,1,1684,8.553,65.594,81.525,44.786,34.94,4.92,0,0,Rounds 4-5,0,0.25418883763077854,39,21.90082644628099,82.97872340425532
2024,IOL,OL,South Dakota St.,MVFC,76.25,309,10.0,33.875,81.625,5.08,35.5,31,117.0,7.59,4.45,1,1780,12.286,67.318,67.025,63.252,53.648,4.9416,0,0,Rounds 4-5,0,0.2539493583428467,39,22.31404958677686,82.97872340425532
2023,RB,Skill,Texas,Big 12,71.0,215,9.75,31.125,74.75,4.46,37.0,20,124.0,6.77,4.26,1,1900,19.379,79.1,73.758,70.57,66.449,5.5255,1,1,Round 1,0,0.2535025340936477,39,22.727272727272727,82.97872340425532
2025,CB,Secondary,Colorado,Big 12,72.375,188,9.125,31.375,76.875,4.43,43.0,12,105.0,8.19,4.94,0,1701,12.691,74.938,72.644,69.84,45.06,5.5491,0,1,Round 1,0,0.25228176987335876,39,23.140495867768596,82.97872340425532
2024,C,OL,Duke,ACC,77.375,313,9.375,32.875,79.75,5.2,31.0,27,105.0,7.41,4.24,0,1654,8.778,68.7,63.774,63.667,60.347,5.451,0,0,Round 1,0,0.25188670256888046,39,23.553719008264462,82.97872340425532
2024,LB,LB,Missouri,SEC,73.75,231,8.875,31.375,77.75,4.62,34.0,18,118.0,7.23,4.5,0,1866,15.277,78.168,79.322,67.958,47.09,5.124,0,0,Rounds 2-3,1,0.25176814143117504,40,23.96694214876033,85.1063829787234
2025,DL,DL,Kentucky,SEC,79.375,331,10.5,34.25,84.125,5.45,25.0,33,104.0,6.65,4.03,1,1498,4.707,54.684,41.39,62.472,62.769,5.0106,0,1,Rounds 4-5,0,0.25082504989938836,40,24.380165289256198,85.1063829787234
2024,DL,DL,Texas,Big 12,76.5,366,10.125,33.25,81.25,5.27,26.0,27,98.0,8.74,5.46,1,2025,23.196,86.583,76.615,83.977,60.972,5.3982,1,1,Rounds 2-3,1,0.2495439031369623,41,24.793388429752067,87.2340425531915
2024,TE,Skill,Texas,Big 12,75.875,245,10.125,32.875,78.25,4.69,35.0,28,121.0,7.04,4.32,1,2025,23.196,86.583,76.615,83.977,60.972,5.0626,1,0,Rounds 4-5,0,0.2488910416003462,41,25.206611570247933,87.2340425531915
2023,CB,Secondary,Georgia,SEC,73.75,207,8.5,31.25,74.125,4.36,33.5,15,122.0,6.89,4.3,1,2300,29.908,93.511,90.791,87.647,45.406,5.037,0,0,Rounds 4-5,0,0.24740013168991876,41,25.6198347107438,87.2340425531915
2025,WR,Skill,Arizona,Big 12,76.125,219,10.0,31.5,77.875,4.68,32.15,15,121.5,6.94,4.19,0,1307,-3.385,38.477,43.057,38.791,48.852,5.5255,0,1,Round 1,0,0.24563690335632496,41,26.033057851239672,87.2340425531915
2023,IOL,OL,Old Dominion,Sun Belt,78.25,318,10.25,33.25,81.25,5.21,31.0,20,111.0,7.57,4.69,1,1314,-10.538,30.819,27.542,38.624,55.322,5.0499,0,0,Rounds 4-5,0,0.24557518394409905,41,26.446280991735538,87.2340425531915
2025,WR,Skill,Missouri,SEC,72.0,206,8.5,31.25,76.5,4.41,29.17,12,115.9,7.33,4.11,1,1711,12.197,68.028,61.356,72.874,37.108,5.3936,0,1,Rounds 2-3,1,0.24514833735072042,42,26.859504132231404,89.36170212765957
2024,OT,OL,Oregon St.,Pac-12,77.75,324,10.125,33.125,80.625,5.13,32.0,30,111.0,7.81,4.63,1,1722,13.996,79.392,79.074,67.781,54.727,5.5013,0,1,Round 1,0,0.24460182668184902,42,27.27272727272727,89.36170212765957
2024,EDGE,DL,Missouri,SEC,77.125,285,10.625,34.5,84.375,4.95,35.0,21,111.0,7.44,4.84,1,1866,15.277,78.168,79.322,67.958,47.09,5.4467,0,0,Round 1,0,0.24304764488334046,42,27.685950413223143,89.36170212765957
2025,TE,Skill,LSU,SEC,77.125,251,10.0,33.25,78.75,4.28,24.5,33,110.7,6.65,4.97,0,1827,13.515,71.849,75.763,61.497,39.011,5.3799,0,0,Rounds 2-3,1,0.24238191262999484,43,28.09917355371901,91.48936170212765
2023,CB,Secondary,Oregon,Pac-12,73.375,197,9.5,32.0,76.875,4.38,41.5,14,133.0,6.89,4.26,1,1724,14.225,78.17,81.614,63.631,42.699,5.4889,0,1,Round 1,0,0.24214063599522936,43,28.512396694214875,91.48936170212765
2024,K,Special Teams,Alabama,SEC,72.875,187,8.5,31.0,73.625,4.39,38.0,15,127.0,6.81,4.14,0,2032,24.925,84.968,76.211,80.844,61.941,4.0254,0,0,Rounds 6-7,0,0.24036222540952848,43,28.92561983471074,91.48936170212765
2025,DL,DL,Texas,SEC,77.625,332,10.0,34.5,85.0,4.28,26.0,11,96.0,6.65,4.97,1,2042,26.107,88.25,73.85,92.32,35.538,5.3753,0,0,Rounds 2-3,1,0.2403226304193708,44,29.338842975206614,93.61702127659575
2025,EDGE,DL,Alabama,SEC,76.25,243,9.5,33.5,80.125,5.05,43.0,23,138.0,8.19,4.97,0,1986,23.933,85.057,77.281,79.955,59.628,4.8283,1,0,Rounds 4-5,0,0.23982311684048496,44,29.75206611570248,93.61702127659575
2023,QB,Skill,Houston,AAC,74.5,220,9.375,31.375,75.625,4.64,37.5,20,122.0,6.89,4.25,1,1619,4.061,51.527,62.603,38.496,54.875,4.7875,0,0,Rounds 4-5,0,0.23857302192403365,44,30.165289256198346,93.61702127659575
2024,OT,OL,Notre Dame,FBS Independent,77.75,310,10.0,34.375,83.0,5.2,28.0,28,114.0,7.76,4.73,1,2077,20.776,83.947,78.304,77.941,57.082,5.2983,1,0,Rounds 2-3,1,0.23810381973458303,45,30.57851239669421,95.74468085106383
2025,WR,Skill,Tennessee,SEC,76.625,205,9.5,32.125,79.0,4.3,33.0,20,126.0,7.05,4.03,1,1915,20.786,83.706,67.16,87.119,52.677,5.0173,0,0,Rounds 4-5,0,0.23805481693796288,45,30.991735537190085,95.74468085106383
2024,LB,LB,North Carolina St.,ACC,75.875,233,9.0,30.5,75.75,4.43,34.5,18,119.0,7.29,4.43,1,1660,6.943,65.952,47.142,75.741,57.991,5.0814,0,1,Rounds 4-5,0,0.2376952345653119,45,31.40495867768595,95.74468085106383
2023,DL,DL,Mississippi St.,SEC,75.0,304,10.0,34.5,82.0,5.1,29.5,24,109.0,7.6,4.79,1,1694,13.237,75.362,59.938,76.598,66.986,4.9127,0,0,Rounds 4-5,0,0.2375518390277698,45,31.818181818181817,95.74468085106383
2023,TE,Skill,Cincinnati,AAC,78.5,248,9.5,31.5,77.375,4.69,33.5,21,115.0,7.42,4.29,1,1690,6.451,60.989,44.607,64.989,69.829,4.7185,0,0,Rounds 4-5,0,0.23396580838645284,45,32.231404958677686,95.74468085106383
2025,EDGE,DL,South Carolina,SEC,76.0,254,9.625,34.0,81.5,4.73,30.43,23,138.0,6.65,4.97,1,1810,14.834,76.206,60.762,80.864,51.02,4.8978,0,0,Rounds 4-5,0,0.23354223583647682,45,32.64462809917356,95.74468085106383
2024,CB,Secondary,Michigan,Big Ten,71.125,185,8.875,31.375,75.625,4.39,34.5,13,120.0,6.94,4.35,1,2210,27.625,94.395,88.226,91.352,54.858,0.0,0,0,Undrafted,0,0.23232832668974684,45,33.057851239669425,95.74468085106383
2025,RB,Skill,Oregon,Big Ten,69.5,205,9.5,29.625,73.75,4.55,37.18,33,115.6,7.03,4.03,1,2040,21.125,85.854,85.403,73.779,53.859,4.7185,1,0,Rounds 4-5,0,0.2305492401120824,45,33.47107438016529,95.74468085106383
2023,EDGE,DL,Georgia,SEC,75.75,247,10.125,34.625,82.25,4.48,30.0,23,123.0,7.35,4.45,1,2300,29.908,93.511,90.791,87.647,45.406,4.4543,0,0,Rounds 6-7,0,0.2302981467902604,45,33.88429752066116,95.74468085106383
2023,EDGE,DL,Nebraska,Big Ten,76.75,250,10.75,35.25,83.375,4.74,33.5,21,118.0,7.18,4.38,1,1532,-0.651,40.694,43.713,40.707,51.926,4.2485,0,0,Rounds 6-7,0,0.22942048774401283,45,34.29752066115703,95.74468085106383
2025,DL,DL,Maryland,Big Ten,75.75,306,10.0,33.5,82.625,5.09,28.0,11,103.0,8.19,4.03,1,1407,-0.535,43.23,46.603,47.026,35.755,2.4849,0,0,Rounds 6-7,0,0.22860866002133756,45,34.710743801652896,95.74468085106383
2025,TE,Skill,Iowa,Big Ten,77.75,251,10.0,32.125,78.375,5.42,35.0,11,120.0,7.18,4.47,1,1774,11.144,70.238,48.063,74.759,71.573,1.3863,0,0,Rounds 6-7,0,0.2280706643369949,45,35.12396694214876,95.74468085106383
2024,OT,OL,Penn St.,Big Ten,76.875,314,10.75,34.0,82.625,5.15,31.0,30,116.0,7.92,4.64,1,2000,25.618,85.731,66.931,89.424,64.921,5.2523,1,0,Rounds 2-3,1,0.22686348726309719,46,35.53719008264463,97.87234042553192
2024,IOL,OL,Michigan,Big Ten,76.125,309,10.625,35.0,84.75,5.15,29.5,28,109.0,7.7,4.61,0,2210,27.625,94.395,88.226,91.352,54.858,2.3026,0,0,Rounds 6-7,0,0.2260450541004388,46,35.9504132231405,97.87234042553192
2023,WR,Skill,Florida,SEC,76.0,229,10.0,33.75,83.375,4.55,35.5,18,126.0,6.97,4.29,1,1581,7.555,60.994,69.396,49.078,49.533,4.6913,0,0,Rounds 4-5,0,0.22585119380829785,46,36.36363636363637,97.87234042553192
2024,WR,Skill,USC,Pac-12,74.375,208,9.625,33.0,78.0,4.5,36.5,13,119.0,6.86,4.12,1,1723,13.091,69.753,82.697,42.068,66.367,3.5264,0,0,Rounds 6-7,0,0.22456990598764562,46,36.77685950413223,97.87234042553192
2023,OT,OL,North Carolina,ACC,76.0,309,10.0,34.0,82.75,5.15,29.5,20,108.0,7.6,4.69,0,1559,6.195,60.099,78.452,30.968,61.95,4.4998,0,0,Rounds 6-7,0,0.22411007260703078,46,37.1900826446281,97.87234042553192
2023,EDGE,DL,Louisiana,Sun Belt,76.5,248,10.0,34.25,81.25,4.67,29.0,23,116.0,7.35,4.44,1,1556,-2.136,45.745,34.883,52.541,66.931,3.2581,0,0,Rounds 6-7,0,0.2235323304621163,46,37.60330578512397,97.87234042553192
2023,IOL,OL,Clemson,ACC,74.25,303,9.5,34.0,81.0,4.99,28.5,20,108.0,7.7,4.81,1,1843,17.553,74.958,64.744,77.07,48.641,4.6347,0,0,Rounds 4-5,0,0.22319123164885699,46,38.01652892561984,97.87234042553192
2025,WR,Skill,Ole Miss,SEC,71.25,196,9.125,29.375,72.5,4.37,36.5,14,119.0,6.65,4.36,1,2007,20.608,84.235,76.596,81.866,47.73,4.7958,1,0,Rounds 4-5,0,0.22124418467004162,46,38.429752066115704,97.87234042553192
2025,WR,Skill,Ohio State,Big Ten,72.875,202,9.5,31.5,76.625,4.54,37.82,11,125.3,7.41,4.55,0,2211,24.823,87.333,80.443,83.601,49.523,5.4806,1,1,Round 1,0,0.2201189158428584,46,38.84297520661157,97.87234042553192
2025,WR,Skill,Stanford,ACC,73.75,206,10.0,32.375,78.375,4.44,38.5,33,127.0,6.7,4.31,1,1175,-5.299,38.36,36.975,39.874,65.408,4.8122,0,0,Rounds 4-5,0,0.21709923055493002,46,39.25619834710744,97.87234042553192
2023,LB,LB,Pittsburgh,ACC,72.5,226,10.625,32.875,78.875,4.56,33.0,19,119.0,7.35,4.4,1,1687,7.918,61.732,46.268,72.6,50.534,4.6634,0,0,Rounds 4-5,0,0.21686277529235298,46,39.66942148760331,97.87234042553192
2024,EDGE,DL,Alabama,SEC,74.75,247,9.875,34.375,83.0,4.46,40.5,23,127.0,7.39,4.31,1,2032,24.925,84.968,76.211,80.844,61.941,5.4889,0,1,Round 1,0,0.2168533539016357,46,40.082644628099175,97.87234042553192
2023,WR,Skill,Purdue,Big Ten,71.375,175,9.0,31.625,74.0,4.43,36.5,13,124.0,6.91,4.29,1,1460,4.283,58.947,63.872,51.004,46.438,4.852,0,0,Rounds 4-5,0,0.21604403957319243,46,40.49586776859504,97.87234042553192
2025,LB,LB,California,ACC,73.875,233,9.375,31.375,75.375,4.6,40.0,26,125.0,7.28,4.03,1,1529,4.302,57.687,45.477,64.264,58.117,4.8675,0,0,Rounds 4-5,0,0.21585211943536212,46,40.909090909090914,97.87234042553192
2025,QB,Skill,Miami,ACC,73.625,219,9.0,30.5,75.75,4.28,43.0,22,138.0,8.19,4.97,0,1855,17.338,77.097,87.084,52.889,41.286,5.553,1,1,Round 1,0,0.21553710967214326,46,41.32231404958678,97.87234042553192
2024,CB,Secondary,Missouri,SEC,71.375,179,8.625,31.0,74.625,4.44,33.5,15,123.0,6.94,4.58,1,1866,15.277,78.168,79.322,67.958,47.09,4.7362,0,0,Rounds 4-5,0,0.21475478938794118,46,41.735537190082646,97.87234042553192
2025,RB,Skill,Georgia,SEC,68.75,198,9.5,29.25,70.5,4.42,35.0,15,124.0,6.65,4.03,1,1998,22.091,82.861,79.935,73.308,59.572,4.9767,1,0,Rounds 4-5,0,0.21457357095630186,46,42.14876033057851,97.87234042553192
