Season,Position,Position Group,Conference,Height (inches),Weight(lbs),Hand (inches),Wingspan (inches),40-Yard Dash (seconds),Vertical (inches),Bench (reps),Broad Jump (inches),3-Cone (seconds),Shuttle (seconds),Combine Participation,FPI,Efficiencies Overall,CFP Appearance,National Award,Actual Draft Tier,Actual Target,Predicted Probability,Cumulative Actual Captured,Percent of Players Reviewed,Percent of Actual Tier Captured
2023,IOL,OL,Pac-12,76.0,303,10.125,81.25,5.01,32.5,20,114.0,7.31,4.45,1,8.553,65.594,0,0,Rounds 4-5,0,0.2543255659044813,47,52.892561983471076,71.21212121212122
2024,RB,Skill,Big Ten,68.5,229,9.0,69.625,4.56,36.0,22,119.0,7.25,4.26,0,27.485,89.569,1,0,Undrafted,1,0.2530159881900017,48,53.30578512396694,72.72727272727273
2025,WR,Skill,Big Ten,70.75,193,9.0,74.75,4.76,37.82,12,130.0,6.78,4.07,1,9.315,68.599,0,0,Rounds 6-7,0,0.2520582860604679,48,53.71900826446281,72.72727272727273
2024,CB,Secondary,ACC,70.75,186,8.75,78.25,4.45,38.5,15,124.0,7.12,4.35,1,-0.369,43.622,0,0,Rounds 6-7,0,0.24992839987806004,48,54.132231404958674,72.72727272727273
2023,TE,Skill,SEC,76.0,242,9.5,79.125,4.67,35.5,21,120.0,7.36,4.32,0,27.296,89.526,1,0,Rounds 4-5,0,0.24860478100045724,48,54.54545454545454,72.72727272727273
2023,QB,Skill,Pac-12,73.625,203,9.875,74.75,4.56,32.5,20,121.0,7.28,4.44,1,8.553,65.594,0,0,Rounds 4-5,0,0.24768987972376555,48,54.958677685950406,72.72727272727273
2025,TE,Skill,SEC,77.0,241,9.75,79.5,4.84,30.0,33,129.3,7.15,4.4,1,26.107,88.25,0,0,Rounds 4-5,0,0.24761857969461865,48,55.371900826446286,72.72727272727273
2025,DL,DL,Big Ten,74.875,299,10.125,78.625,4.28,24.5,33,93.0,8.19,4.97,0,24.823,87.333,1,0,Rounds 4-5,0,0.24759180272717274,48,55.78512396694215,72.72727272727273
2025,WR,Skill,SEC,72.125,179,9.0,77.0,4.36,38.0,20,127.0,6.82,4.19,1,22.091,82.861,1,0,Rounds 4-5,0,0.2471741604426918,48,56.19834710743802,72.72727272727273
2024,IOL,OL,Big 12,76.5,313,10.75,84.0,4.99,34.0,30,114.0,7.58,4.54,1,9.511,59.244,0,0,Rounds 2-3,0,0.24673863176797728,48,56.611570247933884,72.72727272727273
2025,DL,DL,SEC,75.25,319,9.5,81.25,5.14,27.0,28,108.0,7.68,4.97,1,8.19,65.787,0,0,Undrafted,1,0.24670457907471366,49,57.02479338842975,74.24242424242425
2025,LB,LB,Big Ten,76.625,239,9.0,82.375,4.28,43.0,33,123.2,7.59,4.2,0,3.857,55.405,0,0,Undrafted,1,0.24658242843945166,50,57.438016528925615,75.75757575757575
2023,OT,OL,Big 12,77.75,309,9.5,80.75,5.05,31.0,20,111.0,7.6,4.69,1,3.37,60.21,0,0,Undrafted,1,0.2457141187313573,51,57.85123966942148,77.27272727272727
2024,QB,Skill,Big Ten,74.5,219,9.0,75.875,4.81,32.5,17,114.0,6.82,4.23,1,27.625,94.395,0,0,Round 1,0,0.24145312735518365,51,58.26446280991735,77.27272727272727
2024,LB,LB,Big Ten,71.375,233,8.5,78.0,4.62,34.5,18,119.0,7.26,4.63,0,27.625,94.395,0,0,Rounds 6-7,0,0.2397736171842404,51,58.67768595041323,77.27272727272727
2023,CB,Secondary,Big Ten,72.0,205,9.25,77.125,4.62,35.5,18,118.0,6.99,4.17,1,7.409,67.111,0,0,Undrafted,1,0.23800545749288204,52,59.09090909090909,78.78787878787878
2025,WR,Skill,Big Ten,74.125,205,9.75,78.5,4.57,32.0,12,123.0,7.04,4.54,1,21.125,85.854,1,0,Undrafted,1,0.2348181126694815,53,59.50413223140496,80.3030303030303
2025,S,Secondary,SEC,71.25,186,9.0,75.375,4.45,40.36,17,121.4,6.65,4.03,1,26.107,88.25,0,0,Rounds 2-3,0,0.23163335544217567,53,59.917355371900825,80.3030303030303
2023,TE,Skill,Pac-12,76.0,246,10.25,78.375,4.67,35.0,21,120.0,7.37,4.3,0,19.146,79.905,0,0,Round 1,0,0.2304866709789678,53,60.33057851239669,80.3030303030303
2023,QB,Skill,AAC,74.5,220,9.375,75.625,4.64,37.5,20,122.0,6.89,4.25,1,4.061,51.527,0,0,Rounds 4-5,0,0.2277408050477826,53,60.74380165289256,80.3030303030303
2023,WR,Skill,SEC,76.0,229,10.0,83.375,4.55,35.5,18,126.0,6.97,4.29,1,7.555,60.994,0,0,Rounds 4-5,0,0.22683550129905183,53,61.15702479338842,80.3030303030303
2025,EDGE,DL,Big 12,77.625,271,9.375,81.0,4.78,34.0,27,120.0,7.21,4.54,1,9.307,74.278,0,0,Undrafted,1,0.22664672349627768,54,61.57024793388429,81.81818181818183
2023,CB,Secondary,ACC,72.0,198,9.625,77.625,4.45,38.5,12,125.0,7.09,4.41,1,-0.466,39.09,0,0,Rounds 2-3,0,0.22653714784727652,54,61.98347107438017,81.81818181818183
2024,IOL,OL,Big Ten,76.125,309,10.625,84.75,5.15,29.5,28,109.0,7.7,4.61,0,27.625,94.395,0,0,Rounds 6-7,0,0.22617805289701076,54,62.396694214876035,81.81818181818183
2025,WR,Skill,SEC,74.5,209,10.0,78.5,4.33,42.99,14,123.6,6.65,4.03,0,20.786,83.706,0,0,Undrafted,1,0.22520592953807506,55,62.8099173553719,83.33333333333334
2025,CB,Secondary,Big 12,74.875,195,9.0,80.0,4.3,36.5,11,131.0,6.71,4.04,1,10.15,66.812,0,0,Rounds 2-3,0,0.22246773771101191,55,63.22314049586777,83.33333333333334
2024,TE,Skill,Big 12,75.875,245,10.125,78.25,4.69,35.0,28,121.0,7.04,4.32,1,23.196,86.583,1,0,Rounds 4-5,0,0.2221304768127842,55,63.63636363636363,83.33333333333334
2023,OT,OL,ACC,76.0,309,10.0,82.75,5.15,29.5,20,108.0,7.6,4.69,0,6.195,60.099,0,0,Rounds 6-7,0,0.2199400751936088,55,64.0495867768595,83.33333333333334
2024,S,Secondary,Big Ten,73.5,199,8.75,78.0,4.55,32.5,13,121.0,7.03,5.07,1,27.485,89.569,1,0,Undrafted,1,0.21796293433770475,56,64.46280991735537,84.84848484848484
2024,EDGE,DL,Pac-12,75.875,264,9.75,78.75,4.69,33.5,21,114.0,7.07,4.48,1,3.221,62.169,0,0,Rounds 4-5,0,0.21395784085263336,56,64.87603305785123,84.84848484848484
2024,CB,Secondary,SEC,71.5,186,8.875,73.75,4.52,37.0,15,126.0,6.62,4.12,1,24.777,87.417,1,0,Rounds 2-3,0,0.2120318240411384,56,65.28925619834712,84.84848484848484
2023,WR,Skill,Big Ten,70.0,204,10.125,72.0,4.52,35.5,16,123.0,6.94,4.29,1,19.477,82.964,0,0,Rounds 6-7,0,0.21083537876164926,56,65.70247933884298,84.84848484848484
2024,WR,Skill,OVC-Big South,72.75,202,10.125,76.125,4.44,39.5,19,132.0,6.85,4.12,1,10.257,67.367,0,0,Rounds 6-7,0,0.21071665086550218,56,66.11570247933885,84.84848484848484
2023,CB,Secondary,Pac-12,72.0,191,9.75,76.625,4.52,36.0,15,131.0,6.51,4.27,1,-3.917,38.149,0,0,Rounds 4-5,0,0.20998988497459037,56,66.52892561983471,84.84848484848484
2023,EDGE,DL,Pac-12,76.0,260,9.0,80.125,4.49,32.0,28,110.0,7.37,4.44,1,14.225,78.17,0,0,Rounds 2-3,0,0.2064514735984947,56,66.94214876033058,84.84848484848484
2024,TE,Skill,Pac-12,75.125,231,9.25,78.5,4.47,35.0,28,121.0,6.99,4.39,1,17.544,82.666,0,0,Rounds 6-7,0,0.20476374703243772,56,67.35537190082644,84.84848484848484
2023,WR,Skill,SEC,73.75,220,10.375,75.75,4.46,39.5,22,129.0,6.96,4.29,1,12.342,68.271,0,0,Rounds 2-3,0,0.2044970138088963,56,67.76859504132231,84.84848484848484
2025,EDGE,DL,SEC,77.875,274,9.125,82.75,5.45,24.5,30,138.0,8.19,4.97,0,20.608,84.235,1,0,Undrafted,1,0.20047764665834344,57,68.18181818181817,86.36363636363636
2023,CB,Secondary,Big Ten,72.625,193,9.5,74.125,4.45,39.0,12,127.0,6.68,4.29,1,7.409,67.111,0,0,Rounds 2-3,0,0.19907299430685055,57,68.59504132231406,86.36363636363636
2024,S,Secondary,SEC,70.5,198,9.0,73.875,4.47,37.0,17,123.0,7.03,5.04,1,24.777,87.417,1,0,Rounds 2-3,0,0.19895226853541303,57,69.00826446280992,86.36363636363636
2024,DL,DL,ACC,74.375,302,10.25,79.125,4.99,32.0,27,109.0,7.95,4.75,1,8.778,68.7,0,0,Rounds 2-3,0,0.1974433268564818,57,69.42148760330579,86.36363636363636
2024,CB,Secondary,SEC,71.75,190,8.875,77.625,4.46,40.5,15,129.0,6.94,4.19,1,6.054,55.105,0,0,Rounds 6-7,0,0.19703946844171805,57,69.83471074380165,86.36363636363636
2023,CB,Secondary,AAC,72.0,195,9.5,78.0,4.53,37.5,15,125.0,6.97,4.52,1,4.061,51.527,0,0,Rounds 6-7,0,0.19640687961219017,57,70.24793388429752,86.36363636363636
2023,CB,Secondary,Big Ten,71.375,203,10.125,75.75,4.65,32.5,18,119.0,7.03,4.21,1,19.477,82.964,0,0,Rounds 2-3,0,0.19589870890944328,57,70.66115702479338,86.36363636363636
2023,DL,DL,SEC,75.0,304,10.0,82.0,5.1,29.5,24,109.0,7.6,4.79,1,13.237,75.362,0,0,Rounds 4-5,0,0.19575652906500374,57,71.07438016528926,86.36363636363636
2023,EDGE,DL,Big 12,74.5,269,9.25,82.0,4.68,33.0,20,117.0,7.43,4.52,1,6.28,57.494,0,0,Undrafted,1,0.18633141780374973,58,71.48760330578511,87.87878787878788
2023,EDGE,DL,Big Ten,76.75,250,10.75,83.375,4.74,33.5,21,118.0,7.18,4.38,1,-0.651,40.694,0,0,Rounds 6-7,0,0.1861318710846983,58,71.900826446281,87.87878787878788
2024,RB,Skill,FBS Independent,71.375,221,10.25,76.5,4.71,38.0,23,125.0,7.0,4.25,1,20.776,83.947,1,0,Rounds 4-5,0,0.1860014168151206,58,72.31404958677686,87.87878787878788
2024,S,Secondary,SEC,71.625,179,9.875,76.625,4.45,39.5,13,133.0,7.22,5.94,1,8.916,67.536,0,0,Rounds 6-7,0,0.18569610145296722,58,72.72727272727273,87.87878787878788
2024,OT,OL,MEAC,79.75,353,9.75,85.5,5.35,27.5,31,105.0,7.5,4.41,1,10.624,67.994,0,0,Undrafted,1,0.1850837807194059,59,73.14049586776859,89.39393939393939
2024,CB,Secondary,Big Ten,71.125,185,8.875,75.625,4.39,34.5,13,120.0,6.94,4.35,1,27.625,94.395,0,0,Undrafted,1,0.1837589987380288,60,73.55371900826447,90.9090909090909
2023,OT,OL,Big Ten,77.625,306,9.375,79.125,5.1,31.5,20,113.0,7.6,4.69,1,7.842,61.934,0,0,Rounds 6-7,0,0.18152278187628001,60,73.96694214876032,90.9090909090909
2025,DL,DL,Big Ten,77.125,288,10.0,79.0,4.83,33.5,28,119.0,7.58,4.5,1,6.154,64.984,0,0,Rounds 4-5,0,0.17715527206474668,60,74.3801652892562,90.9090909090909
2025,TE,Skill,SEC,75.0,274,9.625,78.25,4.91,34.0,26,119.0,7.34,4.45,1,23.933,85.057,1,0,Rounds 6-7,0,0.1754655222655982,60,74.79338842975206,90.9090909090909
2023,CB,Secondary,Pac-12,69.0,184,9.125,70.375,4.51,33.0,18,133.0,6.51,4.32,1,19.146,79.905,0,0,Rounds 4-5,0,0.17365254800659224,60,75.20661157024794,90.9090909090909
2025,EDGE,DL,UAC,72.875,263,9.25,77.5,4.69,35.0,26,118.0,7.15,4.39,1,12.036,70.585,0,0,Rounds 4-5,0,0.16829175246421535,60,75.6198347107438,90.9090909090909
2025,TE,Skill,SEC,76.125,239,10.125,83.0,4.65,38.0,33,124.0,7.22,4.4,1,14.834,76.206,0,0,Undrafted,1,0.16753019090465826,61,76.03305785123968,92.42424242424242
2024,CB,Secondary,SEC,70.75,190,8.75,75.0,4.48,42.0,15,135.0,6.95,3.94,1,7.33,63.962,0,0,Rounds 2-3,0,0.15801817959064135,61,76.44628099173553,92.42424242424242
2023,TE,Skill,SEC,78.625,264,11.0,83.75,4.64,31.0,21,122.0,6.75,4.08,1,29.908,93.511,0,0,Rounds 2-3,0,0.1490676930017495,61,76.85950413223141,92.42424242424242
2025,LB,LB,Big Ten,72.625,218,9.534,79.875,4.38,35.0,11,127.0,7.24,4.03,1,18.73,83.71,1,0,Undrafted,1,0.1468864113846471,62,77.27272727272727,93.93939393939394
2024,S,Secondary,Pac-12,74.375,215,10.0,79.875,4.51,39.0,16,122.0,6.83,4.14,1,17.544,82.666,0,0,Rounds 6-7,0,0.14650495746969028,62,77.68595041322314,93.93939393939394
2024,WR,Skill,Big 12,73.25,205,9.0,77.625,4.34,39.5,19,136.0,6.84,4.11,1,23.196,86.583,1,0,Rounds 2-3,0,0.14603223138910648,62,78.099173553719,93.93939393939394
2025,DL,DL,ACC,77.5,321,10.25,85.125,5.14,34.5,11,111.0,6.65,4.03,1,7.402,66.705,0,0,Rounds 6-7,0,0.14504169183934457,62,78.51239669421489,93.93939393939394
2025,DL,DL,ACC,76.25,294,10.25,81.125,4.28,35.5,26,114.0,8.19,4.03,1,2.602,50.555,0,0,Undrafted,1,0.14182370183594029,63,78.92561983471074,95.45454545454545
2025,EDGE,DL,ACC,74.5,248,9.25,82.75,4.28,35.5,22,119.0,6.94,4.19,1,4.829,61.35,0,0,Rounds 2-3,0,0.1412998627414498,63,79.33884297520662,95.45454545454545
2024,EDGE,DL,SEC,77.125,285,10.625,84.375,4.95,35.0,21,111.0,7.44,4.84,1,15.277,78.168,0,0,Round 1,0,0.1412172944258957,63,79.75206611570248,95.45454545454545
2025,DL,DL,SEC,77.625,332,10.0,85.0,4.28,26.0,11,96.0,6.65,4.97,1,26.107,88.25,0,0,Rounds 2-3,0,0.140938096914358,63,80.16528925619835,95.45454545454545
2024,LB,LB,Big Ten,73.375,241,10.25,77.75,4.58,35.0,18,124.0,7.45,4.74,1,25.618,85.731,1,0,Undrafted,1,0.13750872888630739,64,80.57851239669421,96.96969696969697
2025,EDGE,DL,ACC,76.625,258,10.0,80.25,4.62,35.5,19,121.0,6.65,4.16,1,17.338,77.097,1,0,Rounds 6-7,0,0.13626279072321867,64,80.99173553719008,96.96969696969697
2024,DL,DL,Big Ten,74.75,290,10.0,81.125,4.97,31.0,27,111.0,7.65,4.61,0,27.485,89.569,1,0,Rounds 2-3,0,0.1359682391134427,64,81.40495867768594,96.96969696969697
2024,CB,Secondary,FBS Independent,75.0,202,9.375,78.875,4.5,39.5,11,130.0,7.12,4.24,1,20.776,83.947,1,0,Rounds 4-5,0,0.13476492856408284,64,81.81818181818183,96.96969696969697
2024,OT,OL,Big 12,77.75,306,10.125,80.625,4.95,36.5,29,117.0,7.76,4.75,1,9.736,69.854,0,0,Rounds 6-7,0,0.13073935422028282,64,82.23140495867769,96.96969696969697
2023,DL,DL,Big 12,74.625,292,10.375,83.375,5.04,33.0,29,112.0,7.53,4.75,1,19.379,79.1,1,0,Rounds 6-7,0,0.12824907441415534,64,82.64462809917356,96.96969696969697
2025,RB,Skill,Big Ten,70.125,202,9.5,76.125,4.43,38.5,11,128.0,6.65,4.97,1,24.823,87.333,1,0,Rounds 2-3,0,0.1269650794397078,64,83.05785123966942,96.96969696969697
2024,OT,OL,Pac-12,77.0,311,10.875,81.375,5.04,28.0,27,110.0,8.02,4.72,1,11.44,73.172,0,0,Round 1,0,0.12625083174993124,64,83.47107438016529,96.96969696969697
2024,S,Secondary,Big 12,74.375,216,9.125,79.125,4.51,41.0,24,146.0,6.81,4.04,1,6.237,62.556,0,0,Undrafted,1,0.125366479843251,65,83.88429752066115,98.48484848484848
2024,OT,OL,FBS Independent,77.75,310,10.0,83.0,5.2,28.0,28,114.0,7.76,4.73,1,20.776,83.947,1,0,Rounds 2-3,0,0.12467357680373758,65,84.29752066115702,98.48484848484848
2024,LB,LB,Pac-12,72.5,236,9.25,79.625,4.56,39.5,18,128.0,7.32,5.27,1,17.544,82.666,0,0,Rounds 4-5,0,0.11475141675089717,65,84.71074380165288,98.48484848484848
2023,EDGE,DL,SEC,75.75,247,10.125,82.25,4.48,30.0,23,123.0,7.35,4.45,1,29.908,93.511,0,0,Rounds 6-7,0,0.11417340879749327,65,85.12396694214877,98.48484848484848
2023,CB,Secondary,Big Ten,71.25,178,9.625,73.375,4.26,38.5,12,131.0,6.51,4.28,1,23.62,85.085,1,0,Rounds 2-3,0,0.11266219982370129,65,85.53719008264463,98.48484848484848
2025,WR,Skill,Big 12,76.125,219,10.0,77.875,4.68,32.15,15,121.5,6.94,4.19,0,-3.385,38.477,0,1,Round 1,0,0.10762399872512174,65,85.9504132231405,98.48484848484848
2025,EDGE,DL,SEC,76.0,254,9.625,81.5,4.73,30.43,23,138.0,6.65,4.97,1,14.834,76.206,0,0,Rounds 4-5,0,0.10632455983380495,65,86.36363636363636,98.48484848484848
2023,OT,OL,SEC,77.375,311,10.625,82.75,4.97,30.0,20,108.0,7.6,4.69,1,29.908,93.511,0,0,Round 1,0,0.10542613655102384,65,86.77685950413223,98.48484848484848
2024,EDGE,DL,Big Ten,76.375,247,9.625,81.0,4.74,34.5,23,123.0,7.42,4.6,1,25.618,85.731,1,0,Rounds 2-3,0,0.10523071996640687,65,87.19008264462809,98.48484848484848
2025,EDGE,DL,SEC,78.0,264,10.0,83.625,4.68,40.5,28,129.0,7.02,4.97,1,8.19,65.787,0,0,Rounds 2-3,0,0.09771748941544078,65,87.60330578512396,98.48484848484848
2025,EDGE,DL,SEC,76.25,243,9.5,80.125,5.05,43.0,23,138.0,8.19,4.97,0,23.933,85.057,1,0,Rounds 4-5,0,0.09156426333907808,65,88.01652892561982,98.48484848484848
2024,OT,OL,SEC,79.75,340,11.25,86.75,5.07,25.5,30,111.0,7.46,4.41,1,24.777,87.417,1,0,Round 1,0,0.08141848079974345,65,88.42975206611571,98.48484848484848
2025,DL,DL,SEC,75.125,290,10.25,81.125,5.45,43.0,33,138.0,6.65,4.97,0,14.297,76.763,1,0,Rounds 2-3,0,0.06513283516495127,65,88.84297520661157,98.48484848484848
2024,LB,LB,ACC,75.875,233,9.0,75.75,4.43,34.5,18,119.0,7.29,4.43,1,6.943,65.952,0,1,Rounds 4-5,0,0.06478727752878433,65,89.25619834710744,98.48484848484848
2025,WR,Skill,SEC,72.0,206,8.5,76.5,4.41,29.17,12,115.9,7.33,4.11,1,12.197,68.028,0,1,Rounds 2-3,0,0.06218115218107634,65,89.6694214876033,98.48484848484848
2025,DL,DL,SEC,76.375,302,10.375,81.625,4.28,24.5,33,138.0,6.65,4.6,0,23.933,85.057,1,0,Rounds 6-7,0,0.061315212465679836,65,90.08264462809917,98.48484848484848
2024,OT,OL,Big Ten,76.875,314,10.75,82.625,5.15,31.0,30,116.0,7.92,4.64,1,25.618,85.731,1,0,Rounds 2-3,0,0.057826555316184525,65,90.49586776859503,98.48484848484848
2025,CB,Secondary,Big 12,72.375,188,9.125,76.875,4.43,43.0,12,105.0,8.19,4.94,0,12.691,74.938,0,1,Round 1,0,0.05152303752262566,65,90.9090909090909,98.48484848484848
2023,LB,LB,AAC,70.5,231,9.5,72.0,4.55,33.5,22,119.0,7.44,4.41,0,6.451,60.989,0,1,Undrafted,1,0.05110096035680933,66,91.32231404958677,100.0
2025,LB,LB,SEC,73.0,243,10.25,79.875,4.75,24.5,11,115.3,6.88,4.03,0,22.091,82.861,1,1,Round 1,0,0.046956997809558976,66,91.73553719008265,100.0
2025,DL,DL,SEC,79.375,331,10.5,84.125,5.45,25.0,33,104.0,6.65,4.03,1,4.707,54.684,0,1,Rounds 4-5,0,0.045432137100591685,66,92.14876033057851,100.0
2024,S,Secondary,Big Ten,73.25,199,9.0,77.5,4.52,37.0,14,124.0,7.01,4.98,0,-0.564,45.156,0,1,Rounds 2-3,0,0.03898932289779633,66,92.56198347107438,100.0
2025,EDGE,DL,SEC,74.75,257,10.0,80.875,4.28,35.8,15,93.0,6.65,4.03,0,14.297,76.763,1,1,Rounds 2-3,0,0.030567069376614686,66,92.97520661157024,100.0
2025,RB,Skill,ACC,71.625,217,9.5,75.25,4.51,35.0,33,124.0,6.95,4.97,1,17.338,77.097,1,1,Rounds 6-7,0,0.027230020742302075,66,93.38842975206612,100.0
2024,WR,Skill,ACC,75.25,213,9.375,78.125,4.61,38.0,15,127.0,6.84,4.1,1,19.915,83.68,0,1,Rounds 2-3,0,0.025432773119155372,66,93.80165289256198,100.0
2023,RB,Skill,Big 12,71.0,215,9.75,74.75,4.46,37.0,20,124.0,6.77,4.26,1,19.379,79.1,1,1,Round 1,0,0.024922674953912205,66,94.21487603305785,100.0
2025,WR,Skill,SEC,74.375,205,9.5,78.25,4.54,38.5,15,125.0,6.93,4.05,1,20.608,84.235,1,1,Rounds 2-3,0,0.02282356281993292,66,94.62809917355372,100.0
2025,IOL,OL,Big Ten,75.625,315,9.75,83.75,4.28,24.5,11,102.1,6.65,4.03,0,24.823,87.333,1,1,Round 1,0,0.021837994826611862,66,95.0413223140496,100.0
2023,LB,LB,Big Ten,76.625,249,10.25,78.25,4.65,37.5,29,128.0,6.74,4.24,1,7.409,67.111,0,1,Round 1,0,0.02173597907216296,66,95.45454545454545,100.0
2024,QB,Skill,Pac-12,74.25,216,10.5,81.0,4.79,32.5,17,112.0,7.04,4.26,0,17.544,82.666,0,1,Round 1,0,0.021180717439904684,66,95.86776859504133,100.0
2023,EDGE,DL,ACC,77.0,268,8.5,81.25,4.62,32.0,25,117.0,7.36,4.44,1,17.553,74.958,0,1,Round 1,0,0.01969105709055685,66,96.28099173553719,100.0
2025,WR,Skill,Big Ten,72.875,202,9.5,76.625,4.54,37.82,11,125.3,7.41,4.55,0,24.823,87.333,1,1,Round 1,0,0.019276958975072755,66,96.69421487603306,100.0
2023,DL,DL,SEC,75.0,314,10.25,81.0,5.13,29.0,25,106.0,7.65,4.82,0,29.908,93.511,0,1,Round 1,0,0.017291225344226113,66,97.10743801652893,100.0
2024,DL,DL,Big 12,76.5,366,10.125,81.25,5.27,26.0,27,98.0,8.74,5.46,1,23.196,86.583,1,1,Rounds 2-3,0,0.015387242251077349,66,97.52066115702479,100.0
2023,CB,Secondary,SEC,71.625,190,9.5,78.125,4.58,34.5,14,125.0,6.51,4.3,1,27.296,89.526,1,1,Rounds 2-3,0,0.013999806622518207,66,97.93388429752066,100.0
2025,OT,OL,SEC,77.125,315,10.375,84.375,5.16,32.0,14,104.0,7.81,4.66,1,26.107,88.25,0,1,Round 1,0,0.009603319603198268,66,98.34710743801654,100.0
2024,OT,OL,Pac-12,77.75,324,10.125,80.625,5.13,32.0,30,111.0,7.81,4.63,1,13.996,79.392,0,1,Round 1,0,0.009372333493925744,66,98.7603305785124,100.0
2023,CB,Secondary,Pac-12,73.375,197,9.5,76.875,4.38,41.5,14,133.0,6.89,4.26,1,14.225,78.17,0,1,Round 1,0,0.008667355388556897,66,99.17355371900827,100.0
2025,QB,Skill,ACC,73.625,219,9.0,75.75,4.28,43.0,22,138.0,8.19,4.97,0,17.338,77.097,1,1,Round 1,0,0.006139823961709867,66,99.58677685950413,100.0
2024,EDGE,DL,SEC,74.75,247,9.875,83.0,4.46,40.5,23,127.0,7.39,4.31,1,24.925,84.968,0,1,Round 1,0,0.004664610992345164,66,100.0,100.0
